,matrix,number_of_nodes,number_of_edges,diameter,radius,average_deg,max_in_deg,max_out_deg,sle,norm_sle,convergence_speed,convergence_iterations
445,140x140,19600,9940,2,2,71.0,71,86,(0.10683365015075859+0j),0.10683365015075859,29.46192407608032,7082
446,140x140,19600,8960,2,2,64.0,64,78,(0.11806017562515989+0.0038983476845230757j),0.11812451982257123,22.28458046913147,6274
447,140x140,19600,7840,2,2,56.0,56,70,(0.12815569149407385+0.024303361269217175j),0.13043977396218653,19.159958839416504,5821
448,140x140,19600,6860,2,2,49.0,49,63,(0.15387078362791579+0j),0.15387078362791579,15.603707551956177,5571
449,140x140,19600,5880,2,2,42.0,42,55,(0.14173956614181737+0.02407757478968697j),0.1437700741386176,11.26123571395874,4691
450,141x141,19881,14946,2,2,106.0,106,121,(0.06878658764749085+0.02203256489387214j),0.0722290007960004,55.3558509349823,9566
451,141x141,19881,13959,2,2,99.0,99,111,(0.07444428080957052+0.02354779300917619j),0.07807976370902513,50.986690282821655,9162
452,141x141,19881,12972,2,2,92.0,92,110,(0.08611712785289985+0j),0.08611712785289985,44.82021188735962,8834
453,141x141,19881,11985,2,2,85.0,85,103,(0.09203782651035818+0j),0.09203782651035818,36.47934079170227,7841
454,141x141,19881,10998,2,2,78.0,78,92,(0.10477001203996865+0j),0.10477001203996865,34.22081470489502,7967
455,141x141,19881,10011,2,2,71.0,71,87,(0.09796608715716124+0.0005879214272469442j),0.09796785128035179,28.07630085945129,7175
456,141x141,19881,9024,2,2,64.0,64,80,(0.1009566456411923+0.03133150549522218j),0.10570670525429506,21.87763404846192,5833
457,141x141,19881,8037,2,2,57.0,57,74,(0.1280081832866196+0j),0.1280081832866196,18.328959941864014,5717
458,141x141,19881,7050,2,2,50.0,50,65,(0.13841561569276514+0.02854589591580473j),0.1413285209759276,15.61160659790039,5548
459,141x141,19881,6063,2,2,43.0,43,57,(0.1731670613350057+0j),0.1731670613350057,11.99533200263977,4881
460,142x142,20164,15194,2,2,107.0,107,118,(0.07192773192926705+0.016084422479763903j),0.07370418758114111,62.982157945632935,10790
461,142x142,20164,14200,2,2,100.0,100,111,(0.07152574475257721+0.00951949040826843j),0.07215644711350429,51.79581689834595,9479
462,142x142,20164,13206,2,2,93.0,93,106,(0.08322727386253682+0j),0.08322727386253682,48.5809268951416,9514
463,142x142,20164,12212,2,2,86.0,86,101,(0.08799697986900593+0j),0.08799697986900593,36.38191103935242,7750
464,142x142,20164,11218,2,2,79.0,79,95,(0.09094954418355766+0j),0.09094954418355766,31.74760866165161,7298
465,142x142,20164,10224,2,2,72.0,72,88,(0.09923520537942354+0.022953256006794636j),0.10185518125264824,31.74149060249329,7590
466,142x142,20164,9088,2,2,64.0,64,77,(0.1132746619821878+0j),0.1132746619821878,23.27368187904358,6474
467,142x142,20164,8094,2,2,57.0,57,72,(0.13074858268244602+0j),0.13074858268244602,19.93269681930542,6239
468,142x142,20164,7100,2,2,50.0,50,64,(0.14501129344860716+0j),0.14501129344860716,14.811339139938354,5251
469,142x142,20164,6106,2,2,43.0,43,59,(0.15494022557691556+0.034504536957152845j),0.15873574447002478,13.16232204437256,5363
470,143x143,20449,15444,2,2,108.0,108,123,(0.07565606441646784+0j),0.07565606441646784,59.191645860672,10102
471,143x143,20449,14443,2,2,101.0,101,117,(0.07379141455807912+0.00901618741843923j),0.0743401943637943,53.56200528144837,9647
472,143x143,20449,13299,2,2,93.0,93,107,(0.0843993956748994+0.03496646788345027j),0.09135596240274954,44.86109972000122,8424
473,143x143,20449,12298,2,2,86.0,86,100,(0.093459398696631+0j),0.093459398696631,43.03995871543884,8966
474,143x143,20449,11297,2,2,79.0,79,95,(0.0942464103892812+0.011384730137814452j),0.09493154350149201,34.06843066215515,7777
475,143x143,20449,10296,2,2,72.0,72,88,(0.1028487910045012+0.02310857404052366j),0.1054129024611026,28.177732467651367,7027
476,143x143,20449,9295,2,2,65.0,65,79,(0.11410475039525617+0.002826758484745193j),0.114139759182744,25.853195428848267,7116
477,143x143,20449,8294,2,2,58.0,58,74,(0.11558051655688402+0.0026738686157932764j),0.11561144139284255,20.545195817947388,6260
478,143x143,20449,7293,2,2,51.0,51,62,(0.1325480665568899+0.011866819021778337j),0.13307821512804172,18.264787435531616,5890
479,143x143,20449,6149,2,2,43.0,43,61,(0.1656163991385378+0j),0.1656163991385378,12.547035932540894,5041
480,144x144,20736,15552,2,2,108.0,108,121,(0.0661588117034756+0j),0.0661588117034756,65.05110287666321,10864
481,144x144,20736,14544,2,2,101.0,101,116,(0.07612498717449881+0.003416412920623126j),0.07620161120056326,54.32259964942932,9735
482,144x144,20736,13536,2,2,94.0,94,109,(0.07995643079231976+0j),0.07995643079231976,46.359910011291504,8909
483,144x144,20736,12528,2,2,87.0,87,102,(0.09260965618336411+0j),0.09260965618336411,42.094937562942505,8686
484,144x144,20736,11520,2,2,80.0,80,96,(0.09197325810740024+0.014171414421316694j),0.09305863309543702,33.30730438232422,7417
485,144x144,20736,10512,2,2,73.0,73,86,(0.10188386741595062+0j),0.10188386741595062,32.528451681137085,7734
486,144x144,20736,9360,2,2,65.0,65,80,(0.11471918649141422+0.03106029887709684j),0.11884962732624135,23.77513599395752,6338
487,144x144,20736,8352,2,2,58.0,58,72,(0.1191354922584856+0.02881730544358045j),0.12257121443756806,20.93414878845215,6308
488,144x144,20736,7344,2,2,51.0,51,69,(0.1392256384037311+0.013450860372910926j),0.13987388617500418,15.740526914596558,5397
489,144x144,20736,6336,2,2,44.0,44,58,(0.14239799635713882+0j),0.14239799635713882,13.215678215026855,5207
490,145x145,21025,15805,2,2,109.0,109,120,(0.07195835228962456+0.021038206986194123j),0.07497073173867029,65.05558109283447,10669
491,145x145,21025,14790,2,2,102.0,102,116,(0.07243833538736937+0.022990765197327782j),0.0759992612993815,58.92666411399841,10286
492,145x145,21025,13775,2,2,95.0,95,109,(0.08653218827938466+0j),0.08653218827938466,46.794657468795776,8785
493,145x145,21025,12760,2,2,88.0,88,103,(0.08709890766101408+0.024558541557439705j),0.09049498151373009,44.275529623031616,8925
494,145x145,21025,11600,2,2,80.0,80,94,(0.09523898055846869+0.024099780731328364j),0.09824084104441738,37.64452052116394,8308
495,145x145,21025,10585,2,2,73.0,73,91,(0.10899754935214506+0j),0.10899754935214506,33.10715341567993,7695
496,145x145,21025,9570,2,2,66.0,66,81,(0.11611833655016432+0.004246643526968981j),0.11619596406253693,25.278215169906616,6680
497,145x145,21025,8410,2,2,58.0,58,75,(0.11187866095568916+0.0302599880035505j),0.11589866975601172,19.868480920791622,5970
498,145x145,21025,7395,2,2,51.0,51,69,(0.13606741474973272+0.03415932638685385j),0.14028970359894338,15.444180965423584,5265
499,145x145,21025,6380,2,2,44.0,44,63,(0.1438003707800392+0j),0.1438003707800392,12.490996360778809,4857
500,146x146,21316,16060,2,2,110.0,110,121,(0.06730301579200043+0.00220719772848848j),0.0673391985140223,61.89916658401489,9804
501,146x146,21316,15038,2,2,103.0,103,115,(0.07395064987948527+0.018303445905624837j),0.07618211568090211,56.12567186355591,9639
502,146x146,21316,13870,2,2,95.0,95,107,(0.07819111746576901+0j),0.07819111746576901,49.0913405418396,9176
503,146x146,21316,12848,2,2,88.0,88,106,(0.09614587186934931+0j),0.09614587186934931,44.458508253097534,8951
504,146x146,21316,11826,2,2,81.0,81,100,(0.09688200861417481+0.025056583996259506j),0.1000697556441438,34.564972162246704,7470
505,146x146,21316,10804,2,2,74.0,74,87,(0.1127073317498645+0j),0.1127073317498645,31.872164011001587,7554
506,146x146,21316,9636,2,2,66.0,66,83,(0.11097342513163425+0.011927995417234764j),0.11161262545124546,25.271161556243896,6712
507,146x146,21316,8614,2,2,59.0,59,75,(0.12109369447278401+0.024737180871079973j),0.12359454259196272,21.605803966522217,6361
508,146x146,21316,7592,2,2,52.0,52,66,(0.13197598677669362+0j),0.13197598677669362,18.31889915466309,6073
509,146x146,21316,6424,2,2,44.0,44,58,(0.16473954884926054+0.02069539328819406j),0.16603438878259805,11.682714223861694,4530
510,147x147,21609,16317,2,2,111.0,111,123,(0.07119554052481344+0.0031659288172470857j),0.0712658971451018,67.08067178726196,10430
511,147x147,21609,15141,2,2,103.0,103,117,(0.07290305517986112+0.002930128366961502j),0.07296191545460376,56.0655369758606,9555
512,147x147,21609,14112,2,2,96.0,96,113,(0.08828386425303072+0.00567360529873139j),0.08846598490116611,53.95934247970581,9596
513,147x147,21609,13083,2,2,89.0,89,103,(0.09676617740910826+0.009611437705666128j),0.09724234070167642,42.14613056182861,8260
514,147x147,21609,11907,2,2,81.0,81,98,(0.10937789449188849+0j),0.10937789449188849,36.70541262626648,7929
515,147x147,21609,10878,2,2,74.0,74,89,(0.10546485341998077+0.016896991078362962j),0.1068098479279898,30.165878534317017,7143
516,147x147,21609,9849,2,2,67.0,67,80,(0.10692128058285144+0.011601668415050736j),0.10754886773690195,25.48759150505066,6573
517,147x147,21609,8673,2,2,59.0,59,79,(0.12046948954384813+0.012940528286169428j),0.12116251558663052,21.62669396400452,6304
518,147x147,21609,7644,2,2,52.0,52,69,(0.1372030480757749+0j),0.1372030480757749,17.40484046936035,5772
519,147x147,21609,6615,2,2,45.0,45,63,(0.16220339118831628+0j),0.16220339118831628,14.439529418945312,5414
520,148x148,21904,16428,2,2,111.0,111,127,(0.06887614185538272+0j),0.06887614185538272,70.55590343475342,11080
521,148x148,21904,15392,2,2,104.0,104,120,(0.08395786211263895+0j),0.08395786211263895,61.20049142837525,10004
522,148x148,21904,14356,2,2,97.0,97,111,(0.07972473824271478+0.012290489879699452j),0.0806665359945026,47.37685585021973,8555
523,148x148,21904,13172,2,2,89.0,89,103,(0.08481976826936866+0j),0.08481976826936866,45.02535009384155,8830
524,148x148,21904,12136,2,2,82.0,82,98,(0.09546446051456015+0j),0.09546446051456015,39.06502342224121,8333
525,148x148,21904,11100,2,2,75.0,75,90,(0.10376897975011087+0j),0.10376897975011087,32.14081382751465,7444
526,148x148,21904,9916,2,2,67.0,67,84,(0.10316035723434883+0j),0.10316035723434883,25.69722509384156,6274
527,148x148,21904,8880,2,2,60.0,60,74,(0.11781550745753165+0.022114451719654354j),0.11987302770989235,22.11541986465454,6242
528,148x148,21904,7696,2,2,52.0,52,65,(0.12887970075564706+0.04268155107000944j),0.1357633679186214,17.18105697631836,5632
529,148x148,21904,6660,2,2,45.0,45,60,(0.13988104836144813+0j),0.13988104836144813,13.993830680847168,5220
530,149x149,22201,16688,2,2,112.0,112,127,(0.06849258972366504+0.006379254593215277j),0.06878902337015233,63.49542498588562,9928
531,149x149,22201,15645,2,2,105.0,105,123,(0.07164822126293055+0.007411427818859521j),0.07203052736483344,63.66360664367676,10459
532,149x149,22201,14453,2,2,97.0,97,114,(0.08809125073311957+0j),0.08809125073311957,54.30293893814087,9548
533,149x149,22201,13410,2,2,90.0,90,104,(0.08955367045349336+0.023405670350917035j),0.09256179177321863,40.41859412193298,7696
534,149x149,22201,12218,2,2,82.0,82,102,(0.10445770790289938+0.009579372435449686j),0.10489603003252554,36.35552263259888,7609
535,149x149,22201,11175,2,2,75.0,75,89,(0.10329136543446214+0j),0.10329136543446214,31.428462743759155,7180
536,149x149,22201,10132,2,2,68.0,68,86,(0.1122936463002201+0.031719184937950895j),0.11668748730059648,27.77986764907837,7010
537,149x149,22201,8940,2,2,60.0,60,73,(0.12487979370577329+0j),0.12487979370577329,22.27082085609436,6330
538,149x149,22201,7897,2,2,53.0,53,67,(0.13433714679456304+0.017956897023138643j),0.1355319857436007,18.421025037765503,5867
539,149x149,22201,6705,2,2,45.0,45,62,(0.1562850461929509+0j),0.1562850461929509,12.688133716583252,4732
540,14x14,196,154,2,2,11.0,11,14,(0.1535876680663893+0.08622186883414153j),0.1761345577884229,0.282114028930664,3701
541,14x14,196,140,2,2,10.0,10,12,(0.16314889905656096+0j),0.16314889905656096,0.2936270236968994,4103
542,14x14,196,140,2,2,10.0,10,12,(0.22319378162213596+0j),0.22319378162213596,0.2025051116943359,2915
543,14x14,196,126,2,2,9.0,9,13,(0.3934415847795826+0j),0.3934415847795826,0.2733175754547119,4394
544,14x14,196,112,2,2,8.0,8,11,(0.14413621576593244+0.11353681590768522j),0.18348258026793451,0.2126567363739013,3685
545,14x14,196,112,2,2,8.0,8,11,(0.3837216948945357+0j),0.3837216948945357,0.1901078224182129,3212
546,14x14,196,98,2,2,7.0,7,8,(0.3680668089386789+0j),0.3680668089386789,0.1515712738037109,2746
547,14x14,196,84,3,2,6.0,6,9,(0.3447573511025598+0j),0.3447573511025598,0.1010940074920654,2060
548,14x14,196,70,3,2,5.0,5,10,(0.3695440240450775+0.2444939796458785j),0.44310280047694134,0.0910038948059082,2159
549,14x14,196,70,3,2,5.0,5,8,(0.40399799174083695+0j),0.40399799174083695,0.0829582214355468,2005
550,150x150,22500,16950,2,2,113.0,113,124,(0.06839468861272233+0.012681332976137518j),0.06956040279126424,67.20205307006836,10041
551,150x150,22500,15750,2,2,105.0,105,124,(0.07867198485856078+0.01031727239917602j),0.07934561935825074,58.312185525894165,9569
552,150x150,22500,14700,2,2,98.0,98,116,(0.0767851426710982+0.011086431042794938j),0.07758135786571123,55.34349489212036,9707
553,150x150,22500,13650,2,2,91.0,91,107,(0.08764406492667264+0j),0.08764406492667264,41.63708686828613,7873
554,150x150,22500,12450,2,2,83.0,83,98,(0.0958495659900307+0.0061113567462965515j),0.09604419806400465,41.65383505821228,8596
555,150x150,22500,11400,2,2,76.0,76,95,(0.10191655548204911+0.025417019476507548j),0.10503813193500139,33.72924447059631,7261
556,150x150,22500,10200,2,2,68.0,68,86,(0.10438642172768339+0.019682800198373023j),0.1062258803906037,25.62229466438293,6334
557,150x150,22500,9000,2,2,60.0,60,75,(0.11741644116818312+0.005492573705188978j),0.1175448383490672,22.606940984725952,6356
558,150x150,22500,7950,2,2,53.0,53,71,(0.12393105648819515+0.003634053715050794j),0.1239843260605311,18.635056018829346,5901
559,150x150,22500,6750,2,2,45.0,45,61,(0.13603133905540443+0.015457945133359435j),0.13690680506443917,13.762962818145752,5083
560,151x151,22801,17214,2,2,114.0,114,128,(0.068017106413792+0.015495128745752047j),0.06975977193019293,64.80864214897156,9708
561,151x151,22801,16006,2,2,106.0,106,120,(0.07579166485305586+0.018133135964588012j),0.07793065559270099,65.8708848953247,10436
562,151x151,22801,14949,2,2,99.0,99,117,(0.08923879695423292+0j),0.08923879695423292,51.64870643615723,8903
563,151x151,22801,13741,2,2,91.0,91,103,(0.09543247637569802+0j),0.09543247637569802,45.18832969665527,8505
564,151x151,22801,12684,2,2,84.0,84,98,(0.08901878762361273+0.028188325560455713j),0.09337519075150587,39.18955564498901,7635
565,151x151,22801,11476,2,2,76.0,76,92,(0.11123497655998088+0.020421761625473038j),0.11309406862513675,35.765161991119385,7970
566,151x151,22801,10268,2,2,68.0,68,80,(0.1026805897443718+0.0139131618088333j),0.10361891517368231,30.37656021118164,7448
567,151x151,22801,9211,2,2,61.0,61,76,(0.1215315575740924+0j),0.1215315575740924,22.73103356361389,6257
568,151x151,22801,8003,2,2,53.0,53,68,(0.12541458585782006+0.030711303684919613j),0.12912010889058248,18.681098222732544,5882
569,151x151,22801,6946,2,2,46.0,46,64,(0.14053544484891417+0.017515364920002652j),0.14162273570003886,14.503003120422363,5196
570,152x152,23104,17328,2,2,114.0,114,129,(0.06840180314397859+0j),0.06840180314397859,71.37172865867615,10477
571,152x152,23104,16264,2,2,107.0,107,116,(0.07433675398710561+0.028502423310016445j),0.07961369937317841,54.43029451370239,8684
572,152x152,23104,15048,2,2,99.0,99,112,(0.08701853915805055+0.02517015220097761j),0.09058566508571628,50.69383144378662,8746
573,152x152,23104,13984,2,2,92.0,92,111,(0.08650084437117504+0j),0.08650084437117504,47.0089271068573,8668
574,152x152,23104,12768,2,2,84.0,84,96,(0.09168016892918979+0.015934483499576088j),0.09305461374527885,40.52265286445618,8184
575,152x152,23104,11704,2,2,77.0,77,92,(0.1100823264736494+0j),0.1100823264736494,33.770912647247314,7390
576,152x152,23104,10488,2,2,69.0,69,87,(0.10637150060778894+0.01940109522836301j),0.10812630872092532,29.496076822280884,7042
577,152x152,23104,9272,2,2,61.0,61,75,(0.12318156913793081+0j),0.12318156913793081,24.88573431968689,6556
578,152x152,23104,8208,2,2,54.0,54,69,(0.131319973116246+0j),0.131319973116246,18.35202932357788,5629
579,152x152,23104,6992,2,2,46.0,46,60,(0.15213200929247767+0j),0.15213200929247767,13.046429872512816,4667
580,153x153,23409,17595,2,2,115.0,115,126,(0.0657977248059721+0j),0.0657977248059721,68.77009081840515,10142
581,153x153,23409,16524,2,2,108.0,108,121,(0.0726037595889051+0.014102259071412743j),0.07396066263467879,69.23384594917297,10834
582,153x153,23409,15300,2,2,100.0,100,114,(0.0833738276279055+0.018139053062826333j),0.08532420746390633,51.50034332275391,8748
583,153x153,23409,14076,2,2,92.0,92,109,(0.0892242733501937+0.019458077491258885j),0.09132134325844053,48.130417823791504,8753
584,153x153,23409,13005,2,2,85.0,85,103,(0.09157559557236006+0.005547564726396074j),0.09174347485694012,41.96971774101257,8055
585,153x153,23409,11781,2,2,77.0,77,92,(0.10259686768494106+0.007259826598209641j),0.1028534021848445,33.425039768218994,7298
586,153x153,23409,10557,2,2,69.0,69,84,(0.10630385102917322+0j),0.10630385102917322,26.767493724823,6476
587,153x153,23409,9486,2,2,62.0,62,81,(0.12352872069941816+0.022967770852857988j),0.1256457851882993,24.700530529022217,6619
588,153x153,23409,8262,2,2,54.0,54,72,(0.13663341493582787+0j),0.13663341493582787,18.59613823890686,5723
589,153x153,23409,7038,2,2,46.0,46,60,(0.14867037561419286+0.014806952820356024j),0.1494059116537543,15.29805064201355,5432
590,154x154,23716,17864,2,2,116.0,116,129,(0.06837090132596121+0.001614411176104105j),0.0683899588504764,73.77472615242004,10450
591,154x154,23716,16632,2,2,108.0,108,123,(0.07149270392709363+0j),0.07149270392709363,68.83782911300659,10692
592,154x154,23716,15554,2,2,101.0,101,114,(0.08102170816659678+0j),0.08102170816659678,61.292595863342285,10000
593,154x154,23716,14322,2,2,93.0,93,108,(0.08567590901269634+0.0017865045826411332j),0.08569453298650749,47.85102510452271,8590
594,154x154,23716,13090,2,2,85.0,85,106,(0.0880755219710796+0.002363894846654721j),0.08810723902906142,41.16479134559631,8087
595,154x154,23716,12012,2,2,78.0,78,96,(0.10004744254886556+0j),0.10004744254886556,35.081881046295166,7473
596,154x154,23716,10780,2,2,70.0,70,86,(0.10849243434187425+0.014822955678457506j),0.10950035764540411,28.963128328323364,6863
597,154x154,23716,9548,2,2,62.0,62,76,(0.12576421384339515+0.0072139836711019555j),0.12597094523759894,26.236947059631348,6556
598,154x154,23716,8316,2,2,54.0,54,68,(0.13693645683399416+0.0037066644436416977j),0.13698661457071673,19.596279621124268,5887
599,154x154,23716,7238,2,2,47.0,47,61,(0.14433840132107026+0j),0.14433840132107026,15.666968584060667,5376
600,155x155,24025,18135,2,2,117.0,117,131,(0.07068813158548215+0.006409747681003227j),0.07097814320183761,72.13058495521545,10124
601,155x155,24025,16895,2,2,109.0,109,122,(0.06948426504564359+0.00990219878025846j),0.07018629944381595,60.87933206558228,9201
602,155x155,24025,15655,2,2,101.0,101,113,(0.07987390179747922+0j),0.07987390179747922,59.20474028587341,9695
603,155x155,24025,14570,2,2,94.0,94,111,(0.08347311138454817+0j),0.08347311138454817,46.81131887435913,8309
604,155x155,24025,13330,2,2,86.0,86,101,(0.08758559974554311+0.01362096364882837j),0.08863841116304592,41.4547266960144,8055
605,155x155,24025,12090,2,2,78.0,78,93,(0.10049638662613938+0.038069826995764985j),0.10746550819866793,33.74716663360596,7166
606,155x155,24025,10850,2,2,70.0,70,88,(0.1054404332358123+0j),0.1054404332358123,30.4705491065979,7173
607,155x155,24025,9610,2,2,62.0,62,76,(0.11206519121618817+0.021122300528935573j),0.11403840871371142,26.049633264541622,6556
608,155x155,24025,8525,2,2,55.0,55,71,(0.13775818387961541+0.02194345282971681j),0.13949491871713443,18.448626279830933,5406
609,155x155,24025,7285,2,2,47.0,47,65,(0.14437661110777883+0.012643407333877641j),0.14492916057156047,16.335254907608032,5550
610,156x156,24336,18252,2,2,117.0,117,131,(0.0712770260601621+0j),0.0712770260601621,77.6486279964447,10902
611,156x156,24336,17160,2,2,110.0,110,122,(0.07494452069003618+0.006522769641523633j),0.07522783863208914,69.33871746063232,10440
612,156x156,24336,15912,2,2,102.0,102,122,(0.07521751454428519+0j),0.07521751454428519,57.446284770965576,9330
613,156x156,24336,14664,2,2,94.0,94,109,(0.0833620203685774+0.009501797414196125j),0.08390179136366242,45.0186550617218,7992
614,156x156,24336,13416,2,2,86.0,86,101,(0.10440201876759933+0j),0.10440201876759933,41.151647090911865,7902
615,156x156,24336,12324,2,2,79.0,79,97,(0.09541641455174703+0j),0.09541641455174703,38.53388142585754,7775
616,156x156,24336,11076,2,2,71.0,71,92,(0.10432646428959967+0.002781928755144103j),0.10436354861141803,28.19427251815796,6459
617,156x156,24336,9828,2,2,63.0,63,79,(0.12544811811725246+0j),0.12544811811725246,22.649086475372314,5858
618,156x156,24336,8580,2,2,55.0,55,70,(0.126568007133272+0.008713939452853939j),0.12686762065427093,18.87565350532532,5555
619,156x156,24336,7332,2,2,47.0,47,59,(0.1519911624662119+0j),0.1519911624662119,13.283716201782228,4528
620,157x157,24649,18526,2,2,118.0,118,130,(0.06178196555376905+0.02654094834288683j),0.06724160324253797,72.52055978775024,10189
621,157x157,24649,17270,2,2,110.0,110,125,(0.07435880792147727+0j),0.07435880792147727,64.82457089424133,9672
622,157x157,24649,16171,2,2,103.0,103,117,(0.08531588634639985+0j),0.08531588634639985,61.15333867073059,9768
623,157x157,24649,14915,2,2,95.0,95,110,(0.08663737572104163+0.0006713254979169886j),0.08663997662599573,51.127546310424805,8733
624,157x157,24649,13659,2,2,87.0,87,104,(0.08705313548636648+0.0273467139556142j),0.09124741729045192,43.123451471328735,7905
625,157x157,24649,12403,2,2,79.0,79,96,(0.09542553854906435+0.018810351039893466j),0.09726182557212767,36.65468502044678,7592
626,157x157,24649,11147,2,2,71.0,71,90,(0.10221232261415851+0.005570536271980768j),0.10236400621575083,30.517013788223267,7009
627,157x157,24649,9891,2,2,63.0,63,78,(0.13021355459309564+0j),0.13021355459309564,22.8506543636322,5885
628,157x157,24649,8635,2,2,55.0,55,68,(0.12926744729516515+0.02286295968024716j),0.13127371349797684,19.530105590820312,5687
629,157x157,24649,7536,2,2,48.0,48,67,(0.158918601603373+0j),0.158918601603373,16.643266201019287,5518
630,158x158,24964,18802,2,2,119.0,119,132,(0.0675731810983038+0.009594863990350757j),0.06825097961742009,75.84710621833801,10518
631,158x158,24964,17538,2,2,111.0,111,125,(0.07276036285872808+0.0031089126678204553j),0.07282675154989347,71.83934712409973,10374
632,158x158,24964,16274,2,2,103.0,103,120,(0.07424023805309674+0.0010244238643780917j),0.07424730561060368,61.38420248031616,9744
633,158x158,24964,15010,2,2,95.0,95,109,(0.08738557412135109+0.011928962050947872j),0.08819602428755562,55.59369683265686,9507
634,158x158,24964,13746,2,2,87.0,87,105,(0.09529865100687755+0j),0.09529865100687755,45.66229963302612,8599
635,158x158,24964,12640,2,2,80.0,80,95,(0.09262087079818077+0.03325873504243843j),0.09841122478679155,34.97579336166382,7123
636,158x158,24964,11376,2,2,72.0,72,86,(0.10012224131436924+0j),0.10012224131436924,30.771566152572632,6903
637,158x158,24964,10112,2,2,64.0,64,80,(0.12551826716896913+0.04617491674922073j),0.13374213371222315,26.76635265350341,6727
638,158x158,24964,8848,2,2,56.0,56,70,(0.14027092827936827+0.0074227184734074j),0.14046718502871458,22.06256747245789,5972
639,158x158,24964,7584,2,2,48.0,48,62,(0.13639355837259542+0.011413004622016776j),0.13687022846492503,14.659675121307371,4746
640,159x159,25281,19080,2,2,120.0,120,136,(0.07379863177562956+0j),0.07379863177562956,81.62359046936035,11014
641,159x159,25281,17808,2,2,112.0,112,126,(0.06677535181077554+0.011080534387016769j),0.06768844695924635,70.93801140785217,10337
642,159x159,25281,16536,2,2,104.0,104,119,(0.07916936652193562+0.016856154673669157j),0.0809439222293264,59.16277074813843,9283
643,159x159,25281,15264,2,2,96.0,96,118,(0.08510768062379499+0.008881717883330692j),0.08556986744012735,49.725112438201904,8428
644,159x159,25281,13992,2,2,88.0,88,107,(0.09071099449543958+0j),0.09071099449543958,45.48169946670532,7816
645,159x159,25281,12720,2,2,80.0,80,96,(0.09507873304859327+0.001284349860902571j),0.09508740732973459,39.90388369560242,8000
646,159x159,25281,11448,2,2,72.0,72,87,(0.11933349718736942+0j),0.11933349718736942,32.010772466659546,7162
647,159x159,25281,10176,2,2,64.0,64,79,(0.10953167244028639+0.04014389574755857j),0.11665641702605581,26.742387294769287,6343
648,159x159,25281,8904,2,2,56.0,56,77,(0.1345832456737134+0j),0.1345832456737134,19.878294467926025,5594
649,159x159,25281,7632,2,2,48.0,48,67,(0.15276432029238093+0j),0.15276432029238093,16.8140389919281,5472
650,15x15,225,180,2,2,12.0,12,14,(0.21098474788887317+0j),0.21098474788887317,0.4152629375457763,4779
651,15x15,225,165,2,2,11.0,11,14,(0.22310334415870928+0j),0.22310334415870928,0.4984934329986572,6321
652,15x15,225,150,2,2,10.0,10,12,(0.18839201205101527+0j),0.18839201205101527,0.346484899520874,4750
653,15x15,225,150,2,2,10.0,10,13,(0.22622516104496107+0j),0.22622516104496107,0.2429687976837158,3361
654,15x15,225,135,2,2,9.0,9,12,(0.3426965411802797+0j),0.3426965411802797,0.3240985870361328,4646
655,15x15,225,120,2,2,8.0,8,10,(0.24069143683542504+0.08217521606289291j),0.254332722827568,0.1418607234954834,2201
656,15x15,225,105,3,2,7.0,7,11,(0.2951127597085714+0j),0.2951127597085714,0.1742761135101318,3007
657,15x15,225,90,3,2,6.0,6,9,(0.2968371047397282+0.10973346418662815j),0.3164706936078953,0.1316967010498047,2492
658,15x15,225,90,3,2,6.0,6,9,(0.3917080696742445+0j),0.3917080696742445,0.1416463851928711,2971
659,15x15,225,75,3,2,5.0,5,9,(0.5097766348551562+0j),0.5097766348551562,0.1213393211364746,2661
660,160x160,25600,19200,2,2,120.0,120,134,(0.0775310957476958+0j),0.0775310957476958,82.29318690299988,10883
661,160x160,25600,17920,2,2,112.0,112,129,(0.07542349388320757+0j),0.07542349388320757,67.0460684299469,9583
662,160x160,25600,16640,2,2,104.0,104,124,(0.08088284654694117+0j),0.08088284654694117,59.48326635360718,9270
663,160x160,25600,15520,2,2,97.0,97,114,(0.08386487987393934+0.018591479331454122j),0.08590087997222241,54.81684184074402,9051
664,160x160,25600,14080,2,2,88.0,88,107,(0.09520260492052815+0.019170861604813103j),0.09711363404962801,45.03583264350891,7951
665,160x160,25600,12960,2,2,81.0,81,93,(0.10839261505598898+0j),0.10839261505598898,41.263954162597656,8101
666,160x160,25600,11680,2,2,73.0,73,90,(0.10711413756012109+0.02381246184412119j),0.10972908367577974,35.22026062011719,7701
667,160x160,25600,10240,2,2,64.0,64,79,(0.11147987696852815+0.005534900642763583j),0.11161719443725254,26.28377914428711,6486
668,160x160,25600,8960,2,2,56.0,56,69,(0.12982647279074067+0.012638968608715346j),0.13044024135510107,20.851799964904785,5641
669,160x160,25600,7680,2,2,48.0,48,62,(0.1362218776120197+0.05093538838588463j),0.1454331933575172,16.035241842269897,5190
670,161x161,25921,19481,2,2,121.0,121,133,(0.06554391000167416+0j),0.06554391000167416,82.84281492233276,10934
671,161x161,25921,18193,2,2,113.0,113,128,(0.07191742411895684+0.02507664956120891j),0.07616399572712551,74.11448860168457,10332
672,161x161,25921,16905,2,2,105.0,105,120,(0.07561389023325132+0.00918373078892133j),0.07616955630308976,56.07746434211731,8524
