,matrix,number_of_nodes,number_of_edges,diameter,radius,average_deg,max_in_deg,max_out_deg,sle,convergence_speed,convergence_iterations
466,142x142,20164,283,10,8,1.9929577464788732,3,2,(1.3557200510203278+0.37887326934247123j),0.21077728271484375,820
467,142x142,20164,284,10,8,2.0,3,2,(1.3637186270315895+0.015937233898268607j),0.2157447338104248,791
468,142x142,20164,283,10,8,1.9929577464788732,3,2,(1.4316750794429383+0j),0.21805453300476074,854
469,142x142,20164,284,11,8,2.0,3,2,(1.4291975356957494+0.23400523828434353j),0.22726082801818848,798
470,143x143,20449,286,10,8,2.0,3,2,(1.3560118207927532+0.482122934464625j),0.2133009433746338,783
471,143x143,20449,283,12,8,1.979020979020979,3,2,(1.42688594066934+0j),0.20202183723449707,832
472,143x143,20449,285,11,8,1.993006993006993,3,2,(1.4629585352841543+0j),0.17611956596374512,844
473,143x143,20449,286,10,8,2.0,3,2,(1.3956058766390016+0.2661387334320113j),0.174119234085083,823
474,143x143,20449,285,10,8,1.993006993006993,3,2,(1.4449590591781662+0j),0.20316815376281738,820
475,143x143,20449,286,11,8,2.0,3,2,(1.5128676849738143+0j),0.21464204788208008,814
476,143x143,20449,285,11,8,1.993006993006993,3,2,(1.4389786478231061+0j),0.23725271224975586,842
477,143x143,20449,283,11,8,1.979020979020979,3,2,(1.349557664519295+0.31500957741247654j),0.21896958351135254,813
478,143x143,20449,285,10,8,1.993006993006993,3,2,(1.338014691363469+0.032981709489878525j),0.2126755714416504,831
479,143x143,20449,285,10,8,1.993006993006993,3,2,(1.393854951969114+0.34119058984618006j),0.2138500213623047,823
480,144x144,20736,287,11,8,1.9930555555555556,2,2,(1.5532526657636796+0j),0.17424464225769043,799
481,144x144,20736,286,10,8,1.9861111111111112,3,2,(1.3384806676689547+0.10505918513886119j),0.18615174293518066,816
482,144x144,20736,288,10,8,2.0,3,2,(1.3387767175560397+0j),0.17512226104736328,796
483,144x144,20736,288,10,8,2.0,3,2,(1.3957222500568285+0j),0.22980451583862305,828
484,144x144,20736,288,11,8,2.0,3,2,(1.400871406872334+0j),0.2198641300201416,808
485,144x144,20736,286,11,8,1.9861111111111112,3,2,(1.456691430662798+0j),0.2034156322479248,790
486,144x144,20736,286,10,8,1.9861111111111112,3,2,(1.3163941794157024+0.12875741418463713j),0.20448660850524902,799
487,144x144,20736,287,10,8,1.9930555555555556,3,2,(1.3513761191325517+0.048087997567527706j),0.23782658576965332,830
488,144x144,20736,288,10,8,2.0,3,2,(1.3639586954133152+0.3318534334214607j),0.22440361976623535,823
489,144x144,20736,288,11,8,2.0,3,2,(1.4115916469869723+0j),0.16595149040222168,824
490,145x145,21025,290,10,8,2.0,3,2,(1.3581334122202795+0.19717617902286577j),0.18615102767944336,776
491,145x145,21025,290,11,8,2.0,3,2,(1.3293250059842139+0.1421598796905634j),0.18090319633483887,838
492,145x145,21025,288,10,8,1.986206896551724,3,2,(1.3417759559754172+0j),0.23731303215026855,813
493,145x145,21025,290,10,8,2.0,3,2,(1.3680643793181821+0.18360911093889531j),0.20113468170166016,771
494,145x145,21025,289,10,8,1.993103448275862,3,2,(1.4284994563313052+0.363119102644865j),0.2215709686279297,815
495,145x145,21025,289,11,8,1.993103448275862,3,2,(1.4285021052745153+0.11994602460320777j),0.21993494033813477,807
496,145x145,21025,288,11,8,1.986206896551724,3,2,(1.361507187774614+0j),0.22030329704284668,815
497,145x145,21025,290,10,8,2.0,3,2,(1.4622169448077336+0.17402887322099492j),0.2436666488647461,810
498,145x145,21025,287,11,8,1.9793103448275862,3,2,(1.4919916200976133+0j),0.18216800689697266,828
499,145x145,21025,289,10,8,1.993103448275862,3,2,(1.3318232881151397+0.3202819533290084j),0.17394208908081055,838
500,146x146,21316,292,11,8,2.0,3,2,(1.3869758271226882+0j),0.20940017700195312,786
501,146x146,21316,291,11,8,1.9931506849315068,3,2,(1.3765962484414331+0.13409638550327163j),0.22992920875549316,819
502,146x146,21316,291,11,8,1.9931506849315068,3,2,(1.3019649201925136+0.45532646536727467j),0.20729970932006836,814
503,146x146,21316,291,10,8,1.9931506849315068,3,2,(1.4156051907327984+0j),0.2190408706665039,830
504,146x146,21316,291,10,8,1.9931506849315068,3,2,(1.3463181256050012+0.2395073472228374j),0.22934389114379883,822
505,146x146,21316,291,11,8,1.9931506849315068,3,2,(1.4303045879017642+0j),0.21082854270935059,806
506,146x146,21316,291,10,8,1.9931506849315068,3,2,(1.4081267505546033+0.2102236315091796j),0.18523812294006348,836
507,146x146,21316,290,10,8,1.9863013698630136,3,2,(1.4023572519193475+0j),0.19504523277282715,816
508,146x146,21316,292,10,8,2.0,3,2,(1.4380328570912597+0j),0.2015705108642578,837
509,146x146,21316,291,11,8,1.9931506849315068,3,2,(1.41171300174419+0.09578759822399924j),0.23139739036560059,816
510,147x147,21609,293,11,8,1.9931972789115646,3,2,(1.3122922898150935+0.13967887931338974j),0.22800564765930176,825
511,147x147,21609,294,10,8,2.0,3,2,(1.3921321552813986+0.3425502361894807j),0.23379039764404297,794
512,147x147,21609,291,10,8,1.9795918367346939,3,2,(1.4050527889250386+0.31082054614552074j),0.2164163589477539,811
513,147x147,21609,293,11,8,1.9931972789115646,3,2,(1.3684704516302257+0j),0.20641136169433594,796
514,147x147,21609,293,11,8,1.9931972789115646,3,2,(1.3701738839708222+0j),0.16898727416992188,823
515,147x147,21609,294,10,8,2.0,3,2,(1.4436760154858763+0j),0.1793675422668457,779
516,147x147,21609,294,10,8,2.0,3,2,(1.3984055739397117+0.2618306198376041j),0.17516446113586426,818
517,147x147,21609,293,11,8,1.9931972789115646,3,2,(1.3770269170667444+0.31649060014378105j),0.21527624130249023,831
518,147x147,21609,293,11,8,1.9931972789115646,3,2,(1.354534066369666+0.2957985054789974j),0.20963048934936523,817
519,147x147,21609,293,11,8,1.9931972789115646,3,2,(1.3069679834587873+0.1534955033881701j),0.22419333457946777,805
520,148x148,21904,294,11,8,1.9864864864864864,3,2,(1.3607052453950497+0.19186617012660942j),0.23513436317443848,830
521,148x148,21904,294,11,8,1.9864864864864864,3,2,(1.349426601434808+0.330405012437349j),0.21462512016296387,825
522,148x148,21904,296,10,8,2.0,3,2,(1.3749912803561692+0j),0.16582608222961426,771
523,148x148,21904,295,10,8,1.9932432432432432,3,2,(1.3746109875584211+0j),0.16860675811767578,802
524,148x148,21904,294,13,9,1.9864864864864864,3,2,(1.466003729129034+0j),0.16138982772827148,784
525,148x148,21904,296,10,8,2.0,3,2,(1.3955077288868563+0j),0.21685194969177246,825
526,148x148,21904,296,11,8,2.0,3,2,(1.4024364546756931+0j),0.22569489479064941,800
527,148x148,21904,296,11,8,2.0,3,2,(1.3496076914922281+0.4466917646115146j),0.23452472686767578,798
528,148x148,21904,295,11,8,1.9932432432432432,3,2,(1.4329068023197347+0j),0.23834609985351562,816
529,148x148,21904,296,10,8,2.0,3,2,(1.4125054665951564+0j),0.22176909446716309,834
530,149x149,22201,297,11,8,1.9932885906040267,2,2,(1.4199065284023216+0.3568429131615773j),0.17547130584716797,828
531,149x149,22201,297,10,7,1.9932885906040267,3,2,(1.30338797806903+0.08368173042739682j),0.18297100067138672,829
532,149x149,22201,298,11,8,2.0,3,2,(1.4256275595232961+0j),0.16834211349487305,814
533,149x149,22201,296,11,8,1.9865771812080537,3,2,(1.4277918735218686+0j),0.23099780082702637,839
534,149x149,22201,298,10,8,2.0,3,2,(1.3479581220232182+0j),0.23754310607910156,814
535,149x149,22201,295,11,8,1.9798657718120805,3,2,(1.3274253729597227+0j),0.2219533920288086,825
536,149x149,22201,296,11,8,1.9865771812080537,3,2,(1.4274611543190827+0j),0.22164511680603027,800
537,149x149,22201,297,11,8,1.9932885906040267,3,2,(1.3905121529974207+0.02307148477502593j),0.2484443187713623,810
538,149x149,22201,297,11,8,1.9932885906040267,3,2,(1.3414610346080944+0.15349999012212887j),0.17305684089660645,819
539,149x149,22201,293,12,8,1.9664429530201342,3,2,(1.4678198880986082+0j),0.2088451385498047,813
540,14x14,196,26,6,4,1.8571428571428572,3,2,(1.035072094177119+0.5713040921944162j),0.01998162269592285,923
541,14x14,196,26,7,4,1.8571428571428572,3,2,(1.0628993452992443+0j),0.0224761962890625,888
542,14x14,196,27,6,4,1.9285714285714286,3,2,(1.3015138111357372+0j),0.019908428192138672,932
543,14x14,196,28,6,3,2.0,3,2,(1.0000000000000004+0j),0.022092580795288086,989
544,14x14,196,28,5,4,2.0,3,2,(0.9811898027388797+0.28345985018778036j),0.01916193962097168,812
545,14x14,196,27,6,4,1.9285714285714286,3,2,(0.8219433809142912+0j),0.024793624877929688,968
546,14x14,196,28,6,4,2.0,3,2,(1.3044838338873403+0.40523942755341597j),0.023370742797851562,1016
547,14x14,196,27,8,4,1.9285714285714286,3,2,(1.2962288805878142+0j),0.019850492477416992,943
548,14x14,196,27,6,4,1.9285714285714286,2,2,(1.039412941644188+0.3105376878776263j),0.020461320877075195,901
549,14x14,196,24,7,5,1.7142857142857142,2,2,(1.029801560401728+0.6730393918928987j),0.03791999816894531,965
550,150x150,22500,300,11,8,2.0,3,2,(1.3721568990382345+0.3567438903667231j),0.2289116382598877,799
551,150x150,22500,296,11,8,1.9733333333333334,3,2,(1.415157533669618+0.3318233205789301j),0.2356116771697998,815
552,150x150,22500,300,11,8,2.0,2,2,(1.5308443860338383+0j),0.23759841918945312,840
553,150x150,22500,299,12,8,1.9933333333333334,3,2,(1.421916612888419+0j),0.21390271186828613,821
554,150x150,22500,299,11,8,1.9933333333333334,3,2,(1.390464296314597+0j),0.24049949645996094,823
555,150x150,22500,299,10,8,1.9933333333333334,3,2,(1.4852496831973583+0j),0.23759818077087402,779
556,150x150,22500,300,11,8,2.0,3,2,(1.4086050799079137+0.028515114472832774j),0.18619632720947266,846
557,150x150,22500,298,11,8,1.9866666666666666,3,2,(1.4374473363350693+0.17972983476475504j),0.1850905418395996,815
558,150x150,22500,299,11,8,1.9933333333333334,3,2,(1.3849107616943757+0.20691322940637347j),0.21240496635437012,794
559,150x150,22500,299,10,8,1.9933333333333334,3,2,(1.3270633383764514+0j),0.24048614501953125,839
560,151x151,22801,302,11,8,2.0,3,2,(1.4535110356954675+0j),0.21433305740356445,792
561,151x151,22801,300,11,8,1.9867549668874172,3,2,(1.4121320468726086+0.3224708312378991j),0.211897611618042,804
562,151x151,22801,300,11,8,1.9867549668874172,3,2,(1.440847299084251+0.1259286604705988j),0.22857999801635742,815
563,151x151,22801,298,11,9,1.9735099337748345,3,2,(1.3574766941226195+0.3445509783294534j),0.17601680755615234,815
564,151x151,22801,301,11,8,1.9933774834437086,3,2,(1.3519084691174204+0.07828319267114293j),0.16946935653686523,813
565,151x151,22801,302,11,8,2.0,3,2,(1.4907278364555507+0j),0.1834859848022461,811
566,151x151,22801,300,11,8,1.9867549668874172,3,2,(1.32541123790209+0.026192445948728854j),0.23374176025390625,806
567,151x151,22801,300,10,8,1.9867549668874172,3,2,(1.3053195686989216+0.04190882976565906j),0.20847344398498535,815
568,151x151,22801,300,11,8,1.9867549668874172,3,2,(1.3796523038480373+0.20099741117397052j),0.2425861358642578,825
569,151x151,22801,297,11,9,1.966887417218543,3,2,(1.3500938007127203+0.188205292241013j),0.21420907974243164,819
570,152x152,23104,304,10,8,2.0,3,2,(1.307070263357351+0.4911102901022128j),0.23939132690429688,819
571,152x152,23104,304,11,8,2.0,3,2,(1.3775253075086178+0.05493458393482327j),0.1827256679534912,851
572,152x152,23104,304,11,8,2.0,3,2,(1.3582853427804513+0.08648431194448587j),0.19328808784484863,810
573,152x152,23104,303,11,8,1.993421052631579,3,2,(1.3362229186950847+0j),0.18506884574890137,816
574,152x152,23104,303,12,8,1.993421052631579,3,2,(1.437596605502086+0.2478786740289411j),0.24327635765075684,840
575,152x152,23104,302,11,8,1.986842105263158,3,2,(1.4291028135349122+0j),0.22502541542053223,803
576,152x152,23104,304,11,8,2.0,3,2,(1.6399548693653099+0j),0.2488863468170166,795
577,152x152,23104,303,11,8,1.993421052631579,3,2,(1.3625795539951022+0.27991098235887363j),0.23517322540283203,796
578,152x152,23104,304,11,8,2.0,3,2,(1.455529830768309+0.034241206695268346j),0.2118849754333496,773
579,152x152,23104,302,10,8,1.986842105263158,3,2,(1.4072919186893582+0j),0.18563556671142578,835
580,153x153,23409,303,11,8,1.9803921568627452,3,2,(1.3701746861442006+0.050581922598198936j),0.19874954223632812,827
581,153x153,23409,305,11,8,1.9934640522875817,3,2,(1.3479604404605117+0.04786172370516388j),0.23808073997497559,814
582,153x153,23409,304,11,8,1.9869281045751634,3,2,(1.497090560614348+0j),0.23564958572387695,812
583,153x153,23409,303,11,8,1.9803921568627452,3,2,(1.3736497675970716+0j),0.23788809776306152,824
584,153x153,23409,306,10,8,2.0,3,2,(1.4032809401219137+0.02264559510200579j),0.22571539878845215,803
585,153x153,23409,304,11,8,1.9869281045751634,3,2,(1.3485140299387322+0.2461840700156339j),0.24126005172729492,819
586,153x153,23409,306,10,8,2.0,3,2,(1.3737394594396417+0j),0.16832590103149414,788
587,153x153,23409,306,10,8,2.0,3,2,(1.4240484534924327+0j),0.20017218589782715,833
588,153x153,23409,304,11,8,1.9869281045751634,2,2,(1.3841854119958068+0.4375452639366323j),0.18281912803649902,816
589,153x153,23409,306,11,8,2.0,3,2,(1.5637575829831665+0j),0.23287248611450195,799
590,154x154,23716,306,12,8,1.9870129870129871,3,2,(1.553238110233556+0j),0.24532270431518555,809
591,154x154,23716,308,10,8,2.0,3,2,(1.3997405993689302+0.03912853501032685j),0.2327423095703125,800
592,154x154,23716,306,11,8,1.9870129870129871,3,2,(1.447428994964505+0.029049402207478453j),0.23554062843322754,821
593,154x154,23716,307,11,8,1.9935064935064934,3,2,(1.3739891819655408+0.2186565796520572j),0.22894859313964844,810
594,154x154,23716,307,11,8,1.9935064935064934,3,2,(1.3584332674747701+0.39153273677622197j),0.18753910064697266,830
595,154x154,23716,308,11,8,2.0,3,2,(1.3523928876387026+0.22685794839292736j),0.1811530590057373,821
596,154x154,23716,306,10,8,1.9870129870129871,3,2,(1.3699649441978612+0.17410342640555354j),0.24415326118469238,839
597,154x154,23716,306,11,8,1.9870129870129871,3,2,(1.346046692766715+0.35113475780157954j),0.2597503662109375,847
598,154x154,23716,308,11,8,2.0,3,2,(1.462368768797543+0j),0.22832083702087402,838
599,154x154,23716,307,10,8,1.9935064935064934,3,2,(1.357318232096712+0j),0.2364339828491211,842
600,155x155,24025,309,11,8,1.9935483870967743,3,2,(1.3912469209559277+0.17880027571269663j),0.2487649917602539,827
601,155x155,24025,310,10,8,2.0,3,2,(1.3417853028512132+0.38536048714688337j),0.1735072135925293,807
602,155x155,24025,310,10,8,2.0,3,2,(1.52174314692778+0j),0.1938774585723877,804
603,155x155,24025,310,10,8,2.0,3,2,(1.4066091719559863+0.14659290015982435j),0.19797968864440918,791
604,155x155,24025,310,10,8,2.0,3,2,(1.438712779640206+0j),0.22807812690734863,819
605,155x155,24025,309,11,8,1.9935483870967743,3,2,(1.4530427021565557+0j),0.22206544876098633,810
606,155x155,24025,306,11,9,1.9741935483870967,3,2,(1.399355413888884+0j),0.22558379173278809,779
607,155x155,24025,310,11,8,2.0,3,2,(1.3453663402203055+0.10162704920783824j),0.24450254440307617,814
608,155x155,24025,309,11,8,1.9935483870967743,3,2,(1.3501382315738601+0j),0.21966981887817383,817
609,155x155,24025,309,11,8,1.9935483870967743,3,2,(1.3974378922286572+0.25752035357676223j),0.18870043754577637,823
610,156x156,24336,309,12,8,1.9807692307692308,3,2,(1.4592089822234293+0j),0.20096206665039062,817
611,156x156,24336,310,11,8,1.9871794871794872,3,2,(1.3645701317250876+0j),0.2572939395904541,806
612,156x156,24336,311,10,8,1.9935897435897436,3,2,(1.4485000852414518+0j),0.23616600036621094,808
613,156x156,24336,312,10,8,2.0,3,2,(1.3801964901458754+0j),0.20564055442810059,818
614,156x156,24336,311,11,8,1.9935897435897436,3,2,(1.4470460327567398+0j),0.2254619598388672,814
615,156x156,24336,311,10,8,1.9935897435897436,3,2,(1.3764559596447947+0.0289009486567055j),0.23714399337768555,813
616,156x156,24336,312,10,8,2.0,3,2,(1.3774020218315102+0j),0.19268155097961426,816
617,156x156,24336,311,11,8,1.9935897435897436,3,2,(1.4068533769458003+0.1718983739958968j),0.1861729621887207,820
618,156x156,24336,311,10,8,1.9935897435897436,3,2,(1.3821619316663512+0j),0.24903178215026855,836
619,156x156,24336,312,11,8,2.0,3,2,(1.4111585422600883+0j),0.24268269538879395,819
620,157x157,24649,311,11,9,1.980891719745223,3,2,(1.3955708370020226+0.02676125069451152j),0.22444415092468262,778
621,157x157,24649,313,11,8,1.9936305732484076,3,2,(1.334358854314849+0.08702228498299922j),0.2246863842010498,824
622,157x157,24649,313,11,8,1.9936305732484076,2,2,(1.3374807221195977+0.3893721284699739j),0.22398877143859863,788
623,157x157,24649,313,11,8,1.9936305732484076,3,2,(1.372059732081948+0j),0.18609833717346191,816
624,157x157,24649,314,10,8,2.0,3,2,(1.363524413754127+0.25818090302876395j),0.19360613822937012,833
625,157x157,24649,312,11,8,1.9872611464968153,3,2,(1.4334002830754493+0j),0.23167872428894043,806
626,157x157,24649,313,11,9,1.9936305732484076,3,2,(1.4517318715635574+0.4567894135969931j),0.22888517379760742,802
627,157x157,24649,313,11,8,1.9936305732484076,3,2,(1.424097032033545+0j),0.22226381301879883,820
628,157x157,24649,314,11,8,2.0,3,2,(1.350506079087536+0j),0.24093389511108398,823
629,157x157,24649,314,10,8,2.0,3,2,(1.3807505790759984+0j),0.24000048637390137,812
630,158x158,24964,316,10,8,2.0,3,2,(1.3820866986422125+0j),0.18709349632263184,827
631,158x158,24964,316,10,8,2.0,3,2,(1.4082500021132274+0j),0.20812106132507324,783
632,158x158,24964,316,10,8,2.0,3,2,(1.3236438592885387+0.16127332004958558j),0.19902276992797852,832
633,158x158,24964,316,10,8,2.0,3,2,(1.4031680196993448+0.09694558919387423j),0.24278044700622559,832
634,158x158,24964,316,11,8,2.0,3,2,(1.3615364152422658+0j),0.22954344749450684,819
635,158x158,24964,316,11,8,2.0,3,2,(1.4599363835183876+0j),0.26119041442871094,832
636,158x158,24964,316,10,8,2.0,3,2,(1.3475103078700217+0.0899247487827905j),0.2661113739013672,844
637,158x158,24964,314,11,8,1.9873417721518987,3,2,(1.365187361757684+0.3652140899439468j),0.180220365524292,803
638,158x158,24964,316,12,8,2.0,3,2,(1.3909622851860077+0.2862244017575189j),0.22425150871276855,818
639,158x158,24964,316,10,8,2.0,3,2,(1.3774714348644281+0j),0.19103264808654785,809
640,159x159,25281,317,11,8,1.9937106918238994,3,2,(1.350622550127491+0.13354354418191564j),0.2503697872161865,817
641,159x159,25281,318,10,8,2.0,3,2,(1.3460752064699513+0j),0.18869543075561523,793
642,159x159,25281,318,10,8,2.0,3,2,(1.3226635605354276+0j),0.2516961097717285,825
643,159x159,25281,316,11,9,1.9874213836477987,3,2,(1.3977334163261035+0j),0.23566222190856934,815
644,159x159,25281,315,11,9,1.9811320754716981,3,2,(1.386319024968539+0.13334799648862805j),0.18227028846740723,806
645,159x159,25281,318,10,8,2.0,3,2,(1.390075366556181+0.06601823339249266j),0.21914911270141602,807
646,159x159,25281,315,11,8,1.9811320754716981,3,2,(1.4002747842553052+0.304534742820593j),0.2093486785888672,817
647,159x159,25281,317,11,8,1.9937106918238994,3,2,(1.377562074430546+0.3105330098159331j),0.2351818084716797,807
648,159x159,25281,317,10,8,1.9937106918238994,3,2,(1.4005766275666998+0j),0.25608348846435547,850
649,159x159,25281,317,10,8,1.9937106918238994,3,2,(1.3404860447127314+0.28613578412427626j),0.23319101333618164,807
650,15x15,225,29,6,4,1.9333333333333333,2,2,(0.773346466139806+0.6335973245241028j),0.02596282958984375,836
651,15x15,225,29,6,4,1.9333333333333333,3,2,(0.8023658659797241+0j),0.027889013290405273,787
652,15x15,225,30,5,4,2.0,3,2,(1.1877875625490364+0j),0.024923086166381836,851
653,15x15,225,29,7,4,1.9333333333333333,3,2,(1.236839986564617+0j),0.02460312843322754,875
654,15x15,225,30,5,3,2.0,3,2,(0.9431247081914458+0.877621656935035j),0.029108285903930664,859
655,15x15,225,30,6,4,2.0,3,2,(1.091158854253365+0.32909697448762276j),0.031070232391357422,925
656,15x15,225,30,7,4,2.0,3,2,(1.7299543312620917+0j),0.025394201278686523,737
657,15x15,225,29,7,5,1.9333333333333333,3,2,(1.1978455384523614+0.4298594492865223j),0.020944833755493164,797
658,15x15,225,30,7,4,2.0,2,2,(1.2420815773940532+0.7972126657346579j),0.025985240936279297,774
659,15x15,225,30,5,4,2.0,3,2,(0.9567339416346277+0.5238327866102058j),0.025877714157104492,877
660,160x160,25600,320,10,8,2.0,3,2,(1.3781840132941627+0.1227115505678149j),0.24408984184265137,833
661,160x160,25600,319,11,8,1.99375,3,2,(1.319980818970851+0.5070432831382424j),0.19854044914245605,809
662,160x160,25600,320,10,8,2.0,3,2,(1.3556752306404871+0.17677113394951488j),0.18734121322631836,807
663,160x160,25600,319,11,8,1.99375,3,2,(1.3893309763127055+0.20878237885299092j),0.24741744995117188,827
664,160x160,25600,320,11,8,2.0,3,2,(1.4366403198380107+0j),0.24933266639709473,819
665,160x160,25600,319,10,8,1.99375,3,2,(1.3722361074068932+0.011505055189717565j),0.26342272758483887,811
666,160x160,25600,319,11,8,1.99375,3,2,(1.3797031904981065+0j),0.27641940116882324,844
667,160x160,25600,319,11,8,1.99375,3,2,(1.407813754617473+0.20865088498724763j),0.23706316947937012,809
668,160x160,25600,319,10,8,1.99375,3,2,(1.3624855351008431+0j),0.1893930435180664,819
669,160x160,25600,319,11,8,1.99375,3,2,(1.421850932612545+0.0475711864261763j),0.20154285430908203,819
670,161x161,25921,320,11,8,1.9875776397515528,3,2,(1.3485369298534917+0.38938856112997j),0.24687910079956055,828
671,161x161,25921,320,11,8,1.9875776397515528,3,2,(1.3690049235402586+0j),0.2461237907409668,835
672,161x161,25921,320,11,8,1.9875776397515528,3,2,(1.3878989866856843+0j),0.2710154056549072,818
673,161x161,25921,321,11,8,1.9937888198757765,3,2,(1.4404062736518122+0j),0.24545645713806152,789
674,161x161,25921,321,11,8,1.9937888198757765,3,2,(1.361028665359148+0.24033044165170744j),0.20787739753723145,812
675,161x161,25921,321,11,8,1.9937888198757765,2,2,(1.4246631127967073+0j),0.1958913803100586,826
676,161x161,25921,319,11,8,1.9813664596273293,3,2,(1.3919823810291672+0j),0.23676252365112305,826
677,161x161,25921,321,11,8,1.9937888198757765,3,2,(1.3822602111890374+0.39864516995199173j),0.2677755355834961,806
678,161x161,25921,321,10,8,1.9937888198757765,3,2,(1.4034103600925705+0.2835185440816347j),0.252516508102417,822
679,161x161,25921,322,10,8,2.0,3,2,(1.4392993285476312+0.17927599778736858j),0.2654609680175781,780
680,162x162,26244,323,11,8,1.9938271604938271,3,2,(1.4465101334566797+0.20087948347916498j),0.28110432624816895,826
681,162x162,26244,321,11,8,1.9814814814814814,3,2,(1.3633945561201417+0j),0.1858386993408203,830
682,162x162,26244,323,11,8,1.9938271604938271,3,2,(1.424464589563617+0j),0.18301773071289062,791
683,162x162,26244,323,10,8,1.9938271604938271,3,2,(1.4213521537105547+0j),0.25180578231811523,810
684,162x162,26244,323,11,8,1.9938271604938271,3,2,(1.5016700683487585+0j),0.25067567825317383,828
685,162x162,26244,322,11,8,1.9876543209876543,3,2,(1.3631467623528557+0.33122447073169137j),0.2542846202850342,804
686,162x162,26244,323,11,9,1.9938271604938271,3,2,(1.4153399943892144+0.2587436646565683j),0.2460331916809082,819
687,162x162,26244,324,11,8,2.0,3,2,(1.4380445777812487+0j),0.2578256130218506,818
688,162x162,26244,323,10,8,1.9938271604938271,3,2,(1.3468951132397295+0j),0.19795560836791992,832
689,162x162,26244,323,11,8,1.9938271604938271,3,2,(1.3366862089584584+0.20281468787386941j),0.18721413612365723,811
690,163x163,26569,325,12,8,1.9938650306748467,3,2,(1.378945428926143+0.14416646125275176j),0.2580420970916748,796
691,163x163,26569,326,11,8,2.0,3,2,(1.3811881238038877+0j),0.25678467750549316,817
692,163x163,26569,326,10,8,2.0,3,2,(1.3515082884652263+0j),0.26595163345336914,798
693,163x163,26569,326,10,8,2.0,3,2,(1.3195296711350384+0j),0.2776777744293213,821
694,163x163,26569,325,11,8,1.9938650306748467,3,2,(1.4845276395350315+0j),0.19499516487121582,835
695,163x163,26569,326,11,8,2.0,3,2,(1.3888056030623668+0.1853952794144562j),0.21111130714416504,803
696,163x163,26569,326,10,8,2.0,3,2,(1.3460609197790858+0.4071229808285592j),0.3551621437072754,812
697,163x163,26569,325,11,8,1.9938650306748467,3,2,(1.4402345410900148+0j),0.3717012405395508,808
698,163x163,26569,325,11,8,1.9938650306748467,2,2,(1.3656695205192508+0.37808636683080243j),0.31726503372192383,817
699,163x163,26569,325,10,9,1.9938650306748467,2,2,(1.3951611154523265+0j),0.2504744529724121,805
700,164x164,26896,326,12,9,1.9878048780487805,3,2,(1.410269063180708+0j),0.19945073127746582,828
701,164x164,26896,327,11,8,1.9939024390243902,3,2,(1.3723181366199797+0.27112561612119723j),0.19653034210205078,833
702,164x164,26896,327,11,8,1.9939024390243902,3,2,(1.3608369099955744+0j),0.25158166885375977,823
703,164x164,26896,327,11,8,1.9939024390243902,3,2,(1.3910754411950188+0j),0.2741270065307617,799
704,164x164,26896,328,11,8,2.0,3,2,(1.3904191121020864+0.06282354844988171j),0.2538316249847412,815
705,164x164,26896,327,11,8,1.9939024390243902,3,2,(1.3294334572747366+0.06614674589155715j),0.23217988014221191,779
706,164x164,26896,328,10,8,2.0,3,2,(1.3648409784412907+0.07127651607844597j),0.18850421905517578,803
707,164x164,26896,327,12,8,1.9939024390243902,3,2,(1.3445395161197478+0.11339714559377671j),0.20539283752441406,782
708,164x164,26896,327,11,8,1.9939024390243902,3,2,(1.3741435838330824+0.14818818164523628j),0.24499177932739258,818
709,164x164,26896,326,11,8,1.9878048780487805,3,2,(1.4226841390215479+0j),0.2693297863006592,833
710,165x165,27225,330,11,8,2.0,3,2,(1.4017228742809933+0j),0.22522234916687012,784
711,165x165,27225,330,11,8,2.0,3,2,(1.4089229437716106+0.16925124189182572j),0.25412535667419434,793
712,165x165,27225,330,11,8,2.0,3,2,(1.386542234812251+0.10054767925580879j),0.22811102867126465,771
713,165x165,27225,329,11,8,1.993939393939394,3,2,(1.4234840144823984+0j),0.19887089729309082,821
714,165x165,27225,328,11,8,1.9878787878787878,3,2,(1.379595829822102+0j),0.19023799896240234,812
715,165x165,27225,329,11,8,1.993939393939394,3,2,(1.3499468879511582+0.33447714734863815j),0.2676360607147217,809
716,165x165,27225,329,11,8,1.993939393939394,3,2,(1.3953152535168978+0.11700661031722688j),0.26015567779541016,837
717,165x165,27225,328,10,8,1.9878787878787878,3,2,(1.3622540689915708+0.27164480736972235j),0.2601180076599121,848
718,165x165,27225,329,12,8,1.993939393939394,3,2,(1.401223209209709+0.03692683839460235j),0.24089765548706055,831
719,165x165,27225,329,11,8,1.993939393939394,3,2,(1.4139659230481179+0j),0.20070290565490723,840
720,166x166,27556,331,11,8,1.9939759036144578,3,2,(1.374080589988139+0j),0.1929152011871338,784
721,166x166,27556,332,11,8,2.0,3,2,(1.355661651783799+0.04598642469242575j),0.2677443027496338,827
722,166x166,27556,328,11,8,1.9759036144578312,3,2,(1.3967211452956723+0.1414259773125906j),0.26935625076293945,822
723,166x166,27556,332,11,8,2.0,3,2,(1.4450378163491968+0.0891843025973701j),0.26506710052490234,825
724,166x166,27556,332,11,8,2.0,3,2,(1.3613905012773575+0.19424520505705703j),0.2571845054626465,834
725,166x166,27556,332,11,8,2.0,3,2,(1.3883628847669403+0.24362517395991784j),0.19049882888793945,802
