,matrix,number_of_nodes,number_of_edges,diameter,radius,average_in_deg,average_out_deg,max_in_deg,max_out_deg,sle,convergence_speed
937,185x185,34225,13690,2,2,74.0,74.0,74,93,(0.10487810726078214+0.005127039119556481j),34.94689869880676
938,185x185,34225,12025,2,2,65.0,65.0,65,85,(0.13388026662068248+0j),30.437456607818604
939,185x185,34225,10360,2,2,56.0,56.0,56,71,(0.13974889021127224+0.014148573047524553j),24.97542977333069
940,186x186,34596,26040,2,2,140.0,140.0,140,154,(0.06312901879822111+0j),110.03144907951355
941,186x186,34596,24366,2,2,131.0,131.0,131,147,(0.07011263529397549+0.005691662354634483j),101.4711685180664
942,186x186,34596,22506,2,2,121.0,121.0,121,139,(0.0689136155250333+0.023019818019252045j),83.7235746383667
943,186x186,34596,20832,2,2,112.0,112.0,112,131,(0.07777530797732217+0.01499841570612398j),72.64211344718933
944,186x186,34596,19158,2,2,103.0,103.0,103,126,(0.08843017142731335+0j),65.36108088493347
945,186x186,34596,17484,2,2,94.0,94.0,94,110,(0.09369333283051239+0j),52.70689511299133
946,186x186,34596,15624,2,2,84.0,84.0,84,99,(0.10618868263463979+0j),42.682652950286865
947,186x186,34596,13950,2,2,75.0,75.0,75,95,(0.10895175260143125+0.020991597302960754j),36.21851396560669
948,186x186,34596,12276,2,2,66.0,66.0,66,83,(0.11292008524915176+0.013119833115410299j),30.015119552612305
949,186x186,34596,10416,2,2,56.0,56.0,56,75,(0.12765101344781205+0.015904743380502948j),24.031879663467407
950,187x187,34969,26367,2,2,141.0,141.0,141,156,(0.06219104519565136+0.006502091599733929j),115.18026971817017
951,187x187,34969,24497,2,2,131.0,131.0,131,149,(0.07257868910520286+0j),105.24416041374207
952,187x187,34969,22814,2,2,122.0,122.0,122,136,(0.07392394067079566+0.006505005617052577j),87.8523051738739
953,187x187,34969,21131,2,2,113.0,113.0,113,130,(0.07774743550244832+0.02250891534366468j),73.54162096977234
954,187x187,34969,19261,2,2,103.0,103.0,103,124,(0.08839165311730315+0j),68.72611927986145
955,187x187,34969,17578,2,2,94.0,94.0,94,109,(0.09191178188885378+0j),50.83765649795532
956,187x187,34969,15895,2,2,85.0,85.0,85,104,(0.09754845525346799+0j),44.42989444732666
957,187x187,34969,14025,2,2,75.0,75.0,75,98,(0.11206229163846487+0.013697108976377185j),38.97348594665527
958,187x187,34969,12342,2,2,66.0,66.0,66,83,(0.11540910541896546+0j),28.329051971435547
959,187x187,34969,10659,2,2,57.0,57.0,57,72,(0.13531879045396417+0j),24.124171018600464
960,188x188,35344,26508,2,2,141.0,141.0,141,156,(0.06100650575270002+0.02053062750598919j),118.31471180915833
961,188x188,35344,24816,2,2,132.0,132.0,132,148,(0.07188913294202269+0j),105.41822695732117
962,188x188,35344,23124,2,2,123.0,123.0,123,140,(0.0692823719307635+0.023148013806986452j),85.51126956939697
963,188x188,35344,21244,2,2,113.0,113.0,113,134,(0.08181189723315022+0j),74.56607556343079
964,188x188,35344,19552,2,2,104.0,104.0,104,123,(0.0835485774270481+0.023925116353023322j),65.6882312297821
965,188x188,35344,17860,2,2,95.0,95.0,95,111,(0.08767328157095408+0.0027843056537469896j),54.504239559173584
966,188x188,35344,15980,2,2,85.0,85.0,85,104,(0.09700063717774565+0.03188049168021488j),46.426559925079346
967,188x188,35344,14288,2,2,76.0,76.0,76,96,(0.10247133658837776+0.015315475301589367j),38.20854663848877
968,188x188,35344,12408,2,2,66.0,66.0,66,81,(0.11721234110101127+0j),31.197696208953857
969,188x188,35344,10716,2,2,57.0,57.0,57,76,(0.1393762926636909+0j),23.234956979751587
970,189x189,35721,26838,2,2,142.0,142.0,142,155,(0.0599688886986144+0.017051438553022567j),120.74447083473206
971,189x189,35721,25137,2,2,133.0,133.0,133,156,(0.06360214721827093+0.004844591705708916j),107.04207706451416
972,189x189,35721,23247,2,2,123.0,123.0,123,142,(0.07344006681444226+0.01971321948345579j),90.58484315872192
973,189x189,35721,21546,2,2,114.0,114.0,114,131,(0.079449320168898+0j),77.14875769615173
974,189x189,35721,19656,2,2,104.0,104.0,104,121,(0.08620339284608391+0.004608643717375836j),61.183796644210815
975,189x189,35721,17955,2,2,95.0,95.0,95,111,(0.09330516611998756+0j),54.61984133720398
976,189x189,35721,16254,2,2,86.0,86.0,86,102,(0.09863890559514457+0.03738974106306101j),49.76402425765991
977,189x189,35721,14364,2,2,76.0,76.0,76,94,(0.1111207476464379+0.02227534188496744j),38.98984384536743
978,189x189,35721,12663,2,2,67.0,67.0,67,83,(0.12220969632907486+0j),27.445826053619385
979,189x189,35721,10773,2,2,57.0,57.0,57,76,(0.13620638898704068+0.002238155934778112j),24.05017638206482
980,18x18,324,252,2,2,14.0,14.0,14,17,(0.15857826116984922+0j),0.3861422538757324
981,18x18,324,234,2,2,13.0,13.0,13,17,(0.17404614124707346+0.09739319310217867j),0.42490458488464355
982,18x18,324,216,2,2,12.0,12.0,12,15,(0.19892338526593284+0.035615430016123786j),0.5459544658660889
983,18x18,324,198,2,2,11.0,11.0,11,17,(0.22030129379947816+0j),0.3133578300476074
984,18x18,324,180,2,2,10.0,10.0,10,13,(0.27167295444610867+0j),0.2931375503540039
985,18x18,324,180,2,2,10.0,10.0,10,15,(0.2450010602235908+0.043216693942094896j),0.2930185794830322
986,18x18,324,162,3,2,9.0,9.0,9,14,(0.29546959062852773+0j),0.2630476951599121
987,18x18,324,144,3,2,8.0,8.0,8,11,(0.3380687208910375+0j),0.20233368873596191
988,18x18,324,126,3,2,7.0,7.0,7,12,(0.36423343735145397+0j),0.12133312225341797
989,18x18,324,108,3,2,6.0,6.0,6,9,(0.4435289474835932+0.09266889098581478j),0.17371368408203125
990,190x190,36100,27170,2,2,143.0,143.0,143,159,(0.06325355727749349+0.017415480535709973j),124.57368755340576
991,190x190,36100,25270,2,2,133.0,133.0,133,150,(0.06224761589716331+0.006190604911051257j),110.40402555465698
992,190x190,36100,23560,2,2,124.0,124.0,124,138,(0.07610650267689018+0j),91.57834458351135
993,190x190,36100,21660,2,2,114.0,114.0,114,134,(0.07930303627512475+0.007628765489366777j),76.2640655040741
994,190x190,36100,19950,2,2,105.0,105.0,105,120,(0.08051621495481334+0.02076574878411678j),65.48835468292236
995,190x190,36100,18240,2,2,96.0,96.0,96,116,(0.09121786667311423+0j),56.00120759010315
996,190x190,36100,16340,2,2,86.0,86.0,86,104,(0.09632755054311443+0.005396654348437382j),47.41602301597595
997,190x190,36100,14440,2,2,76.0,76.0,76,97,(0.10750094943291041+0.01037297986785673j),37.44270443916321
998,190x190,36100,12730,2,2,67.0,67.0,67,90,(0.13215612047229502+0j),30.944140672683716
999,190x190,36100,10830,2,2,57.0,57.0,57,74,(0.12280626039257486+0.024716015240065347j),25.943515300750732
1000,191x191,36481,27504,2,2,144.0,144.0,144,161,(0.06245827980506445+0.014418003939540163j),123.73580765724182
1001,191x191,36481,25594,2,2,134.0,134.0,134,152,(0.06883626590192093+0.006572064209510835j),111.44796943664551
1002,191x191,36481,23875,2,2,125.0,125.0,125,139,(0.07053170905500593+0.015919294616643664j),96.1697325706482
1003,191x191,36481,21965,2,2,115.0,115.0,115,131,(0.07708507420161305+0j),78.93478679656982
1004,191x191,36481,20246,2,2,106.0,106.0,106,126,(0.08560152881319913+0.01766639131015595j),67.61994886398315
1005,191x191,36481,18336,2,2,96.0,96.0,96,112,(0.08544474705902971+0j),53.201634883880615
1006,191x191,36481,16426,2,2,86.0,86.0,86,106,(0.10262978557056006+0j),44.83894872665405
1007,191x191,36481,14707,2,2,77.0,77.0,77,92,(0.12186000431473555+0j),38.37777066230774
1008,191x191,36481,12797,2,2,67.0,67.0,67,84,(0.11918817950511505+0j),28.37794804573059
1009,191x191,36481,11078,2,2,58.0,58.0,58,77,(0.13070576626370534+0.03221261589423856j),23.747581481933594
1010,192x192,36864,27648,2,2,144.0,144.0,144,161,(0.06339001628752623+0j),127.1414623260498
1011,192x192,36864,25920,2,2,135.0,135.0,135,150,(0.06963459523282156+0j),108.95794296264648
1012,192x192,36864,24000,2,2,125.0,125.0,125,142,(0.06983980138168698+0j),92.2999575138092
1013,192x192,36864,22272,2,2,116.0,116.0,116,133,(0.07660989224934328+0.006450312399370652j),72.48469543457031
1014,192x192,36864,20352,2,2,106.0,106.0,106,124,(0.0822771762140604+0j),70.23845744132996
1015,192x192,36864,18624,2,2,97.0,97.0,97,116,(0.09102733954469297+0.006744143816586103j),61.81603240966797
1016,192x192,36864,16704,2,2,87.0,87.0,87,106,(0.0969014021265985+0.010233828547118438j),49.199554204940796
1017,192x192,36864,14784,2,2,77.0,77.0,77,93,(0.10747030608651444+0.003234831827115945j),40.37046217918396
1018,192x192,36864,13056,2,2,68.0,68.0,68,85,(0.12131930655315686+0.008834693272984617j),31.579519748687744
1019,192x192,36864,11136,2,2,58.0,58.0,58,74,(0.12162181612586663+0.02455345722139152j),24.634310007095337
1020,193x193,37249,27985,2,2,145.0,145.0,145,164,(0.05806351842611457+0.013746640964439467j),123.71229219436646
1021,193x193,37249,26248,2,2,136.0,136.0,136,152,(0.06803922389032266+0.010052108717003821j),116.89143204689026
1022,193x193,37249,24318,2,2,126.0,126.0,126,142,(0.0749616543715923+0.005597080065094667j),95.58848786354065
1023,193x193,37249,22388,2,2,116.0,116.0,116,131,(0.07688253226084327+0.001948754580641776j),80.51876974105835
1024,193x193,37249,20651,2,2,107.0,107.0,107,123,(0.08250617544907785+0.009052631675867766j),74.35325050354004
1025,193x193,37249,18721,2,2,97.0,97.0,97,119,(0.08790749282381025+0.012419134435930549j),61.26231646537781
1026,193x193,37249,16791,2,2,87.0,87.0,87,111,(0.09688888605199633+0.013064761629504956j),48.10361886024475
1027,193x193,37249,15054,2,2,78.0,78.0,78,95,(0.10201407357869656+0.02424584130173044j),41.42813539505005
1028,193x193,37249,13124,2,2,68.0,68.0,68,84,(0.11856962992646738+0j),30.85825490951538
1029,193x193,37249,11194,2,2,58.0,58.0,58,78,(0.13113417821117432+0.012542696926151311j),23.511757373809814
1030,194x194,37636,28324,2,2,146.0,146.0,146,158,(0.0611397418536938+0.004397016758577339j),135.67379760742188
1031,194x194,37636,26384,2,2,136.0,136.0,136,152,(0.07177572761252496+0j),107.29631304740906
1032,194x194,37636,24638,2,2,127.0,127.0,127,143,(0.0681182325305534+0.016381105016643947j),96.52577519416809
1033,194x194,37636,22698,2,2,117.0,117.0,117,135,(0.07398369652786185+0.01754707603169828j),87.44590306282043
1034,194x194,37636,20758,2,2,107.0,107.0,107,125,(0.08869558300784934+0j),64.97312426567078
1035,194x194,37636,19012,2,2,98.0,98.0,98,119,(0.08309016483653185+0.029020636599062285j),60.77617168426514
1036,194x194,37636,17072,2,2,88.0,88.0,88,108,(0.09599790913989192+0.01678688302019779j),53.28176522254944
1037,194x194,37636,15132,2,2,78.0,78.0,78,105,(0.11691482280546542+0j),37.328569173812866
1038,194x194,37636,13192,2,2,68.0,68.0,68,88,(0.12580904870213866+0j),34.5159695148468
1039,194x194,37636,11446,2,2,59.0,59.0,59,75,(0.12874937680275328+0j),24.295032739639282
1040,195x195,38025,28665,2,2,147.0,147.0,147,167,(0.06362932064165264+0.00576759768731266j),131.49420809745789
1041,195x195,38025,26715,2,2,137.0,137.0,137,152,(0.0736817422002947+0j),108.13922619819641
1042,195x195,38025,24765,2,2,127.0,127.0,127,143,(0.07226263747401744+0j),95.66168570518494
1043,195x195,38025,22815,2,2,117.0,117.0,117,131,(0.07826278905083422+0.011995945865479356j),81.89492416381836
1044,195x195,38025,21060,2,2,108.0,108.0,108,131,(0.08499222080983719+0j),71.48208475112915
1045,195x195,38025,19110,2,2,98.0,98.0,98,114,(0.08827828702620065+0.006482641567540254j),59.66583585739136
1046,195x195,38025,17160,2,2,88.0,88.0,88,108,(0.10054311047204287+0.014489174900635084j),49.91184759140015
1047,195x195,38025,15210,2,2,78.0,78.0,78,98,(0.10884811504098701+0.014639496870751272j),39.922252893447876
1048,195x195,38025,13455,2,2,69.0,69.0,69,88,(0.10601966875019814+0.009228179581570595j),32.12328386306763
1049,195x195,38025,11505,2,2,59.0,59.0,59,78,(0.13268292922093514+0.009530697012579699j),26.451936721801758
1050,196x196,38416,28812,2,2,147.0,147.0,147,162,(0.06213198704832686+0.006727575799641941j),131.37108254432678
1051,196x196,38416,27048,2,2,138.0,138.0,138,154,(0.06676950510524195+0j),110.84293270111084
1052,196x196,38416,25088,2,2,128.0,128.0,128,147,(0.08014446755083572+0j),98.6852855682373
1053,196x196,38416,23128,2,2,118.0,118.0,118,136,(0.0744911859477929+0.0017706831657609654j),84.87754344940186
1054,196x196,38416,21168,2,2,108.0,108.0,108,125,(0.08564910552614835+0.013957434241911109j),71.61010503768921
1055,196x196,38416,19404,2,2,99.0,99.0,99,121,(0.08595701153169363+0j),65.96321201324463
1056,196x196,38416,17444,2,2,89.0,89.0,89,104,(0.09260917822426604+0.023191259472439035j),49.968337297439575
1057,196x196,38416,15484,2,2,79.0,79.0,79,98,(0.12032589918589204+0j),41.86019825935364
1058,196x196,38416,13524,2,2,69.0,69.0,69,86,(0.12059271468145472+0.012692344720662163j),35.013697147369385
1059,196x196,38416,11564,2,2,59.0,59.0,59,81,(0.13158966131929523+0.032772674119096804j),25.397242784500122
1060,197x197,38809,29156,2,2,148.0,148.0,148,167,(0.059581273838036415+0.005463769275706543j),127.93442630767822
1061,197x197,38809,27186,2,2,138.0,138.0,138,159,(0.06754153277672705+0j),115.40909242630005
1062,197x197,38809,25413,2,2,129.0,129.0,129,149,(0.07702511141918633+0j),99.71963286399841
1063,197x197,38809,23443,2,2,119.0,119.0,119,137,(0.0787816673151964+0.006349545144868495j),85.22990465164185
1064,197x197,38809,21473,2,2,109.0,109.0,109,133,(0.08091849312248849+0.011108321794469224j),74.2200710773468
1065,197x197,38809,19503,2,2,99.0,99.0,99,118,(0.08631869375516826+0.03472352737649861j),57.27946853637695
1066,197x197,38809,17533,2,2,89.0,89.0,89,109,(0.09307835583477408+0.013659574971164707j),52.208377838134766
1067,197x197,38809,15563,2,2,79.0,79.0,79,94,(0.10982232850948653+0j),42.5109121799469
1068,197x197,38809,13593,2,2,69.0,69.0,69,88,(0.11644847458306143+0.013050468339099399j),35.78245306015015
1069,197x197,38809,11820,2,2,60.0,60.0,60,79,(0.12595821057071024+0j),26.75276470184326
1070,198x198,39204,29502,2,2,149.0,149.0,149,164,(0.061957789073306346+0j),142.27471780776978
1071,198x198,39204,27522,2,2,139.0,139.0,139,154,(0.07120023123165875+0j),111.37621569633484
1072,198x198,39204,25542,2,2,129.0,129.0,129,146,(0.0723987938166278+0j),99.61125040054321
1073,198x198,39204,23562,2,2,119.0,119.0,119,145,(0.07216949710454049+0j),84.63622450828552
1074,198x198,39204,21582,2,2,109.0,109.0,109,130,(0.08242793453790216+0.017879106373105264j),76.94775414466858
1075,198x198,39204,19800,2,2,100.0,100.0,100,118,(0.10345793498526742+0j),61.63169884681702
1076,198x198,39204,17820,2,2,90.0,90.0,90,109,(0.09827768894374614+0.001363781250697548j),50.057425022125244
1077,198x198,39204,15840,2,2,80.0,80.0,80,97,(0.10974983766676512+0.019899014958249j),43.93178033828735
1078,198x198,39204,13860,2,2,70.0,70.0,70,87,(0.11670535912420066+0.0197565510265286j),32.98562693595886
1079,198x198,39204,11880,2,2,60.0,60.0,60,75,(0.12877660899197726+0j),26.26215100288391
1080,199x199,39601,29850,2,2,150.0,150.0,150,169,(0.058390892833422706+0.019688264679819344j),131.34974932670593
1081,199x199,39601,27860,2,2,140.0,140.0,140,160,(0.066583691946762+0.01516284333044127j),122.29002404212952
1082,199x199,39601,25870,2,2,130.0,130.0,130,146,(0.06975121987989955+0.012753438830603389j),102.83428812026978
1083,199x199,39601,23880,2,2,120.0,120.0,120,137,(0.07733660558051639+0.006726386781255946j),87.33136081695557
1084,199x199,39601,21890,2,2,110.0,110.0,110,134,(0.0865213424033007+0.0007264950254448051j),73.62479853630066
1085,199x199,39601,19900,2,2,100.0,100.0,100,120,(0.08452412683773734+0.010605224581985364j),62.545730113983154
1086,199x199,39601,17910,2,2,90.0,90.0,90,113,(0.09768579559759491+0.02714317091715121j),53.50715208053589
1087,199x199,39601,15920,2,2,80.0,80.0,80,97,(0.1047933829367977+0j),37.87565875053406
1088,199x199,39601,13930,2,2,70.0,70.0,70,84,(0.11770819803983394+0.013205993102741563j),34.782456398010254
1089,199x199,39601,11940,2,2,60.0,60.0,60,81,(0.12498971926643637+0.01149604562377911j),26.88653016090393
1090,19x19,361,285,2,2,15.0,15.0,15,18,(0.14828344928445783+0j),0.6889238357543945
1091,19x19,361,266,2,2,14.0,14.0,14,17,(0.17115577250904834+0.014950809170552743j),0.42629480361938477
1092,19x19,361,247,2,2,13.0,13.0,13,15,(0.2131500805923585+0j),0.456984281539917
1093,19x19,361,228,2,2,12.0,12.0,12,18,(0.1420328134688877+0.10938630515413142j),0.40447235107421875
1094,19x19,361,209,2,2,11.0,11.0,11,14,(0.18343912826879682+0.17114291371157067j),0.3741626739501953
1095,19x19,361,190,2,2,10.0,10.0,10,14,(0.24319074992769932+0j),0.24257540702819824
1096,19x19,361,171,2,2,9.0,9.0,9,15,(0.32602030201907045+0.10871194964774289j),0.26306772232055664
1097,19x19,361,152,3,2,8.0,8.0,8,12,(0.21073490338706635+0.08466592497894447j),0.1944103240966797
1098,19x19,361,133,3,2,7.0,7.0,7,12,(0.32958043375602014+0.15548351097094343j),0.1515977382659912
1099,19x19,361,114,3,2,6.0,6.0,6,9,(0.4278787724319983+0j),0.1518688201904297
1100,20x20,400,300,2,2,15.0,15.0,15,18,(0.12472165515982736+0.04631092605631877j),0.5968165397644043
1101,20x20,400,280,2,2,14.0,14.0,14,17,(0.22241706691895918+0.09701996093964851j),0.4449167251586914
1102,20x20,400,260,2,2,13.0,13.0,13,17,(0.24624495932915993+0.03785136179647707j),0.40460658073425293
1103,20x20,400,260,2,2,13.0,13.0,13,16,(0.23674303148772102+0j),0.49542903900146484
1104,20x20,400,220,2,2,11.0,11.0,11,14,(0.19107353925744403+0.19395428721415192j),0.2933318614959717
1105,20x20,400,220,2,2,11.0,11.0,11,18,(0.2791334561815127+0j),0.3356342315673828
1106,20x20,400,200,2,2,10.0,10.0,10,13,(0.21565455743318868+0.0511538906380186j),0.2707805633544922
1107,20x20,400,160,3,2,8.0,8.0,8,11,(0.23641404191097104+0j),0.2224416732788086
1108,20x20,400,140,3,2,7.0,7.0,7,10,(0.2849338588046586+0.014363284585554465j),0.15338635444641113
1109,20x20,400,120,3,2,6.0,6.0,6,10,(0.4961065541487771+0j),0.13109946250915527
1110,21x21,441,336,2,2,16.0,16.0,16,19,(0.14564155890173577+0.11913161966046051j),0.49012112617492676
1111,21x21,441,315,2,2,15.0,15.0,15,19,(0.1632148760305306+0.03237963838536777j),0.6469466686248779
1112,21x21,441,294,2,2,14.0,14.0,14,19,(0.19422612458790767+0.04624302333794024j),0.7382128238677979
1113,21x21,441,273,2,2,13.0,13.0,13,20,(0.17804579107310312+0j),0.39415740966796875
1114,21x21,441,252,2,2,12.0,12.0,12,17,(0.2851777512890028+0j),0.32274651527404785
1115,21x21,441,231,2,2,11.0,11.0,11,15,(0.22500635932796328+0j),0.355222225189209
1116,21x21,441,210,2,2,10.0,10.0,10,14,(0.2666950142882399+0j),0.26251721382141113
1117,21x21,441,189,3,2,9.0,9.0,9,14,(0.28143689527717486+0.1121983678148241j),0.2624809741973877
1118,21x21,441,168,3,2,8.0,8.0,8,11,(0.30278190073406386+0.07288873969429847j),0.23227763175964355
1119,21x21,441,147,3,2,7.0,7.0,7,11,(0.28899550971219923+0.13610883798341084j),0.22203373908996582
1120,22x22,484,374,2,2,17.0,17.0,17,21,(0.17317443286669937+0j),0.739398717880249
1121,22x22,484,352,2,2,16.0,16.0,16,19,(0.1504073874192769+0.03681028685414998j),0.7376227378845215
1122,22x22,484,330,2,2,15.0,15.0,15,19,(0.17929806316470592+0.1204827918323174j),0.6639668941497803
1123,22x22,484,308,2,2,14.0,14.0,14,18,(0.14905094840908556+0j),0.44623565673828125
1124,22x22,484,286,2,2,13.0,13.0,13,17,(0.23946119470504224+0j),0.44386982917785645
1125,22x22,484,264,2,2,12.0,12.0,12,16,(0.19971671130906285+0.13083383909134697j),0.3734309673309326
1126,22x22,484,220,2,2,10.0,10.0,10,15,(0.24780959258698376+0.055829613533340865j),0.28245067596435547
1127,22x22,484,198,2,2,9.0,9.0,9,12,(0.30125993722831057+0.08588844572094427j),0.28293704986572266
1128,22x22,484,176,3,2,8.0,8.0,8,13,(0.42354799049260544+0j),0.23415875434875488
1129,22x22,484,154,3,2,7.0,7.0,7,12,(0.36703697374682537+0j),0.16354942321777344
1130,23x23,529,414,2,2,18.0,18.0,18,22,(0.16135736669763298+0j),0.907832145690918
1131,23x23,529,391,2,2,17.0,17.0,17,22,(0.19972718777150397+0j),0.5977489948272705
1132,23x23,529,345,2,2,15.0,15.0,15,18,(0.1735322717753377+0.05796052880474062j),0.5832819938659668
1133,23x23,529,322,2,2,14.0,14.0,14,18,(0.19220799730884505+0j),0.6158139705657959
1134,23x23,529,299,2,2,13.0,13.0,13,18,(0.2240245059880994+0j),0.5064725875854492
1135,23x23,529,276,2,2,12.0,12.0,12,15,(0.275142530262382+0.06386648292874213j),0.44434309005737305
1136,23x23,529,253,2,2,11.0,11.0,11,14,(0.26950454755354014+0.046512162050801664j),0.3543076515197754
1137,23x23,529,230,3,2,10.0,10.0,10,14,(0.309931493887254+0j),0.3213975429534912
1138,23x23,529,207,3,2,9.0,9.0,9,14,(0.3129093614466462+0j),0.30556416511535645
1139,23x23,529,161,3,2,7.0,7.0,7,11,(0.2946129337903624+0.20532003998654613j),0.232696533203125
1140,24x24,576,432,2,2,18.0,18.0,18,21,(0.13481991169006496+0.049097764464804246j),0.9593713283538818
1141,24x24,576,408,2,2,17.0,17.0,17,22,(0.16737105353836731+0.08422827242457277j),0.6453821659088135
1142,24x24,576,384,2,2,16.0,16.0,16,20,(0.1986987997467785+0j),0.8516085147857666
1143,24x24,576,360,2,2,15.0,15.0,15,22,(0.1950791542018266+0j),0.5560543537139893
1144,24x24,576,336,2,2,14.0,14.0,14,19,(0.21237160266815833+0j),0.6371631622314453
1145,24x24,576,312,2,2,13.0,13.0,13,18,(0.23510680342104767+0.07433595878158065j),0.5249080657958984
1146,24x24,576,264,2,2,11.0,11.0,11,18,(0.27284805085724834+0j),0.363431453704834
1147,24x24,576,240,3,2,10.0,10.0,10,16,(0.33465251053212913+0j),0.4140443801879883
1148,24x24,576,216,3,2,9.0,9.0,9,17,(0.26018791584484513+0.16276271689142763j),0.2524113655090332
1149,24x24,576,192,3,2,8.0,8.0,8,12,(0.31563588281921034+0.1503561377057595j),0.28314709663391113
1150,25x25,625,475,2,2,19.0,19.0,19,22,(0.16952549253056498+0j),0.920297384262085
1151,25x25,625,450,2,2,18.0,18.0,18,23,(0.15724067713969114+0.03909615432279009j),0.8875885009765625
1152,25x25,625,425,2,2,17.0,17.0,17,21,(0.21383488864005076+0j),0.7791140079498291
1153,25x25,625,375,2,2,15.0,15.0,15,18,(0.20141161809999283+0j),0.6057791709899902
1154,25x25,625,350,2,2,14.0,14.0,14,18,(0.2145383403774555+0.08657985908720489j),0.5449225902557373
1155,25x25,625,325,3,2,13.0,13.0,13,19,(0.20181233345940786+0j),0.42411255836486816
1156,25x25,625,300,2,2,12.0,12.0,12,18,(0.2628646891304437+0j),0.45517444610595703
1157,25x25,625,250,3,2,10.0,10.0,10,16,(0.3187883762704307+0j),0.3532121181488037
1158,25x25,625,225,3,2,9.0,9.0,9,13,(0.2932174505599861+0j),0.3714725971221924
1159,25x25,625,200,3,2,8.0,8.0,8,12,(0.2588247103631542+0j),0.1921243667602539
1160,26x26,676,520,2,2,20.0,20.0,20,24,(0.1563743289150574+0j),0.9708783626556396
1161,26x26,676,494,2,2,19.0,19.0,19,23,(0.1934373433658995+0j),0.862767219543457
1162,26x26,676,442,2,2,17.0,17.0,17,23,(0.23764432236639094+0j),0.8976917266845703
1163,26x26,676,416,2,2,16.0,16.0,16,21,(0.2396441487461916+0j),0.7480664253234863
1164,26x26,676,390,2,2,15.0,15.0,15,20,(0.18200323250777922+0.10891481047815815j),0.800936222076416
1165,26x26,676,364,2,2,14.0,14.0,14,19,(0.2529662178227716+0j),0.4753298759460449
1166,26x26,676,312,2,2,12.0,12.0,12,20,(0.26632516420970387+0j),0.4024951457977295
1167,26x26,676,286,2,2,11.0,11.0,11,15,(0.23842631733338412+0.05200424433773322j),0.4546010494232178
1168,26x26,676,260,3,2,10.0,10.0,10,16,(0.36464887755884534+0j),0.41663026809692383
1169,26x26,676,208,3,2,8.0,8.0,8,12,(0.31544954228402267+0j),0.2427515983581543
1170,27x27,729,567,2,2,21.0,21.0,21,24,(0.12934100179526914+0.04876692383766702j),1.2023029327392578
1171,27x27,729,513,2,2,19.0,19.0,19,24,(0.2198017302292678+0j),0.9615633487701416
1172,27x27,729,486,2,2,18.0,18.0,18,22,(0.18105962390664665+0.07076625802724257j),0.9813416004180908
1173,27x27,729,459,2,2,17.0,17.0,17,23,(0.2065441373502668+0j),0.8172035217285156
1174,27x27,729,405,2,2,15.0,15.0,15,21,(0.23256391731553966+0.07066853541495857j),0.8796584606170654
1175,27x27,729,378,2,2,14.0,14.0,14,20,(0.22765776782052594+0j),0.5459558963775635
1176,27x27,729,351,2,2,13.0,13.0,13,19,(0.28393067657954674+0j),0.5863738059997559
1177,27x27,729,297,3,2,11.0,11.0,11,18,(0.29634999456637073+0j),0.3944394588470459
1178,27x27,729,270,3,2,10.0,10.0,10,17,(0.27929270784036203+0j),0.3418412208557129
1179,27x27,729,243,3,2,9.0,9.0,9,14,(0.2506389425216602+0j),0.3229680061340332
1180,28x28,784,588,2,2,21.0,21.0,21,26,(0.1799371817263286+0j),1.2858421802520752
1181,28x28,784,560,2,2,20.0,20.0,20,26,(0.20876250880756292+0j),1.1610209941864014
1182,28x28,784,532,2,2,19.0,19.0,19,24,(0.16975772099105488+0j),0.9103825092315674
1183,28x28,784,476,2,2,17.0,17.0,17,21,(0.20340279738112466+0j),0.8187692165374756
1184,28x28,784,448,2,2,16.0,16.0,16,22,(0.20207590661203312+0.09352234050179763j),0.6286556720733643
1185,28x28,784,420,2,2,15.0,15.0,15,19,(0.20167396351764844+0.06603006803515872j),0.8897716999053955
1186,28x28,784,364,2,2,13.0,13.0,13,19,(0.2798607951186876+0j),0.6075470447540283
1187,28x28,784,336,3,2,12.0,12.0,12,17,(0.25182232216598766+0j),0.5664477348327637
1188,28x28,784,280,3,2,10.0,10.0,10,15,(0.27052602912012624+0.0520215966365934j),0.44275856018066406
1189,28x28,784,252,3,2,9.0,9.0,9,14,(0.3640085743631927+0j),0.31122517585754395
1190,29x29,841,638,2,2,22.0,22.0,22,25,(0.14465367400277368+0.050386316002298606j),1.3653113842010498
1191,29x29,841,609,2,2,21.0,21.0,21,24,(0.18355017969529436+0j),1.3448615074157715
1192,29x29,841,551,2,2,19.0,19.0,19,25,(0.1641676134763457+0j),1.0300805568695068
1193,29x29,841,522,2,2,18.0,18.0,18,23,(0.1926028340190926+0j),1.1938934326171875
1194,29x29,841,464,2,2,16.0,16.0,16,22,(0.19137807153728664+0.023548560999317042j),0.768606424331665
1195,29x29,841,435,2,2,15.0,15.0,15,20,(0.22059434882987522+0j),0.7987997531890869
1196,29x29,841,406,2,2,14.0,14.0,14,18,(0.23140503590088463+0.038721572343644726j),0.7477490901947021
1197,29x29,841,348,3,2,12.0,12.0,12,16,(0.31355467081701466+0j),0.5361089706420898
1198,29x29,841,319,3,2,11.0,11.0,11,15,(0.25974410145453364+0.1318110562696782j),0.43294572830200195
1199,29x29,841,261,3,2,9.0,9.0,9,13,(0.35591132162801775+0.10331244130263273j),0.3340308666229248
