,matrix,number_of_nodes,number_of_edges,diameter,radius,average_in_deg,average_out_deg,max_in_deg,max_out_deg,sle,convergence_speed
476,143x143,20449,9295,2,2,65.0,65.0,65,79,(0.11410475039525617+0.002826758484745193j),25.07925581932068
477,143x143,20449,8294,2,2,58.0,58.0,58,74,(0.11558051655688402+0.0026738686157932764j),19.859904527664185
478,143x143,20449,7293,2,2,51.0,51.0,51,62,(0.1325480665568899+0.011866819021778337j),17.58748769760132
479,143x143,20449,6149,2,2,43.0,43.0,43,61,(0.1656163991385378+0j),12.34439206123352
480,144x144,20736,15552,2,2,108.0,108.0,108,121,(0.0661588117034756+0j),63.42204284667969
481,144x144,20736,14544,2,2,101.0,101.0,101,116,(0.07612498717449881+0.003416412920623126j),53.18810486793518
482,144x144,20736,13536,2,2,94.0,94.0,94,109,(0.07995643079231976+0j),46.353989601135254
483,144x144,20736,12528,2,2,87.0,87.0,87,102,(0.09260965618336411+0j),41.35639953613281
484,144x144,20736,11520,2,2,80.0,80.0,80,96,(0.09197325810740024+0.014171414421316694j),32.40044713020325
485,144x144,20736,10512,2,2,73.0,73.0,73,86,(0.10188386741595062+0j),30.806143522262573
486,144x144,20736,9360,2,2,65.0,65.0,65,80,(0.11471918649141422+0.03106029887709684j),23.77222490310669
487,144x144,20736,8352,2,2,58.0,58.0,58,72,(0.1191354922584856+0.02881730544358045j),20.397841453552246
488,144x144,20736,7344,2,2,51.0,51.0,51,69,(0.1392256384037311+0.013450860372910926j),15.42737078666687
489,144x144,20736,6336,2,2,44.0,44.0,44,58,(0.14239799635713882+0j),12.976428985595703
490,145x145,21025,15805,2,2,109.0,109.0,109,120,(0.07195835228962456+0.021038206986194123j),62.95329213142395
491,145x145,21025,14790,2,2,102.0,102.0,102,116,(0.07243833538736937+0.022990765197327782j),57.03500461578369
492,145x145,21025,13775,2,2,95.0,95.0,95,109,(0.08653218827938466+0j),45.04435968399048
493,145x145,21025,12760,2,2,88.0,88.0,88,103,(0.08709890766101408+0.024558541557439705j),43.03271794319153
494,145x145,21025,11600,2,2,80.0,80.0,80,94,(0.09523898055846869+0.024099780731328364j),36.07821297645569
495,145x145,21025,10585,2,2,73.0,73.0,73,91,(0.10899754935214506+0j),30.75464367866516
496,145x145,21025,9570,2,2,66.0,66.0,66,81,(0.11611833655016432+0.004246643526968981j),25.72385835647583
497,145x145,21025,8410,2,2,58.0,58.0,58,75,(0.11187866095568916+0.0302599880035505j),19.50110411643982
498,145x145,21025,7395,2,2,51.0,51.0,51,69,(0.13606741474973272+0.03415932638685385j),15.007393598556519
499,145x145,21025,6380,2,2,44.0,44.0,44,63,(0.1438003707800392+0j),12.185317754745483
500,146x146,21316,16060,2,2,110.0,110.0,110,121,(0.06730301579200043+0.00220719772848848j),59.30039048194885
501,146x146,21316,15038,2,2,103.0,103.0,103,115,(0.07395064987948527+0.018303445905624837j),55.38259220123291
502,146x146,21316,13870,2,2,95.0,95.0,95,107,(0.07819111746576901+0j),47.60722994804382
503,146x146,21316,12848,2,2,88.0,88.0,88,106,(0.09614587186934931+0j),43.119630336761475
504,146x146,21316,11826,2,2,81.0,81.0,81,100,(0.09688200861417481+0.025056583996259506j),34.45605802536011
505,146x146,21316,10804,2,2,74.0,74.0,74,87,(0.1127073317498645+0j),31.3622624874115
506,146x146,21316,9636,2,2,66.0,66.0,66,83,(0.11097342513163425+0.011927995417234764j),24.7069308757782
507,146x146,21316,8614,2,2,59.0,59.0,59,75,(0.12109369447278401+0.024737180871079973j),20.944684267044067
508,146x146,21316,7592,2,2,52.0,52.0,52,66,(0.13197598677669362+0j),17.85071349143982
509,146x146,21316,6424,2,2,44.0,44.0,44,58,(0.16473954884926054+0.02069539328819406j),11.331516027450562
510,147x147,21609,16317,2,2,111.0,111.0,111,123,(0.07119554052481344+0.0031659288172470857j),65.29242038726807
511,147x147,21609,15141,2,2,103.0,103.0,103,117,(0.07290305517986112+0.002930128366961502j),54.36087203025818
512,147x147,21609,14112,2,2,96.0,96.0,96,113,(0.08828386425303072+0.00567360529873139j),51.177751541137695
513,147x147,21609,13083,2,2,89.0,89.0,89,103,(0.09676617740910826+0.009611437705666128j),40.63214302062988
514,147x147,21609,11907,2,2,81.0,81.0,81,98,(0.10937789449188849+0j),36.690935373306274
515,147x147,21609,10878,2,2,74.0,74.0,74,89,(0.10546485341998077+0.016896991078362962j),29.69691562652588
516,147x147,21609,9849,2,2,67.0,67.0,67,80,(0.10692128058285144+0.011601668415050736j),24.82326102256775
517,147x147,21609,8673,2,2,59.0,59.0,59,79,(0.12046948954384813+0.012940528286169428j),21.0284423828125
518,147x147,21609,7644,2,2,52.0,52.0,52,69,(0.1372030480757749+0j),16.996083736419678
519,147x147,21609,6615,2,2,45.0,45.0,45,63,(0.16220339118831628+0j),14.021637439727783
520,148x148,21904,16428,2,2,111.0,111.0,111,127,(0.06887614185538272+0j),68.1138527393341
521,148x148,21904,15392,2,2,104.0,104.0,104,120,(0.08395786211263895+0j),59.028815031051636
522,148x148,21904,14356,2,2,97.0,97.0,97,111,(0.07972473824271478+0.012290489879699452j),46.52243995666504
523,148x148,21904,13172,2,2,89.0,89.0,89,103,(0.08481976826936866+0j),43.52383208274841
524,148x148,21904,12136,2,2,82.0,82.0,82,98,(0.09546446051456015+0j),39.13057208061218
525,148x148,21904,11100,2,2,75.0,75.0,75,90,(0.10376897975011087+0j),31.532172441482544
526,148x148,21904,9916,2,2,67.0,67.0,67,84,(0.10316035723434883+0j),23.848706245422363
527,148x148,21904,8880,2,2,60.0,60.0,60,74,(0.11781550745753165+0.022114451719654354j),21.283748865127563
528,148x148,21904,7696,2,2,52.0,52.0,52,65,(0.12887970075564706+0.04268155107000944j),16.661979913711548
529,148x148,21904,6660,2,2,45.0,45.0,45,60,(0.13988104836144813+0j),14.616005897521973
530,149x149,22201,16688,2,2,112.0,112.0,112,127,(0.06849258972366504+0.006379254593215277j),62.409197092056274
531,149x149,22201,15645,2,2,105.0,105.0,105,123,(0.07164822126293055+0.007411427818859521j),61.449974060058594
532,149x149,22201,14453,2,2,97.0,97.0,97,114,(0.08809125073311957+0j),52.81659913063049
533,149x149,22201,13410,2,2,90.0,90.0,90,104,(0.08955367045349336+0.023405670350917035j),39.09460210800171
534,149x149,22201,12218,2,2,82.0,82.0,82,102,(0.10445770790289938+0.009579372435449686j),35.22803211212158
535,149x149,22201,11175,2,2,75.0,75.0,75,89,(0.10329136543446214+0j),30.29746961593628
536,149x149,22201,10132,2,2,68.0,68.0,68,86,(0.1122936463002201+0.031719184937950895j),26.98972177505493
537,149x149,22201,8940,2,2,60.0,60.0,60,73,(0.12487979370577329+0j),21.724881410598755
538,149x149,22201,7897,2,2,53.0,53.0,53,67,(0.13433714679456304+0.017956897023138643j),17.915024757385254
539,149x149,22201,6705,2,2,45.0,45.0,45,62,(0.1562850461929509+0j),12.37748408317566
540,14x14,196,154,2,2,11.0,11.0,11,14,(0.1535876680663893+0.08622186883414153j),0.26271510124206543
541,14x14,196,140,2,2,10.0,10.0,10,12,(0.16314889905656096+0j),0.2912261486053467
542,14x14,196,140,2,2,10.0,10.0,10,12,(0.22319378162213596+0j),0.20245742797851562
543,14x14,196,126,2,2,9.0,9.0,9,13,(0.3934415847795826+0j),0.2752571105957031
544,14x14,196,112,2,2,8.0,8.0,8,11,(0.14413621576593244+0.11353681590768522j),0.21241044998168945
545,14x14,196,112,2,2,8.0,8.0,8,11,(0.3837216948945357+0j),0.17973041534423828
546,14x14,196,98,2,2,7.0,7.0,7,8,(0.3680668089386789+0j),0.14166975021362305
547,14x14,196,84,3,2,6.0,6.0,6,9,(0.3447573511025598+0j),0.10111474990844727
548,14x14,196,70,3,2,5.0,5.0,5,10,(0.3695440240450775+0.2444939796458785j),0.0911259651184082
549,14x14,196,70,3,2,5.0,5.0,5,8,(0.40399799174083695+0j),0.08072781562805176
550,150x150,22500,16950,2,2,113.0,113.0,113,124,(0.06839468861272233+0.012681332976137518j),63.351261377334595
551,150x150,22500,15750,2,2,105.0,105.0,105,124,(0.07867198485856078+0.01031727239917602j),56.657365560531616
552,150x150,22500,14700,2,2,98.0,98.0,98,116,(0.0767851426710982+0.011086431042794938j),55.23310947418213
553,150x150,22500,13650,2,2,91.0,91.0,91,107,(0.08764406492667264+0j),40.773587465286255
554,150x150,22500,12450,2,2,83.0,83.0,83,98,(0.0958495659900307+0.0061113567462965515j),40.44656944274902
555,150x150,22500,11400,2,2,76.0,76.0,76,95,(0.10191655548204911+0.025417019476507548j),31.428552627563477
556,150x150,22500,10200,2,2,68.0,68.0,68,86,(0.10438642172768339+0.019682800198373023j),24.689379692077637
557,150x150,22500,9000,2,2,60.0,60.0,60,75,(0.11741644116818312+0.005492573705188978j),22.624385356903076
558,150x150,22500,7950,2,2,53.0,53.0,53,71,(0.12393105648819515+0.003634053715050794j),18.96869993209839
559,150x150,22500,6750,2,2,45.0,45.0,45,61,(0.13603133905540443+0.015457945133359435j),13.511109590530396
560,151x151,22801,17214,2,2,114.0,114.0,114,128,(0.068017106413792+0.015495128745752047j),62.648681640625
561,151x151,22801,16006,2,2,106.0,106.0,106,120,(0.07579166485305586+0.018133135964588012j),62.43388628959656
562,151x151,22801,14949,2,2,99.0,99.0,99,117,(0.08923879695423292+0j),51.55223822593689
563,151x151,22801,13741,2,2,91.0,91.0,91,103,(0.09543247637569802+0j),44.29942274093628
564,151x151,22801,12684,2,2,84.0,84.0,84,98,(0.08901878762361273+0.028188325560455713j),36.456116676330566
565,151x151,22801,11476,2,2,76.0,76.0,76,92,(0.11123497655998088+0.020421761625473038j),34.53952741622925
566,151x151,22801,10268,2,2,68.0,68.0,68,80,(0.1026805897443718+0.0139131618088333j),30.185739040374756
567,151x151,22801,9211,2,2,61.0,61.0,61,76,(0.1215315575740924+0j),22.02516198158264
568,151x151,22801,8003,2,2,53.0,53.0,53,68,(0.12541458585782006+0.030711303684919613j),18.248936414718628
569,151x151,22801,6946,2,2,46.0,46.0,46,64,(0.14053544484891417+0.017515364920002652j),14.099919557571411
570,152x152,23104,17328,2,2,114.0,114.0,114,129,(0.06840180314397859+0j),68.85684204101562
571,152x152,23104,16264,2,2,107.0,107.0,107,116,(0.07433675398710561+0.028502423310016445j),53.0955023765564
572,152x152,23104,15048,2,2,99.0,99.0,99,112,(0.08701853915805055+0.02517015220097761j),49.31787300109863
573,152x152,23104,13984,2,2,92.0,92.0,92,111,(0.08650084437117504+0j),45.52884340286255
574,152x152,23104,12768,2,2,84.0,84.0,84,96,(0.09168016892918979+0.015934483499576088j),39.20206117630005
575,152x152,23104,11704,2,2,77.0,77.0,77,92,(0.1100823264736494+0j),32.6699492931366
576,152x152,23104,10488,2,2,69.0,69.0,69,87,(0.10637150060778894+0.01940109522836301j),28.08110213279724
577,152x152,23104,9272,2,2,61.0,61.0,61,75,(0.12318156913793081+0j),23.324251413345337
578,152x152,23104,8208,2,2,54.0,54.0,54,69,(0.131319973116246+0j),18.66615343093872
579,152x152,23104,6992,2,2,46.0,46.0,46,60,(0.15213200929247767+0j),12.978198528289795
580,153x153,23409,17595,2,2,115.0,115.0,115,126,(0.0657977248059721+0j),67.0534598827362
581,153x153,23409,16524,2,2,108.0,108.0,108,121,(0.0726037595889051+0.014102259071412743j),67.09832167625427
582,153x153,23409,15300,2,2,100.0,100.0,100,114,(0.0833738276279055+0.018139053062826333j),51.703490257263184
583,153x153,23409,14076,2,2,92.0,92.0,92,109,(0.0892242733501937+0.019458077491258885j),46.4306743144989
584,153x153,23409,13005,2,2,85.0,85.0,85,103,(0.09157559557236006+0.005547564726396074j),39.580761432647705
585,153x153,23409,11781,2,2,77.0,77.0,77,92,(0.10259686768494106+0.007259826598209641j),32.44026517868042
586,153x153,23409,10557,2,2,69.0,69.0,69,84,(0.10630385102917322+0j),26.133941173553467
587,153x153,23409,9486,2,2,62.0,62.0,62,81,(0.12352872069941816+0.022967770852857988j),24.025360822677612
588,153x153,23409,8262,2,2,54.0,54.0,54,72,(0.13663341493582787+0j),18.22525978088379
589,153x153,23409,7038,2,2,46.0,46.0,46,60,(0.14867037561419286+0.014806952820356024j),14.904489517211914
590,154x154,23716,17864,2,2,116.0,116.0,116,129,(0.06837090132596121+0.001614411176104105j),73.48603367805481
591,154x154,23716,16632,2,2,108.0,108.0,108,123,(0.07149270392709363+0j),67.09488248825073
592,154x154,23716,15554,2,2,101.0,101.0,101,114,(0.08102170816659678+0j),57.93828320503235
593,154x154,23716,14322,2,2,93.0,93.0,93,108,(0.08567590901269634+0.0017865045826411332j),47.05898690223694
594,154x154,23716,13090,2,2,85.0,85.0,85,106,(0.0880755219710796+0.002363894846654721j),40.54346418380737
595,154x154,23716,12012,2,2,78.0,78.0,78,96,(0.10004744254886556+0j),34.021918058395386
596,154x154,23716,10780,2,2,70.0,70.0,70,86,(0.10849243434187425+0.014822955678457506j),28.42164659500122
597,154x154,23716,9548,2,2,62.0,62.0,62,76,(0.12576421384339515+0.0072139836711019555j),23.87314796447754
598,154x154,23716,8316,2,2,54.0,54.0,54,68,(0.13693645683399416+0.0037066644436416977j),18.863953113555908
599,154x154,23716,7238,2,2,47.0,47.0,47,61,(0.14433840132107026+0j),15.177395582199097
600,155x155,24025,18135,2,2,117.0,117.0,117,131,(0.07068813158548215+0.006409747681003227j),70.53714108467102
601,155x155,24025,16895,2,2,109.0,109.0,109,122,(0.06948426504564359+0.00990219878025846j),58.93359136581421
602,155x155,24025,15655,2,2,101.0,101.0,101,113,(0.07987390179747922+0j),56.986467361450195
603,155x155,24025,14570,2,2,94.0,94.0,94,111,(0.08347311138454817+0j),45.89707112312317
604,155x155,24025,13330,2,2,86.0,86.0,86,101,(0.08758559974554311+0.01362096364882837j),40.22042179107666
605,155x155,24025,12090,2,2,78.0,78.0,78,93,(0.10049638662613938+0.038069826995764985j),33.63475275039673
606,155x155,24025,10850,2,2,70.0,70.0,70,88,(0.1054404332358123+0j),30.35830855369568
607,155x155,24025,9610,2,2,62.0,62.0,62,76,(0.11206519121618817+0.021122300528935573j),24.23885202407837
608,155x155,24025,8525,2,2,55.0,55.0,55,71,(0.13775818387961541+0.02194345282971681j),17.830172777175903
609,155x155,24025,7285,2,2,47.0,47.0,47,65,(0.14437661110777883+0.012643407333877641j),15.77973198890686
610,156x156,24336,18252,2,2,117.0,117.0,117,131,(0.0712770260601621+0j),74.32411742210388
611,156x156,24336,17160,2,2,110.0,110.0,110,122,(0.07494452069003618+0.006522769641523633j),66.47310328483582
612,156x156,24336,15912,2,2,102.0,102.0,102,122,(0.07521751454428519+0j),55.5915949344635
613,156x156,24336,14664,2,2,94.0,94.0,94,109,(0.0833620203685774+0.009501797414196125j),45.698577642440796
614,156x156,24336,13416,2,2,86.0,86.0,86,101,(0.10440201876759933+0j),39.97306799888611
615,156x156,24336,12324,2,2,79.0,79.0,79,97,(0.09541641455174703+0j),36.082432985305786
616,156x156,24336,11076,2,2,71.0,71.0,71,92,(0.10432646428959967+0.002781928755144103j),27.193220138549805
617,156x156,24336,9828,2,2,63.0,63.0,63,79,(0.12544811811725246+0j),21.959624528884888
618,156x156,24336,8580,2,2,55.0,55.0,55,70,(0.126568007133272+0.008713939452853939j),19.553577184677124
619,156x156,24336,7332,2,2,47.0,47.0,47,59,(0.1519911624662119+0j),13.100978136062622
620,157x157,24649,18526,2,2,118.0,118.0,118,130,(0.06178196555376905+0.02654094834288683j),70.82606601715088
621,157x157,24649,17270,2,2,110.0,110.0,110,125,(0.07435880792147727+0j),62.91689348220825
622,157x157,24649,16171,2,2,103.0,103.0,103,117,(0.08531588634639985+0j),60.99635434150696
623,157x157,24649,14915,2,2,95.0,95.0,95,110,(0.08663737572104163+0.0006713254979169886j),49.17816090583801
624,157x157,24649,13659,2,2,87.0,87.0,87,104,(0.08705313548636648+0.0273467139556142j),40.918628454208374
625,157x157,24649,12403,2,2,79.0,79.0,79,96,(0.09542553854906435+0.018810351039893466j),35.442508935928345
626,157x157,24649,11147,2,2,71.0,71.0,71,90,(0.10221232261415851+0.005570536271980768j),31.16092085838318
627,157x157,24649,9891,2,2,63.0,63.0,63,78,(0.13021355459309564+0j),22.411625385284424
628,157x157,24649,8635,2,2,55.0,55.0,55,68,(0.12926744729516515+0.02286295968024716j),18.941195249557495
629,157x157,24649,7536,2,2,48.0,48.0,48,67,(0.158918601603373+0j),16.129159927368164
630,158x158,24964,18802,2,2,119.0,119.0,119,132,(0.0675731810983038+0.009594863990350757j),75.4844708442688
631,158x158,24964,17538,2,2,111.0,111.0,111,125,(0.07276036285872808+0.0031089126678204553j),68.46351933479309
632,158x158,24964,16274,2,2,103.0,103.0,103,120,(0.07424023805309674+0.0010244238643780917j),59.28654456138611
633,158x158,24964,15010,2,2,95.0,95.0,95,109,(0.08738557412135109+0.011928962050947872j),53.80928373336792
634,158x158,24964,13746,2,2,87.0,87.0,87,105,(0.09529865100687755+0j),45.96777129173279
635,158x158,24964,12640,2,2,80.0,80.0,80,95,(0.09262087079818077+0.03325873504243843j),34.916547775268555
636,158x158,24964,11376,2,2,72.0,72.0,72,86,(0.10012224131436924+0j),30.512441396713257
637,158x158,24964,10112,2,2,64.0,64.0,64,80,(0.12551826716896913+0.04617491674922073j),26.080723762512207
638,158x158,24964,8848,2,2,56.0,56.0,56,70,(0.14027092827936827+0.0074227184734074j),20.241923093795776
639,158x158,24964,7584,2,2,48.0,48.0,48,62,(0.13639355837259542+0.011413004622016776j),13.953177690505981
640,159x159,25281,19080,2,2,120.0,120.0,120,136,(0.07379863177562956+0j),79.12091112136841
641,159x159,25281,17808,2,2,112.0,112.0,112,126,(0.06677535181077554+0.011080534387016769j),70.50973176956177
642,159x159,25281,16536,2,2,104.0,104.0,104,119,(0.07916936652193562+0.016856154673669157j),58.76857399940491
643,159x159,25281,15264,2,2,96.0,96.0,96,118,(0.08510768062379499+0.008881717883330692j),48.86392307281494
644,159x159,25281,13992,2,2,88.0,88.0,88,107,(0.09071099449543958+0j),41.07455062866211
645,159x159,25281,12720,2,2,80.0,80.0,80,96,(0.09507873304859327+0.001284349860902571j),38.38917112350464
646,159x159,25281,11448,2,2,72.0,72.0,72,87,(0.11933349718736942+0j),31.225027322769165
647,159x159,25281,10176,2,2,64.0,64.0,64,79,(0.10953167244028639+0.04014389574755857j),26.160475254058838
648,159x159,25281,8904,2,2,56.0,56.0,56,77,(0.1345832456737134+0j),19.355594873428345
649,159x159,25281,7632,2,2,48.0,48.0,48,67,(0.15276432029238093+0j),16.43375301361084
650,15x15,225,180,2,2,12.0,12.0,12,14,(0.21098474788887317+0j),0.39427661895751953
651,15x15,225,165,2,2,11.0,11.0,11,14,(0.22310334415870928+0j),0.4955766201019287
652,15x15,225,150,2,2,10.0,10.0,10,12,(0.18839201205101527+0j),0.3359718322753906
653,15x15,225,150,2,2,10.0,10.0,10,13,(0.22622516104496107+0j),0.23250389099121094
654,15x15,225,135,2,2,9.0,9.0,9,12,(0.3426965411802797+0j),0.31356096267700195
655,15x15,225,120,2,2,8.0,8.0,8,10,(0.24069143683542504+0.08217521606289291j),0.13350129127502441
656,15x15,225,105,3,2,7.0,7.0,7,11,(0.2951127597085714+0j),0.16387033462524414
657,15x15,225,90,3,2,6.0,6.0,6,9,(0.2968371047397282+0.10973346418662815j),0.12132120132446289
658,15x15,225,90,3,2,6.0,6.0,6,9,(0.3917080696742445+0j),0.14993023872375488
659,15x15,225,75,3,2,5.0,5.0,5,9,(0.5097766348551562+0j),0.12139177322387695
660,160x160,25600,19200,2,2,120.0,120.0,120,134,(0.0775310957476958+0j),79.910071849823
661,160x160,25600,17920,2,2,112.0,112.0,112,129,(0.07542349388320757+0j),64.86144733428955
662,160x160,25600,16640,2,2,104.0,104.0,104,124,(0.08088284654694117+0j),57.591429710388184
663,160x160,25600,15520,2,2,97.0,97.0,97,114,(0.08386487987393934+0.018591479331454122j),53.05060148239136
664,160x160,25600,14080,2,2,88.0,88.0,88,107,(0.09520260492052815+0.019170861604813103j),42.321552753448486
665,160x160,25600,12960,2,2,81.0,81.0,81,93,(0.10839261505598898+0j),39.780473709106445
666,160x160,25600,11680,2,2,73.0,73.0,73,90,(0.10711413756012109+0.02381246184412119j),35.71878361701965
667,160x160,25600,10240,2,2,64.0,64.0,64,79,(0.11147987696852815+0.005534900642763583j),25.690460681915283
668,160x160,25600,8960,2,2,56.0,56.0,56,69,(0.12982647279074067+0.012638968608715346j),19.538498401641846
669,160x160,25600,7680,2,2,48.0,48.0,48,62,(0.1362218776120197+0.05093538838588463j),15.527566194534302
670,161x161,25921,19481,2,2,121.0,121.0,121,133,(0.06554391000167416+0j),80.06333899497986
671,161x161,25921,18193,2,2,113.0,113.0,113,128,(0.07191742411895684+0.02507664956120891j),70.5126280784607
672,161x161,25921,16905,2,2,105.0,105.0,105,120,(0.07561389023325132+0.00918373078892133j),54.39544224739075
673,161x161,25921,15617,2,2,97.0,97.0,97,111,(0.08132989016084838+0.015801689103022366j),53.632787466049194
674,161x161,25921,14329,2,2,89.0,89.0,89,105,(0.095528010184348+0j),46.13465404510498
675,161x161,25921,13041,2,2,81.0,81.0,81,96,(0.09202586238441729+0.03260505911483554j),36.169161796569824
676,161x161,25921,11753,2,2,73.0,73.0,73,87,(0.10299501165433073+0.02683373536929879j),32.12592935562134
677,161x161,25921,10465,2,2,65.0,65.0,65,82,(0.11221367610076713+0j),25.922247886657715
678,161x161,25921,9177,2,2,57.0,57.0,57,69,(0.1285302423864789+0.00982499768274185j),20.450429677963257
679,161x161,25921,7889,2,2,49.0,49.0,49,66,(0.1398366513071443+0.008575128526592679j),15.115165710449219
680,162x162,26244,19764,2,2,122.0,122.0,122,136,(0.07170277738018108+0j),82.81359434127808
681,162x162,26244,18468,2,2,114.0,114.0,114,129,(0.0701450635517775+0.0038742155217621676j),70.88469433784485
682,162x162,26244,17172,2,2,106.0,106.0,106,121,(0.07698524256641082+0.013691278752380158j),63.127678632736206
683,162x162,26244,15876,2,2,98.0,98.0,98,115,(0.0840228842912945+0.013267422740969275j),52.7577600479126
684,162x162,26244,14580,2,2,90.0,90.0,90,105,(0.09531281780951309+0j),47.28453826904297
685,162x162,26244,13284,2,2,82.0,82.0,82,98,(0.10158420501260942+0.005548302821527652j),38.725963830947876
686,162x162,26244,11826,2,2,73.0,73.0,73,88,(0.10581413944316145+0.01579413332997392j),30.53629732131958
687,162x162,26244,10530,2,2,65.0,65.0,65,79,(0.11335773916707904+0.009651177566881464j),25.998213529586792
688,162x162,26244,9234,2,2,57.0,57.0,57,74,(0.12720321329102016+0.011659929079743517j),21.758862018585205
689,162x162,26244,7938,2,2,49.0,49.0,49,64,(0.1394160420480687+0.023278616745372196j),16.036582946777344
690,163x163,26569,20049,2,2,123.0,123.0,123,134,(0.07058785266532974+0j),84.11598539352417
691,163x163,26569,18745,2,2,115.0,115.0,115,128,(0.07346912001064493+0j),77.38502836227417
692,163x163,26569,17278,2,2,106.0,106.0,106,123,(0.07953142148662798+0.02027281349350717j),57.98638319969177
693,163x163,26569,15974,2,2,98.0,98.0,98,113,(0.08591183336810213+0j),54.06229090690613
694,163x163,26569,14670,2,2,90.0,90.0,90,108,(0.08599203484024961+0.013847533354945818j),44.28766226768494
695,163x163,26569,13366,2,2,82.0,82.0,82,97,(0.10777386507341959+0j),38.094006061553955
696,163x163,26569,12062,2,2,74.0,74.0,74,90,(0.11390865348929717+0j),32.57488703727722
697,163x163,26569,10758,2,2,66.0,66.0,66,82,(0.11942167656573123+0j),22.436956882476807
698,163x163,26569,9454,2,2,58.0,58.0,58,75,(0.12825996315420185+0.017317225588240462j),22.839921712875366
699,163x163,26569,7987,2,2,49.0,49.0,49,68,(0.14024495752829433+0.007564911285796794j),16.289398908615112
700,164x164,26896,20172,2,2,123.0,123.0,123,136,(0.07105904892844886+0.007240520912088555j),79.68086051940918
701,164x164,26896,18860,2,2,115.0,115.0,115,128,(0.07441887983275244+0.008437536125517025j),67.28354096412659
702,164x164,26896,17548,2,2,107.0,107.0,107,124,(0.07405194165101234+0.004295037935023001j),61.18036341667175
703,164x164,26896,16236,2,2,99.0,99.0,99,121,(0.08201634417601575+0.011977692916627284j),54.2002317905426
704,164x164,26896,14924,2,2,91.0,91.0,91,110,(0.08836323145164622+0.01126889149101277j),51.61305236816406
705,164x164,26896,13612,2,2,83.0,83.0,83,101,(0.08776618737326206+0.019564926081813174j),42.43540716171265
706,164x164,26896,12136,2,2,74.0,74.0,74,95,(0.10421687414242763+0.020110296333542013j),33.424193382263184
707,164x164,26896,10824,2,2,66.0,66.0,66,85,(0.12297063905838135+0j),27.012062549591064
708,164x164,26896,9512,2,2,58.0,58.0,58,72,(0.12830616377143558+0j),22.6173574924469
709,164x164,26896,8200,2,2,50.0,50.0,50,65,(0.14148294300626502+0.010147873265176246j),16.95996356010437
710,165x165,27225,20460,2,2,124.0,124.0,124,137,(0.0665594623929407+0j),87.61887073516846
711,165x165,27225,19140,2,2,116.0,116.0,116,129,(0.07077124680345745+0.016227569894227266j),76.94605112075806
712,165x165,27225,17820,2,2,108.0,108.0,108,123,(0.07675991317029686+0j),62.69338631629944
713,165x165,27225,16335,2,2,99.0,99.0,99,112,(0.0830756521578935+0.0023312524109581675j),61.02558207511902
714,165x165,27225,15015,2,2,91.0,91.0,91,104,(0.09046597480386093+0.005609885944357814j),47.49454045295715
715,165x165,27225,13695,2,2,83.0,83.0,83,99,(0.10827206000086192+0j),40.21574354171753
716,165x165,27225,12375,2,2,75.0,75.0,75,90,(0.11517041930523836+0j),32.78707003593445
717,165x165,27225,10890,2,2,66.0,66.0,66,86,(0.1140153309526903+0.010076750622774949j),25.62992811203003
718,165x165,27225,9570,2,2,58.0,58.0,58,73,(0.13485687149223907+0.004301439129570735j),22.20159339904785
719,165x165,27225,8250,2,2,50.0,50.0,50,68,(0.14444909732648886+0.045644724567047525j),17.791330814361572
720,166x166,27556,20750,2,2,125.0,125.0,125,135,(0.06835470430023614+0j),87.82294011116028
721,166x166,27556,19422,2,2,117.0,117.0,117,136,(0.06897601378303414+0.01352159336259306j),78.19630455970764
722,166x166,27556,17928,2,2,108.0,108.0,108,121,(0.07252761025129788+0j),60.621944427490234
723,166x166,27556,16600,2,2,100.0,100.0,100,116,(0.0819677677936908+0.012876361625434707j),56.5539915561676
724,166x166,27556,15272,2,2,92.0,92.0,92,113,(0.08800134472165268+0j),47.093353271484375
725,166x166,27556,13944,2,2,84.0,84.0,84,102,(0.09637988558585499+0.013233200745255332j),39.25233268737793
726,166x166,27556,12450,2,2,75.0,75.0,75,94,(0.11046744106655831+0j),33.36416435241699
727,166x166,27556,11122,2,2,67.0,67.0,67,80,(0.11197910586961342+0j),27.182458877563477
728,166x166,27556,9794,2,2,59.0,59.0,59,75,(0.1273359989892164+0.025162685068459967j),21.150222778320312
729,166x166,27556,8300,2,2,50.0,50.0,50,68,(0.14148582842759685+0j),17.60537028312683
730,167x167,27889,21042,2,2,126.0,126.0,126,141,(0.06702306768812623+0j),84.20094966888428
731,167x167,27889,19539,2,2,117.0,117.0,117,130,(0.07264041184102518+0.00523877757051189j),77.01431035995483
732,167x167,27889,18203,2,2,109.0,109.0,109,130,(0.07501743324765903+0.003296126641095468j),63.87107300758362
733,167x167,27889,16867,2,2,101.0,101.0,101,116,(0.08602229281225764+0j),58.471373558044434
734,167x167,27889,15364,2,2,92.0,92.0,92,108,(0.10263759260680533+0j),46.196895122528076
735,167x167,27889,14028,2,2,84.0,84.0,84,101,(0.09340693033562125+0.004050803175705666j),40.30285954475403
736,167x167,27889,12692,2,2,76.0,76.0,76,95,(0.10825783949178437+0j),35.040555477142334
737,167x167,27889,11189,2,2,67.0,67.0,67,83,(0.11199855065373979+0.007082308312597674j),28.000171661376953
738,167x167,27889,9853,2,2,59.0,59.0,59,77,(0.1319015365242136+0j),21.55660080909729
