,matrix,number_of_nodes,number_of_edges,diameter,radius,average_in_deg,average_out_deg,max_in_deg,max_out_deg,sle
305,128x128,16384,8320,2,2,65.0,65.0,65,78,(0.11374578721698979+0.026577947328767875j)
306,128x128,16384,7424,2,2,58.0,58.0,58,73,(0.11208546322266338+0.018350127011802286j)
307,128x128,16384,6656,2,2,52.0,52.0,52,71,(0.1276534238510903+0j)
308,128x128,16384,5760,2,2,45.0,45.0,45,59,(0.1436859812756019+0j)
309,128x128,16384,4992,2,2,39.0,39.0,39,50,(0.15513630700318598+0j)
310,129x129,16641,12513,2,2,97.0,97.0,97,108,(0.08004546603819375+0j)
311,129x129,16641,11739,2,2,91.0,91.0,91,102,(0.0800661053898474+0.00910233300031438j)
312,129x129,16641,10836,2,2,84.0,84.0,84,96,(0.0945712415048052+0j)
313,129x129,16641,10062,2,2,78.0,78.0,78,91,(0.08706309973328294+0.020286703137520495j)
314,129x129,16641,9159,2,2,71.0,71.0,71,84,(0.11261459449332263+0j)
315,129x129,16641,8385,2,2,65.0,65.0,65,83,(0.11051786401144488+0.01323221632885566j)
316,129x129,16641,7611,2,2,59.0,59.0,59,74,(0.11476355956155376+0.016479190116450416j)
317,129x129,16641,6708,2,2,52.0,52.0,52,67,(0.13218526207120831+0j)
318,129x129,16641,5934,2,2,46.0,46.0,46,63,(0.14105935372380315+0.005522015434059087j)
319,129x129,16641,5031,2,2,39.0,39.0,39,49,(0.15914129373620314+0j)
320,12x12,144,108,2,2,9.0,9.0,9,11,(0.32959358880653883+0j)
321,12x12,144,108,2,2,9.0,9.0,9,11,(0.1991697452740887+0.1351231266506212j)
322,12x12,144,96,2,2,8.0,8.0,8,10,(0.15519132767832966+0.03497471476668049j)
323,12x12,144,96,2,2,8.0,8.0,8,11,(0.3222729910700456+0j)
324,12x12,144,84,2,2,7.0,7.0,7,10,(0.35497948600247853+0.0697129314374155j)
325,12x12,144,84,3,2,7.0,7.0,7,10,(0.22888434404202518+0j)
326,12x12,144,72,2,2,6.0,6.0,6,9,(0.24377424267978523+0j)
327,12x12,144,60,3,2,5.0,5.0,5,8,(0.36571351790239315+0.15302583970410108j)
328,12x12,144,60,3,2,5.0,5.0,5,7,(0.38922249358846633+0j)
329,12x12,144,48,4,2,4.0,4.0,4,6,(0.4240693679607404+0j)
330,130x130,16900,12740,2,2,98.0,98.0,98,108,(0.07163793890840424+0.02391705661662133j)
331,130x130,16900,11830,2,2,91.0,91.0,91,104,(0.07863944153906499+0.0029383269212276577j)
332,130x130,16900,11050,2,2,85.0,85.0,85,99,(0.08959691401453798+0j)
333,130x130,16900,10270,2,2,79.0,79.0,79,95,(0.09039670487891921+0.012765401060976813j)
334,130x130,16900,9360,2,2,72.0,72.0,72,90,(0.11522206214524758+0j)
335,130x130,16900,8580,2,2,66.0,66.0,66,80,(0.10437400866530874+0.011205616738878847j)
336,130x130,16900,7670,2,2,59.0,59.0,59,73,(0.1218858227653951+0j)
337,130x130,16900,6760,2,2,52.0,52.0,52,64,(0.13105650013795328+0j)
338,130x130,16900,5980,2,2,46.0,46.0,46,59,(0.1533514719281275+0j)
339,130x130,16900,5070,2,2,39.0,39.0,39,55,(0.15932299998345822+0.0419160764779159j)
340,131x131,17161,12969,2,2,99.0,99.0,99,112,(0.07224879456570157+0.028084666141871266j)
341,131x131,17161,12052,2,2,92.0,92.0,92,106,(0.08212605763793107+0j)
342,131x131,17161,11266,2,2,86.0,86.0,86,99,(0.08648098985529354+0.005914190227427489j)
343,131x131,17161,10349,2,2,79.0,79.0,79,91,(0.08809710422542248+0.013582195396296496j)
344,131x131,17161,9563,2,2,73.0,73.0,73,85,(0.09764960302504164+0.03414209137767082j)
345,131x131,17161,8646,2,2,66.0,66.0,66,78,(0.10478021654881514+0.03589785920104664j)
346,131x131,17161,7729,2,2,59.0,59.0,59,74,(0.1329954743009465+0j)
347,131x131,17161,6943,2,2,53.0,53.0,53,64,(0.11857847615013237+0.021674888962286594j)
348,131x131,17161,6026,2,2,46.0,46.0,46,61,(0.14729365392050198+0.01811436333883933j)
349,131x131,17161,5240,2,2,40.0,40.0,40,56,(0.15064911279046556+0.028235648820835478j)
350,132x132,17424,13068,2,2,99.0,99.0,99,110,(0.07866122589386512+0j)
351,132x132,17424,12276,2,2,93.0,93.0,93,106,(0.0884452374981033+0j)
352,132x132,17424,11352,2,2,86.0,86.0,86,100,(0.09861944171167027+0j)
353,132x132,17424,10560,2,2,80.0,80.0,80,94,(0.09746563935957289+0.02065782783025343j)
354,132x132,17424,9636,2,2,73.0,73.0,73,89,(0.10092859201743151+0j)
355,132x132,17424,8844,2,2,67.0,67.0,67,80,(0.10595328617203151+0.004836497546925407j)
356,132x132,17424,7920,2,2,60.0,60.0,60,74,(0.12558200001113168+0j)
357,132x132,17424,6996,2,2,53.0,53.0,53,70,(0.13814133832244327+0.01629099969171681j)
358,132x132,17424,6204,2,2,47.0,47.0,47,64,(0.13728125891276358+0j)
359,132x132,17424,5280,2,2,40.0,40.0,40,52,(0.17584277992721078+0j)
360,133x133,17689,13300,2,2,100.0,100.0,100,114,(0.06974902918559611+0.015350281769579125j)
361,133x133,17689,12502,2,2,94.0,94.0,94,104,(0.08938968880923781+0j)
362,133x133,17689,11571,2,2,87.0,87.0,87,103,(0.09309453432885345+0.006704095138362946j)
363,133x133,17689,10640,2,2,80.0,80.0,80,95,(0.09420609500557067+0j)
364,133x133,17689,9842,2,2,74.0,74.0,74,89,(0.09403248558717041+0.0337421248421349j)
365,133x133,17689,8911,2,2,67.0,67.0,67,81,(0.11138974735853957+0.03271560759283389j)
366,133x133,17689,7980,2,2,60.0,60.0,60,75,(0.11957928237387615+0j)
367,133x133,17689,7182,2,2,54.0,54.0,54,68,(0.1289853323728904+0j)
368,133x133,17689,6251,2,2,47.0,47.0,47,62,(0.15022022692080128+0j)
369,133x133,17689,5320,2,2,40.0,40.0,40,52,(0.16341210871866652+0.01953669459685774j)
370,134x134,17956,13534,2,2,101.0,101.0,101,112,(0.07080463588234318+0.025043738100691815j)
371,134x134,17956,12596,2,2,94.0,94.0,94,108,(0.07288223465288202+0.012278201970541023j)
372,134x134,17956,11792,2,2,88.0,88.0,88,101,(0.08130724667757495+0.0026058464310366922j)
373,134x134,17956,10854,2,2,81.0,81.0,81,97,(0.09362599874850297+0.022017304546506217j)
374,134x134,17956,9916,2,2,74.0,74.0,74,89,(0.09534879572829152+0.0008345931152587792j)
375,134x134,17956,9112,2,2,68.0,68.0,68,82,(0.10669587708942471+0.007331196101277871j)
376,134x134,17956,8174,2,2,61.0,61.0,61,80,(0.11607220295325535+0j)
377,134x134,17956,7236,2,2,54.0,54.0,54,71,(0.1315924994361536+0j)
378,134x134,17956,6298,2,2,47.0,47.0,47,61,(0.1399981630915686+0.03390332145483816j)
379,134x134,17956,5494,2,2,41.0,41.0,41,59,(0.15451751890729853+0.028509375628296342j)
380,135x135,18225,13770,2,2,102.0,102.0,102,112,(0.07558810511981459+0j)
381,135x135,18225,12825,2,2,95.0,95.0,95,106,(0.07879010029930932+0.03995682965433395j)
382,135x135,18225,11880,2,2,88.0,88.0,88,101,(0.097679576649404+0j)
383,135x135,18225,11070,2,2,82.0,82.0,82,95,(0.09143793136038045+0j)
384,135x135,18225,10125,2,2,75.0,75.0,75,87,(0.09120628228372811+0.01995037280282515j)
385,135x135,18225,9180,2,2,68.0,68.0,68,82,(0.10856473642121767+0.025442664528683448j)
386,135x135,18225,8235,2,2,61.0,61.0,61,75,(0.12207124948632006+0.01108779605695195j)
387,135x135,18225,7290,2,2,54.0,54.0,54,67,(0.12117795658506006+0.060880252596403416j)
388,135x135,18225,6480,2,2,48.0,48.0,48,63,(0.1370336052423265+0.0360204271937158j)
389,135x135,18225,5535,2,2,41.0,41.0,41,59,(0.14638554597660353+0.017532972056664146j)
390,136x136,18496,13872,2,2,102.0,102.0,102,112,(0.07261638963330391+0.008322874429632286j)
391,136x136,18496,13056,2,2,96.0,96.0,96,107,(0.08710351520587303+0j)
392,136x136,18496,12104,2,2,89.0,89.0,89,103,(0.08775977200467393+0j)
393,136x136,18496,11152,2,2,82.0,82.0,82,97,(0.0983936883660319+0.01027782425945919j)
394,136x136,18496,10200,2,2,75.0,75.0,75,93,(0.09262678972976264+0.007578247178701756j)
395,136x136,18496,9384,2,2,69.0,69.0,69,84,(0.10856926289432878+0.021206774088461566j)
396,136x136,18496,8432,2,2,62.0,62.0,62,80,(0.11278830737615969+0j)
397,136x136,18496,7480,2,2,55.0,55.0,55,66,(0.14071506376317675+0j)
398,136x136,18496,6528,2,2,48.0,48.0,48,63,(0.13806269016534592+0.04231871697275309j)
399,136x136,18496,5576,2,2,41.0,41.0,41,53,(0.1438102433594604+0.003653474885546184j)
400,137x137,18769,14111,2,2,103.0,103.0,103,116,(0.075096183751591+0j)
401,137x137,18769,13152,2,2,96.0,96.0,96,108,(0.09018139873688562+0j)
402,137x137,18769,12330,2,2,90.0,90.0,90,103,(0.08415755717986415+0.03159937004278518j)
403,137x137,18769,11371,2,2,83.0,83.0,83,99,(0.08688257904711955+0.026676133689758286j)
404,137x137,18769,10412,2,2,76.0,76.0,76,90,(0.09649656587546368+0.02795550973843011j)
405,137x137,18769,9453,2,2,69.0,69.0,69,85,(0.11249666349931606+0j)
406,137x137,18769,8494,2,2,62.0,62.0,62,77,(0.11173428310783631+0j)
407,137x137,18769,7535,2,2,55.0,55.0,55,70,(0.11838615893231577+0.02710650020605947j)
408,137x137,18769,6576,2,2,48.0,48.0,48,63,(0.13447330527493906+0.01294780350054776j)
409,137x137,18769,5754,2,2,42.0,42.0,42,58,(0.1488167017271571+0.016979502787499944j)
410,138x138,19044,14352,2,2,104.0,104.0,104,117,(0.07223021360548462+0.00593367927567931j)
411,138x138,19044,13386,2,2,97.0,97.0,97,109,(0.07409426845756117+0.03433222265473218j)
412,138x138,19044,12420,2,2,90.0,90.0,90,105,(0.07975440225374505+0j)
413,138x138,19044,11454,2,2,83.0,83.0,83,96,(0.08861800598038837+0.011611036795858119j)
414,138x138,19044,10488,2,2,76.0,76.0,76,92,(0.10560693573720206+0.02498629558014533j)
415,138x138,19044,9660,2,2,70.0,70.0,70,86,(0.1068689954566965+0j)
416,138x138,19044,8694,2,2,63.0,63.0,63,78,(0.11670132988226639+0.024915457024007614j)
417,138x138,19044,7728,2,2,56.0,56.0,56,71,(0.12677750483727085+0j)
418,138x138,19044,6762,2,2,49.0,49.0,49,61,(0.13226533412207858+0.05126321139822795j)
419,138x138,19044,5796,2,2,42.0,42.0,42,58,(0.1523383662208653+0j)
420,139x139,19321,14595,2,2,105.0,105.0,105,119,(0.07227782389387627+0.008801558139596374j)
421,139x139,19321,13622,2,2,98.0,98.0,98,112,(0.07797807628874592+0j)
422,139x139,19321,12649,2,2,91.0,91.0,91,105,(0.08913585897398021+0j)
423,139x139,19321,11676,2,2,84.0,84.0,84,97,(0.08801853870077204+0.00731363274075494j)
424,139x139,19321,10703,2,2,77.0,77.0,77,93,(0.10439070116674742+0j)
425,139x139,19321,9730,2,2,70.0,70.0,70,82,(0.10686205634773677+0.006853884348714907j)
426,139x139,19321,8757,2,2,63.0,63.0,63,78,(0.11435420893633043+0.0312513431478286j)
427,139x139,19321,7784,2,2,56.0,56.0,56,69,(0.11348950214324285+0.019529638502940094j)
428,139x139,19321,6811,2,2,49.0,49.0,49,62,(0.12961448040587814+0.012895168122872466j)
429,139x139,19321,5838,2,2,42.0,42.0,42,55,(0.1448803473347516+0j)
430,13x13,169,130,2,2,10.0,10.0,10,12,(0.27429072087662215+0j)
431,13x13,169,130,2,2,10.0,10.0,10,12,(0.21232447480152486+0j)
432,13x13,169,117,2,2,9.0,9.0,9,11,(0.24629439393407992+0j)
433,13x13,169,104,2,2,8.0,8.0,8,11,(0.3115972846753108+0j)
434,13x13,169,104,2,2,8.0,8.0,8,11,(0.2037655278111065+0j)
435,13x13,169,91,2,2,7.0,7.0,7,9,(0.32326866405945043+0j)
436,13x13,169,78,3,2,6.0,6.0,6,11,(0.2736998712428767+0j)
437,13x13,169,78,3,2,6.0,6.0,6,8,(0.2636531580019236+0j)
438,13x13,169,65,3,2,5.0,5.0,5,8,(0.3240048929959083+0.20572497703489526j)
439,13x13,169,52,4,3,4.0,4.0,4,6,(0.18918677159974523+0j)
440,140x140,19600,14700,2,2,105.0,105.0,105,118,(0.0710055381449089+0.023985160774083473j)
441,140x140,19600,13720,2,2,98.0,98.0,98,113,(0.07711693878309164+0j)
442,140x140,19600,12740,2,2,91.0,91.0,91,105,(0.0822432704057483+0.01011401834183034j)
443,140x140,19600,11900,2,2,85.0,85.0,85,100,(0.09296095208575866+0.00604390752280526j)
444,140x140,19600,10920,2,2,78.0,78.0,78,94,(0.0949001615139989+0j)
445,140x140,19600,9940,2,2,71.0,71.0,71,86,(0.10683365015075859+0j)
446,140x140,19600,8960,2,2,64.0,64.0,64,78,(0.11806017562515989+0.0038983476845230757j)
447,140x140,19600,7840,2,2,56.0,56.0,56,70,(0.12815569149407385+0.024303361269217175j)
448,140x140,19600,6860,2,2,49.0,49.0,49,63,(0.15387078362791579+0j)
449,140x140,19600,5880,2,2,42.0,42.0,42,55,(0.14173956614181737+0.02407757478968697j)
450,141x141,19881,14946,2,2,106.0,106.0,106,121,(0.06878658764749085+0.02203256489387214j)
451,141x141,19881,13959,2,2,99.0,99.0,99,111,(0.07444428080957052+0.02354779300917619j)
452,141x141,19881,12972,2,2,92.0,92.0,92,110,(0.08611712785289985+0j)
453,141x141,19881,11985,2,2,85.0,85.0,85,103,(0.09203782651035818+0j)
454,141x141,19881,10998,2,2,78.0,78.0,78,92,(0.10477001203996865+0j)
455,141x141,19881,10011,2,2,71.0,71.0,71,87,(0.09796608715716124+0.0005879214272469442j)
456,141x141,19881,9024,2,2,64.0,64.0,64,80,(0.1009566456411923+0.03133150549522218j)
457,141x141,19881,8037,2,2,57.0,57.0,57,74,(0.1280081832866196+0j)
458,141x141,19881,7050,2,2,50.0,50.0,50,65,(0.13841561569276514+0.02854589591580473j)
459,141x141,19881,6063,2,2,43.0,43.0,43,57,(0.1731670613350057+0j)
460,142x142,20164,15194,2,2,107.0,107.0,107,118,(0.07192773192926705+0.016084422479763903j)
461,142x142,20164,14200,2,2,100.0,100.0,100,111,(0.07152574475257721+0.00951949040826843j)
462,142x142,20164,13206,2,2,93.0,93.0,93,106,(0.08322727386253682+0j)
463,142x142,20164,12212,2,2,86.0,86.0,86,101,(0.08799697986900593+0j)
464,142x142,20164,11218,2,2,79.0,79.0,79,95,(0.09094954418355766+0j)
465,142x142,20164,10224,2,2,72.0,72.0,72,88,(0.09923520537942354+0.022953256006794636j)
466,142x142,20164,9088,2,2,64.0,64.0,64,77,(0.1132746619821878+0j)
467,142x142,20164,8094,2,2,57.0,57.0,57,72,(0.13074858268244602+0j)
468,142x142,20164,7100,2,2,50.0,50.0,50,64,(0.14501129344860716+0j)
469,142x142,20164,6106,2,2,43.0,43.0,43,59,(0.15494022557691556+0.034504536957152845j)
470,143x143,20449,15444,2,2,108.0,108.0,108,123,(0.07565606441646784+0j)
471,143x143,20449,14443,2,2,101.0,101.0,101,117,(0.07379141455807912+0.00901618741843923j)
472,143x143,20449,13299,2,2,93.0,93.0,93,107,(0.0843993956748994+0.03496646788345027j)
473,143x143,20449,12298,2,2,86.0,86.0,86,100,(0.093459398696631+0j)
474,143x143,20449,11297,2,2,79.0,79.0,79,95,(0.0942464103892812+0.011384730137814452j)
475,143x143,20449,10296,2,2,72.0,72.0,72,88,(0.1028487910045012+0.02310857404052366j)
476,143x143,20449,9295,2,2,65.0,65.0,65,79,(0.11410475039525617+0.002826758484745193j)
477,143x143,20449,8294,2,2,58.0,58.0,58,74,(0.11558051655688402+0.0026738686157932764j)
478,143x143,20449,7293,2,2,51.0,51.0,51,62,(0.1325480665568899+0.011866819021778337j)
479,143x143,20449,6149,2,2,43.0,43.0,43,61,(0.1656163991385378+0j)
480,144x144,20736,15552,2,2,108.0,108.0,108,121,(0.0661588117034756+0j)
481,144x144,20736,14544,2,2,101.0,101.0,101,116,(0.07612498717449881+0.003416412920623126j)
482,144x144,20736,13536,2,2,94.0,94.0,94,109,(0.07995643079231976+0j)
483,144x144,20736,12528,2,2,87.0,87.0,87,102,(0.09260965618336411+0j)
484,144x144,20736,11520,2,2,80.0,80.0,80,96,(0.09197325810740024+0.014171414421316694j)
485,144x144,20736,10512,2,2,73.0,73.0,73,86,(0.10188386741595062+0j)
486,144x144,20736,9360,2,2,65.0,65.0,65,80,(0.11471918649141422+0.03106029887709684j)
487,144x144,20736,8352,2,2,58.0,58.0,58,72,(0.1191354922584856+0.02881730544358045j)
488,144x144,20736,7344,2,2,51.0,51.0,51,69,(0.1392256384037311+0.013450860372910926j)
489,144x144,20736,6336,2,2,44.0,44.0,44,58,(0.14239799635713882+0j)
490,145x145,21025,15805,2,2,109.0,109.0,109,120,(0.07195835228962456+0.021038206986194123j)
491,145x145,21025,14790,2,2,102.0,102.0,102,116,(0.07243833538736937+0.022990765197327782j)
492,145x145,21025,13775,2,2,95.0,95.0,95,109,(0.08653218827938466+0j)
493,145x145,21025,12760,2,2,88.0,88.0,88,103,(0.08709890766101408+0.024558541557439705j)
494,145x145,21025,11600,2,2,80.0,80.0,80,94,(0.09523898055846869+0.024099780731328364j)
495,145x145,21025,10585,2,2,73.0,73.0,73,91,(0.10899754935214506+0j)
496,145x145,21025,9570,2,2,66.0,66.0,66,81,(0.11611833655016432+0.004246643526968981j)
497,145x145,21025,8410,2,2,58.0,58.0,58,75,(0.11187866095568916+0.0302599880035505j)
498,145x145,21025,7395,2,2,51.0,51.0,51,69,(0.13606741474973272+0.03415932638685385j)
499,145x145,21025,6380,2,2,44.0,44.0,44,63,(0.1438003707800392+0j)
500,146x146,21316,16060,2,2,110.0,110.0,110,121,(0.06730301579200043+0.00220719772848848j)
501,146x146,21316,15038,2,2,103.0,103.0,103,115,(0.07395064987948527+0.018303445905624837j)
502,146x146,21316,13870,2,2,95.0,95.0,95,107,(0.07819111746576901+0j)
503,146x146,21316,12848,2,2,88.0,88.0,88,106,(0.09614587186934931+0j)
504,146x146,21316,11826,2,2,81.0,81.0,81,100,(0.09688200861417481+0.025056583996259506j)
505,146x146,21316,10804,2,2,74.0,74.0,74,87,(0.1127073317498645+0j)
506,146x146,21316,9636,2,2,66.0,66.0,66,83,(0.11097342513163425+0.011927995417234764j)
507,146x146,21316,8614,2,2,59.0,59.0,59,75,(0.12109369447278401+0.024737180871079973j)
508,146x146,21316,7592,2,2,52.0,52.0,52,66,(0.13197598677669362+0j)
509,146x146,21316,6424,2,2,44.0,44.0,44,58,(0.16473954884926054+0.02069539328819406j)
510,147x147,21609,16317,2,2,111.0,111.0,111,123,(0.07119554052481344+0.0031659288172470857j)
511,147x147,21609,15141,2,2,103.0,103.0,103,117,(0.07290305517986112+0.002930128366961502j)
512,147x147,21609,14112,2,2,96.0,96.0,96,113,(0.08828386425303072+0.00567360529873139j)
513,147x147,21609,13083,2,2,89.0,89.0,89,103,(0.09676617740910826+0.009611437705666128j)
514,147x147,21609,11907,2,2,81.0,81.0,81,98,(0.10937789449188849+0j)
515,147x147,21609,10878,2,2,74.0,74.0,74,89,(0.10546485341998077+0.016896991078362962j)
516,147x147,21609,9849,2,2,67.0,67.0,67,80,(0.10692128058285144+0.011601668415050736j)
517,147x147,21609,8673,2,2,59.0,59.0,59,79,(0.12046948954384813+0.012940528286169428j)
518,147x147,21609,7644,2,2,52.0,52.0,52,69,(0.1372030480757749+0j)
519,147x147,21609,6615,2,2,45.0,45.0,45,63,(0.16220339118831628+0j)
520,148x148,21904,16428,2,2,111.0,111.0,111,127,(0.06887614185538272+0j)
521,148x148,21904,15392,2,2,104.0,104.0,104,120,(0.08395786211263895+0j)
522,148x148,21904,14356,2,2,97.0,97.0,97,111,(0.07972473824271478+0.012290489879699452j)
523,148x148,21904,13172,2,2,89.0,89.0,89,103,(0.08481976826936866+0j)
524,148x148,21904,12136,2,2,82.0,82.0,82,98,(0.09546446051456015+0j)
525,148x148,21904,11100,2,2,75.0,75.0,75,90,(0.10376897975011087+0j)
526,148x148,21904,9916,2,2,67.0,67.0,67,84,(0.10316035723434883+0j)
527,148x148,21904,8880,2,2,60.0,60.0,60,74,(0.11781550745753165+0.022114451719654354j)
528,148x148,21904,7696,2,2,52.0,52.0,52,65,(0.12887970075564706+0.04268155107000944j)
529,148x148,21904,6660,2,2,45.0,45.0,45,60,(0.13988104836144813+0j)
530,149x149,22201,16688,2,2,112.0,112.0,112,127,(0.06849258972366504+0.006379254593215277j)
531,149x149,22201,15645,2,2,105.0,105.0,105,123,(0.07164822126293055+0.007411427818859521j)
532,149x149,22201,14453,2,2,97.0,97.0,97,114,(0.08809125073311957+0j)
533,149x149,22201,13410,2,2,90.0,90.0,90,104,(0.08955367045349336+0.023405670350917035j)
534,149x149,22201,12218,2,2,82.0,82.0,82,102,(0.10445770790289938+0.009579372435449686j)
535,149x149,22201,11175,2,2,75.0,75.0,75,89,(0.10329136543446214+0j)
536,149x149,22201,10132,2,2,68.0,68.0,68,86,(0.1122936463002201+0.031719184937950895j)
537,149x149,22201,8940,2,2,60.0,60.0,60,73,(0.12487979370577329+0j)
538,149x149,22201,7897,2,2,53.0,53.0,53,67,(0.13433714679456304+0.017956897023138643j)
539,149x149,22201,6705,2,2,45.0,45.0,45,62,(0.1562850461929509+0j)
540,14x14,196,154,2,2,11.0,11.0,11,14,(0.1535876680663893+0.08622186883414153j)
541,14x14,196,140,2,2,10.0,10.0,10,12,(0.16314889905656096+0j)
542,14x14,196,140,2,2,10.0,10.0,10,12,(0.22319378162213596+0j)
543,14x14,196,126,2,2,9.0,9.0,9,13,(0.3934415847795826+0j)
544,14x14,196,112,2,2,8.0,8.0,8,11,(0.14413621576593244+0.11353681590768522j)
545,14x14,196,112,2,2,8.0,8.0,8,11,(0.3837216948945357+0j)
546,14x14,196,98,2,2,7.0,7.0,7,8,(0.3680668089386789+0j)
547,14x14,196,84,3,2,6.0,6.0,6,9,(0.3447573511025598+0j)
548,14x14,196,70,3,2,5.0,5.0,5,10,(0.3695440240450775+0.2444939796458785j)
549,14x14,196,70,3,2,5.0,5.0,5,8,(0.40399799174083695+0j)
550,150x150,22500,16950,2,2,113.0,113.0,113,124,(0.06839468861272233+0.012681332976137518j)
551,150x150,22500,15750,2,2,105.0,105.0,105,124,(0.07867198485856078+0.01031727239917602j)
552,150x150,22500,14700,2,2,98.0,98.0,98,116,(0.0767851426710982+0.011086431042794938j)
553,150x150,22500,13650,2,2,91.0,91.0,91,107,(0.08764406492667264+0j)
554,150x150,22500,12450,2,2,83.0,83.0,83,98,(0.0958495659900307+0.0061113567462965515j)
555,150x150,22500,11400,2,2,76.0,76.0,76,95,(0.10191655548204911+0.025417019476507548j)
556,150x150,22500,10200,2,2,68.0,68.0,68,86,(0.10438642172768339+0.019682800198373023j)
557,150x150,22500,9000,2,2,60.0,60.0,60,75,(0.11741644116818312+0.005492573705188978j)
558,150x150,22500,7950,2,2,53.0,53.0,53,71,(0.12393105648819515+0.003634053715050794j)
559,150x150,22500,6750,2,2,45.0,45.0,45,61,(0.13603133905540443+0.015457945133359435j)
560,151x151,22801,17214,2,2,114.0,114.0,114,128,(0.068017106413792+0.015495128745752047j)
561,151x151,22801,16006,2,2,106.0,106.0,106,120,(0.07579166485305586+0.018133135964588012j)
562,151x151,22801,14949,2,2,99.0,99.0,99,117,(0.08923879695423292+0j)
563,151x151,22801,13741,2,2,91.0,91.0,91,103,(0.09543247637569802+0j)
564,151x151,22801,12684,2,2,84.0,84.0,84,98,(0.08901878762361273+0.028188325560455713j)
565,151x151,22801,11476,2,2,76.0,76.0,76,92,(0.11123497655998088+0.020421761625473038j)
566,151x151,22801,10268,2,2,68.0,68.0,68,80,(0.1026805897443718+0.0139131618088333j)
567,151x151,22801,9211,2,2,61.0,61.0,61,76,(0.1215315575740924+0j)
568,151x151,22801,8003,2,2,53.0,53.0,53,68,(0.12541458585782006+0.030711303684919613j)
569,151x151,22801,6946,2,2,46.0,46.0,46,64,(0.14053544484891417+0.017515364920002652j)
570,152x152,23104,17328,2,2,114.0,114.0,114,129,(0.06840180314397859+0j)
571,152x152,23104,16264,2,2,107.0,107.0,107,116,(0.07433675398710561+0.028502423310016445j)
572,152x152,23104,15048,2,2,99.0,99.0,99,112,(0.08701853915805055+0.02517015220097761j)
573,152x152,23104,13984,2,2,92.0,92.0,92,111,(0.08650084437117504+0j)
574,152x152,23104,12768,2,2,84.0,84.0,84,96,(0.09168016892918979+0.015934483499576088j)
575,152x152,23104,11704,2,2,77.0,77.0,77,92,(0.1100823264736494+0j)
576,152x152,23104,10488,2,2,69.0,69.0,69,87,(0.10637150060778894+0.01940109522836301j)
577,152x152,23104,9272,2,2,61.0,61.0,61,75,(0.12318156913793081+0j)
578,152x152,23104,8208,2,2,54.0,54.0,54,69,(0.131319973116246+0j)
579,152x152,23104,6992,2,2,46.0,46.0,46,60,(0.15213200929247767+0j)
580,153x153,23409,17595,2,2,115.0,115.0,115,126,(0.0657977248059721+0j)
581,153x153,23409,16524,2,2,108.0,108.0,108,121,(0.0726037595889051+0.014102259071412743j)
582,153x153,23409,15300,2,2,100.0,100.0,100,114,(0.0833738276279055+0.018139053062826333j)
583,153x153,23409,14076,2,2,92.0,92.0,92,109,(0.0892242733501937+0.019458077491258885j)
584,153x153,23409,13005,2,2,85.0,85.0,85,103,(0.09157559557236006+0.005547564726396074j)
585,153x153,23409,11781,2,2,77.0,77.0,77,92,(0.10259686768494106+0.007259826598209641j)
586,153x153,23409,10557,2,2,69.0,69.0,69,84,(0.10630385102917322+0j)
587,153x153,23409,9486,2,2,62.0,62.0,62,81,(0.12352872069941816+0.022967770852857988j)
588,153x153,23409,8262,2,2,54.0,54.0,54,72,(0.13663341493582787+0j)
589,153x153,23409,7038,2,2,46.0,46.0,46,60,(0.14867037561419286+0.014806952820356024j)
590,154x154,23716,17864,2,2,116.0,116.0,116,129,(0.06837090132596121+0.001614411176104105j)
591,154x154,23716,16632,2,2,108.0,108.0,108,123,(0.07149270392709363+0j)
592,154x154,23716,15554,2,2,101.0,101.0,101,114,(0.08102170816659678+0j)
593,154x154,23716,14322,2,2,93.0,93.0,93,108,(0.08567590901269634+0.0017865045826411332j)
594,154x154,23716,13090,2,2,85.0,85.0,85,106,(0.0880755219710796+0.002363894846654721j)
595,154x154,23716,12012,2,2,78.0,78.0,78,96,(0.10004744254886556+0j)
596,154x154,23716,10780,2,2,70.0,70.0,70,86,(0.10849243434187425+0.014822955678457506j)
597,154x154,23716,9548,2,2,62.0,62.0,62,76,(0.12576421384339515+0.0072139836711019555j)
598,154x154,23716,8316,2,2,54.0,54.0,54,68,(0.13693645683399416+0.0037066644436416977j)
599,154x154,23716,7238,2,2,47.0,47.0,47,61,(0.14433840132107026+0j)
600,155x155,24025,18135,2,2,117.0,117.0,117,131,(0.07068813158548215+0.006409747681003227j)
601,155x155,24025,16895,2,2,109.0,109.0,109,122,(0.06948426504564359+0.00990219878025846j)
602,155x155,24025,15655,2,2,101.0,101.0,101,113,(0.07987390179747922+0j)
603,155x155,24025,14570,2,2,94.0,94.0,94,111,(0.08347311138454817+0j)
604,155x155,24025,13330,2,2,86.0,86.0,86,101,(0.08758559974554311+0.01362096364882837j)
605,155x155,24025,12090,2,2,78.0,78.0,78,93,(0.10049638662613938+0.038069826995764985j)
606,155x155,24025,10850,2,2,70.0,70.0,70,88,(0.1054404332358123+0j)
607,155x155,24025,9610,2,2,62.0,62.0,62,76,(0.11206519121618817+0.021122300528935573j)
608,155x155,24025,8525,2,2,55.0,55.0,55,71,(0.13775818387961541+0.02194345282971681j)
