,matrix,number_of_nodes,number_of_edges,diameter,radius,average_in_deg,average_out_deg,max_in_deg,max_out_deg,sle
94,12x12,144,72,3,2,6.0,6.0,6,9,(0.2877956527048987+0.2398097732054173j)
95,12x12,144,72,3,2,6.0,6.0,6,11,(0.4051329427332038+0j)
96,12x12,144,72,3,2,6.0,6.0,6,11,(0.3539025418916228+0j)
97,12x12,144,72,2,2,6.0,6.0,6,8,(0.4011452013985935+0.11564840938949905j)
98,12x12,144,72,2,2,6.0,6.0,6,9,(0.32558345647553455+0.09480708470910784j)
99,12x12,144,72,3,2,6.0,6.0,6,9,(0.33521720332372607+0j)
100,13x13,169,91,3,2,7.0,7.0,7,9,(0.4509989079638345+0j)
101,13x13,169,91,2,2,7.0,7.0,7,9,(0.21222449855624037+0j)
102,13x13,169,91,2,2,7.0,7.0,7,10,(0.33211064426576603+0j)
103,13x13,169,91,2,2,7.0,7.0,7,11,(0.337867226178352+0j)
104,13x13,169,91,2,2,7.0,7.0,7,11,(0.43239295075860784+0j)
105,13x13,169,91,2,2,7.0,7.0,7,10,(0.2635915554337812+0.14990521284015607j)
106,13x13,169,91,2,2,7.0,7.0,7,9,(0.23649622224660216+0.0856079873491184j)
107,13x13,169,91,2,2,7.0,7.0,7,9,(0.26153944007876284+0.04528636905472718j)
108,13x13,169,91,2,2,7.0,7.0,7,11,(0.2957295651367664+0.050620784690184564j)
109,13x13,169,91,3,2,7.0,7.0,7,10,(0.21994072329600525+0.1924325761638958j)
110,14x14,196,98,3,2,7.0,7.0,7,11,(0.43806667950293954+0j)
111,14x14,196,98,2,2,7.0,7.0,7,9,(0.28718563939390707+0j)
112,14x14,196,98,3,2,7.0,7.0,7,11,(0.2651437009454858+0.2493364949929148j)
113,14x14,196,98,2,2,7.0,7.0,7,10,(0.16821375739959427+0j)
114,14x14,196,98,2,2,7.0,7.0,7,10,(0.4268785833945981+0j)
115,14x14,196,98,3,2,7.0,7.0,7,10,(0.2864162787029388+0j)
116,14x14,196,98,2,2,7.0,7.0,7,10,(0.2207910811940401+0j)
117,14x14,196,98,2,2,7.0,7.0,7,10,(0.31346317850464467+0j)
118,14x14,196,98,3,2,7.0,7.0,7,10,(0.37239838110046874+0j)
119,14x14,196,98,2,2,7.0,7.0,7,11,(0.2490597590872349+0j)
120,15x15,225,120,2,2,8.0,8.0,8,11,(0.32245108211506135+0j)
121,15x15,225,120,2,2,8.0,8.0,8,11,(0.3078673188598731+0j)
122,15x15,225,120,2,2,8.0,8.0,8,11,(0.31595821512833666+0.1096194936412427j)
123,15x15,225,120,2,2,8.0,8.0,8,11,(0.23543649668369912+0j)
124,15x15,225,120,3,2,8.0,8.0,8,12,(0.31920244602663933+0j)
125,15x15,225,120,2,2,8.0,8.0,8,11,(0.25141399473063064+0j)
126,15x15,225,120,2,2,8.0,8.0,8,11,(0.31526899998976177+0.08712679001180888j)
127,15x15,225,120,2,2,8.0,8.0,8,11,(0.3186083504512698+0j)
128,15x15,225,120,2,2,8.0,8.0,8,13,(0.21725393882293426+0j)
129,15x15,225,120,2,2,8.0,8.0,8,11,(0.2877533297002639+0.04540949352885346j)
130,16x16,256,128,2,2,8.0,8.0,8,12,(0.21043148924665672+0j)
131,16x16,256,128,3,2,8.0,8.0,8,12,(0.2646997263210037+0.10482461660088419j)
132,16x16,256,128,3,2,8.0,8.0,8,12,(0.40446473890338436+0j)
133,16x16,256,128,3,2,8.0,8.0,8,10,(0.20867022080623948+0.11755808038633228j)
134,16x16,256,128,2,2,8.0,8.0,8,12,(0.33874437021434917+0j)
135,16x16,256,128,2,2,8.0,8.0,8,11,(0.4061110462659369+0j)
136,16x16,256,128,3,2,8.0,8.0,8,10,(0.3675101529308172+0j)
137,16x16,256,128,2,2,8.0,8.0,8,12,(0.21222519569248086+0.16356651547016882j)
138,16x16,256,128,2,2,8.0,8.0,8,13,(0.3538888091931547+0j)
139,16x16,256,128,3,2,8.0,8.0,8,11,(0.21025785259313934+0.06288802626742701j)
140,17x17,289,153,2,2,9.0,9.0,9,13,(0.3117961412993117+0j)
141,17x17,289,153,2,2,9.0,9.0,9,12,(0.24011310805505443+0.09947983560937114j)
142,17x17,289,153,2,2,9.0,9.0,9,12,(0.2164428584709235+0.09933757348319228j)
143,17x17,289,153,2,2,9.0,9.0,9,12,(0.2448649153599538+0j)
144,17x17,289,153,2,2,9.0,9.0,9,14,(0.24587095865048592+0j)
145,17x17,289,153,2,2,9.0,9.0,9,12,(0.3072430408504482+0.12619768580009738j)
146,17x17,289,153,2,2,9.0,9.0,9,13,(0.2588436771690285+0j)
147,17x17,289,153,2,2,9.0,9.0,9,11,(0.23729624648494368+0j)
148,17x17,289,153,2,2,9.0,9.0,9,12,(0.29070733361431256+0j)
149,17x17,289,153,2,2,9.0,9.0,9,12,(0.2713408446674228+0j)
150,18x18,324,162,3,2,9.0,9.0,9,15,(0.2849741675560778+0j)
151,18x18,324,162,3,2,9.0,9.0,9,13,(0.2016734503523016+0.14364014036397824j)
152,18x18,324,162,2,2,9.0,9.0,9,13,(0.2510005432950709+0j)
153,18x18,324,162,2,2,9.0,9.0,9,14,(0.29814825541509216+0.09603874936599144j)
154,18x18,324,162,3,2,9.0,9.0,9,13,(0.3349505079644362+0j)
155,18x18,324,162,2,2,9.0,9.0,9,11,(0.3278894433266487+0j)
156,18x18,324,162,3,2,9.0,9.0,9,15,(0.21787062198564963+0.038885582897509444j)
157,18x18,324,162,3,2,9.0,9.0,9,13,(0.31323977121000945+0j)
158,18x18,324,162,2,2,9.0,9.0,9,14,(0.30618391560059843+0.12135794481010269j)
159,18x18,324,162,2,2,9.0,9.0,9,13,(0.3827458773920043+0j)
160,19x19,361,190,3,2,10.0,10.0,10,14,(0.2853546988097767+0j)
161,19x19,361,190,2,2,10.0,10.0,10,13,(0.31181057595540634+0j)
162,19x19,361,190,2,2,10.0,10.0,10,15,(0.33269527637415813+0j)
163,19x19,361,190,2,2,10.0,10.0,10,12,(0.24078413583862485+0.03617765672238033j)
164,19x19,361,190,2,2,10.0,10.0,10,13,(0.19941896148976662+0.08051477264563772j)
165,19x19,361,190,2,2,10.0,10.0,10,13,(0.2916706450656167+0.06817051478448985j)
166,19x19,361,190,2,2,10.0,10.0,10,13,(0.23000125009702477+0.06666926414148669j)
167,19x19,361,190,2,2,10.0,10.0,10,14,(0.32115266365138184+0j)
168,19x19,361,190,2,2,10.0,10.0,10,13,(0.37319265554290526+0j)
169,19x19,361,190,3,2,10.0,10.0,10,13,(0.2009069306381516+0j)
170,20x20,400,200,2,2,10.0,10.0,10,13,(0.2680176481372408+0j)
171,20x20,400,200,2,2,10.0,10.0,10,13,(0.21685194452356565+0.06327822792998808j)
172,20x20,400,200,2,2,10.0,10.0,10,16,(0.3092574597378204+0j)
173,20x20,400,200,2,2,10.0,10.0,10,15,(0.2520112591322385+0j)
174,20x20,400,200,2,2,10.0,10.0,10,14,(0.2601634426577231+0j)
175,20x20,400,200,2,2,10.0,10.0,10,14,(0.2310300491064939+0j)
176,20x20,400,200,3,2,10.0,10.0,10,14,(0.1929945438864486+0.06362274975960794j)
177,20x20,400,200,3,2,10.0,10.0,10,14,(0.2296332105482764+0.15018218495333124j)
178,20x20,400,200,2,2,10.0,10.0,10,16,(0.2092068773471636+0.14984973816030658j)
179,20x20,400,200,2,2,10.0,10.0,10,13,(0.25371359313359076+0.10186965199881j)
180,21x21,441,231,3,2,11.0,11.0,11,15,(0.20788490600831327+0.07492971884195826j)
181,21x21,441,231,2,2,11.0,11.0,11,14,(0.29800707552261685+0j)
182,21x21,441,231,2,2,11.0,11.0,11,15,(0.2279244945429501+0j)
183,21x21,441,231,2,2,11.0,11.0,11,16,(0.22371397143031377+0.04000524882541669j)
184,21x21,441,231,2,2,11.0,11.0,11,14,(0.24016208825990049+0.04088290330137434j)
185,21x21,441,231,2,2,11.0,11.0,11,16,(0.30587387786909304+0j)
186,21x21,441,231,2,2,11.0,11.0,11,15,(0.2463566524621444+0j)
187,21x21,441,231,3,2,11.0,11.0,11,16,(0.2608939310237843+0j)
188,21x21,441,231,2,2,11.0,11.0,11,14,(0.2417368074644142+0j)
189,21x21,441,231,2,2,11.0,11.0,11,15,(0.2651069791475429+0.10123308520436468j)
190,22x22,484,242,2,2,11.0,11.0,11,16,(0.2256112529431383+0j)
191,22x22,484,242,2,2,11.0,11.0,11,17,(0.18943063573061655+0.04363419312425249j)
192,22x22,484,242,3,2,11.0,11.0,11,15,(0.26657892023764884+0j)
193,22x22,484,242,2,2,11.0,11.0,11,15,(0.2698999751703935+0j)
194,22x22,484,242,2,2,11.0,11.0,11,15,(0.25981504784469345+0j)
195,22x22,484,242,2,2,11.0,11.0,11,15,(0.22510031120569407+0.05328819407523624j)
196,22x22,484,242,2,2,11.0,11.0,11,16,(0.3380351864797972+0j)
197,22x22,484,242,2,2,11.0,11.0,11,15,(0.2562241405685558+0j)
198,22x22,484,242,2,2,11.0,11.0,11,17,(0.222957105095695+0.10663200315714436j)
199,22x22,484,242,2,2,11.0,11.0,11,15,(0.2776687472214873+0j)
200,23x23,529,276,2,2,12.0,12.0,12,17,(0.21558354903175156+0j)
201,23x23,529,276,2,2,12.0,12.0,12,19,(0.2691514512794495+0.020615264253709895j)
202,23x23,529,276,2,2,12.0,12.0,12,17,(0.2775654892392654+0j)
203,23x23,529,276,2,2,12.0,12.0,12,16,(0.24890605942672922+0.05331972740741082j)
204,23x23,529,276,2,2,12.0,12.0,12,16,(0.19893028575577537+0.08761643086172866j)
205,23x23,529,276,2,2,12.0,12.0,12,17,(0.21927864531607694+0.07669181879863662j)
206,23x23,529,276,2,2,12.0,12.0,12,17,(0.2703114981119766+0j)
207,23x23,529,276,3,2,12.0,12.0,12,16,(0.26850234315713506+0j)
208,23x23,529,276,2,2,12.0,12.0,12,16,(0.23040863774912312+0.09462622869752253j)
209,23x23,529,276,2,2,12.0,12.0,12,18,(0.23289716682673617+0j)
210,24x24,576,288,3,2,12.0,12.0,12,16,(0.2549054891940011+0j)
211,24x24,576,288,2,2,12.0,12.0,12,17,(0.21082656479435627+0j)
212,24x24,576,288,3,2,12.0,12.0,12,17,(0.20980504522465515+0.18935715011506984j)
213,24x24,576,288,2,2,12.0,12.0,12,16,(0.2691454034640937+0j)
214,24x24,576,288,2,2,12.0,12.0,12,16,(0.20377054902583402+0j)
215,24x24,576,288,3,2,12.0,12.0,12,17,(0.22289114297037133+0.116270134154128j)
216,24x24,576,288,2,2,12.0,12.0,12,19,(0.30882292599891376+0j)
217,24x24,576,288,2,2,12.0,12.0,12,20,(0.34222863562396916+0j)
218,24x24,576,288,2,2,12.0,12.0,12,16,(0.1837576232806714+0.056291438320060165j)
219,24x24,576,288,2,2,12.0,12.0,12,15,(0.2423864169325966+0.03953137364561264j)
220,25x25,625,325,2,2,13.0,13.0,13,19,(0.24587844514023585+0.02324848863762824j)
221,25x25,625,325,2,2,13.0,13.0,13,17,(0.20833587745392296+0j)
222,25x25,625,325,2,2,13.0,13.0,13,17,(0.2052088886590852+0.026258324469167885j)
223,25x25,625,325,2,2,13.0,13.0,13,17,(0.22087410839019045+0j)
224,25x25,625,325,2,2,13.0,13.0,13,17,(0.18632172751815265+0.1536912656708619j)
225,25x25,625,325,2,2,13.0,13.0,13,18,(0.29214452925152923+0j)
226,25x25,625,325,2,2,13.0,13.0,13,17,(0.25253727075791+0j)
227,25x25,625,325,2,2,13.0,13.0,13,19,(0.24994122875967548+0j)
228,25x25,625,325,2,2,13.0,13.0,13,18,(0.257960597252862+0.05417166995008894j)
229,25x25,625,325,2,2,13.0,13.0,13,19,(0.210580196859805+0.14058933997109394j)
230,26x26,676,338,2,2,13.0,13.0,13,20,(0.2605044585828369+0j)
231,26x26,676,338,2,2,13.0,13.0,13,17,(0.20160073668923328+0j)
232,26x26,676,338,2,2,13.0,13.0,13,18,(0.16942699350899412+0.03144899384392268j)
233,26x26,676,338,2,2,13.0,13.0,13,17,(0.1830748718304955+0j)
234,26x26,676,338,2,2,13.0,13.0,13,18,(0.21036194962284235+0j)
235,26x26,676,338,2,2,13.0,13.0,13,17,(0.2128350030182591+0j)
236,26x26,676,338,2,2,13.0,13.0,13,18,(0.23419953006647606+0.08437141470421824j)
237,26x26,676,338,2,2,13.0,13.0,13,18,(0.29797328997317435+0j)
238,26x26,676,338,2,2,13.0,13.0,13,18,(0.2463410431524828+0.028302053157705342j)
239,26x26,676,338,2,2,13.0,13.0,13,19,(0.21983526225714656+0.07112511853081296j)
240,27x27,729,378,2,2,14.0,14.0,14,18,(0.1962104139451245+0j)
241,27x27,729,378,2,2,14.0,14.0,14,17,(0.24571231901435636+0.12000320411974577j)
242,27x27,729,378,2,2,14.0,14.0,14,20,(0.18148448193004518+0.05072340248513461j)
243,27x27,729,378,2,2,14.0,14.0,14,21,(0.2828421796963614+0j)
244,27x27,729,378,2,2,14.0,14.0,14,17,(0.17528582111437202+0.1302556121617775j)
245,27x27,729,378,2,2,14.0,14.0,14,19,(0.20620589165595193+0.037256396224805546j)
246,27x27,729,378,2,2,14.0,14.0,14,19,(0.220159049724571+0.011264264011015242j)
247,27x27,729,378,2,2,14.0,14.0,14,18,(0.2621572186148386+0j)
248,27x27,729,378,2,2,14.0,14.0,14,21,(0.19171757656432625+0j)
249,27x27,729,378,2,2,14.0,14.0,14,19,(0.18975490268392176+0.08826516875929095j)
250,28x28,784,392,2,2,14.0,14.0,14,19,(0.3215412091783752+0j)
251,28x28,784,392,2,2,14.0,14.0,14,21,(0.1854924760369024+0j)
252,28x28,784,392,2,2,14.0,14.0,14,20,(0.22124693475988472+0j)
253,28x28,784,392,2,2,14.0,14.0,14,18,(0.19542950843711504+0.030464505769572176j)
254,28x28,784,392,2,2,14.0,14.0,14,20,(0.2267301130195542+0.08149174772636832j)
255,28x28,784,392,2,2,14.0,14.0,14,17,(0.2275036862192183+0.07501107576384017j)
256,28x28,784,392,2,2,14.0,14.0,14,22,(0.24869175269132718+0j)
257,28x28,784,392,2,2,14.0,14.0,14,20,(0.20388422936262401+0.16434491587638086j)
258,28x28,784,392,2,2,14.0,14.0,14,18,(0.21659868921950398+0.06186877148774103j)
259,28x28,784,392,2,2,14.0,14.0,14,17,(0.21405580036722918+0.051529781681230374j)
260,29x29,841,435,2,2,15.0,15.0,15,19,(0.21582292842862247+0.10370484223553642j)
261,29x29,841,435,2,2,15.0,15.0,15,19,(0.19579383592801586+0.11245740125408449j)
262,29x29,841,435,2,2,15.0,15.0,15,22,(0.21377158748603764+0j)
263,29x29,841,435,2,2,15.0,15.0,15,20,(0.20926427170314765+0j)
264,29x29,841,435,2,2,15.0,15.0,15,20,(0.20145487257648226+0j)
265,29x29,841,435,2,2,15.0,15.0,15,21,(0.2719507785571975+0j)
266,29x29,841,435,2,2,15.0,15.0,15,22,(0.22869449874438577+0j)
267,29x29,841,435,2,2,15.0,15.0,15,21,(0.21074946035526032+0j)
268,29x29,841,435,3,2,15.0,15.0,15,22,(0.20661439138614046+0.04640158301645677j)
269,29x29,841,435,2,2,15.0,15.0,15,20,(0.22091863907238232+0.11976179659064418j)
270,30x30,900,450,2,2,15.0,15.0,15,23,(0.23588191385568816+0j)
271,30x30,900,450,2,2,15.0,15.0,15,22,(0.19816829747729647+0j)
272,30x30,900,450,2,2,15.0,15.0,15,21,(0.1755575305465305+0j)
273,30x30,900,450,2,2,15.0,15.0,15,19,(0.1762378952831294+0.054688105954442345j)
274,30x30,900,450,2,2,15.0,15.0,15,21,(0.2122651257328665+0.06709151432185881j)
275,30x30,900,450,2,2,15.0,15.0,15,21,(0.25874109469898404+0j)
276,30x30,900,450,2,2,15.0,15.0,15,19,(0.20114377891605825+0j)
277,30x30,900,450,2,2,15.0,15.0,15,20,(0.19695954556361672+0j)
278,30x30,900,450,2,2,15.0,15.0,15,20,(0.23489231307813277+0j)
279,30x30,900,450,2,2,15.0,15.0,15,21,(0.22231291531772923+0.11690895204134162j)
280,31x31,961,496,2,2,16.0,16.0,16,22,(0.18044546502454545+0.06780889593491658j)
281,31x31,961,496,2,2,16.0,16.0,16,22,(0.2028595659149134+0.05551335860377446j)
282,31x31,961,496,2,2,16.0,16.0,16,22,(0.19297715882650046+0j)
283,31x31,961,496,2,2,16.0,16.0,16,21,(0.21883324942068516+0.06460444379181007j)
284,31x31,961,496,2,2,16.0,16.0,16,21,(0.21831373457320485+0j)
285,31x31,961,496,2,2,16.0,16.0,16,22,(0.15969345217793368+0.0814026634812034j)
286,31x31,961,496,2,2,16.0,16.0,16,22,(0.1775615968861916+0.10013022731959755j)
287,31x31,961,496,2,2,16.0,16.0,16,22,(0.22972304278315175+0.05255697649729992j)
288,31x31,961,496,2,2,16.0,16.0,16,22,(0.24245606699530348+0.07214059653085883j)
289,31x31,961,496,2,2,16.0,16.0,16,23,(0.23235384914279714+0j)
290,32x32,1024,512,2,2,16.0,16.0,16,23,(0.25078474188887745+0j)
291,32x32,1024,512,2,2,16.0,16.0,16,22,(0.21759892879453743+0.10257595579362677j)
292,32x32,1024,512,2,2,16.0,16.0,16,22,(0.21691769953273204+0.07558098909461806j)
293,32x32,1024,512,2,2,16.0,16.0,16,21,(0.21580858040966225+0j)
294,32x32,1024,512,2,2,16.0,16.0,16,21,(0.26483032408371227+0j)
295,32x32,1024,512,2,2,16.0,16.0,16,22,(0.22364264360402822+0j)
296,32x32,1024,512,2,2,16.0,16.0,16,25,(0.23166671997919117+0j)
297,32x32,1024,512,2,2,16.0,16.0,16,23,(0.21513818419077882+0j)
298,32x32,1024,512,2,2,16.0,16.0,16,22,(0.14897922537984915+0.15049622243846797j)
299,32x32,1024,512,2,2,16.0,16.0,16,23,(0.21957442178577896+0j)
300,33x33,1089,561,2,2,17.0,17.0,17,23,(0.22010039849870888+0j)
301,33x33,1089,561,2,2,17.0,17.0,17,23,(0.1896279271686427+0j)
302,33x33,1089,561,2,2,17.0,17.0,17,24,(0.23812155159895157+0j)
303,33x33,1089,561,2,2,17.0,17.0,17,23,(0.20600143870559964+0.021366392512388015j)
304,33x33,1089,561,2,2,17.0,17.0,17,21,(0.2520149654421467+0j)
305,33x33,1089,561,2,2,17.0,17.0,17,21,(0.23587818738590768+0.03191723334050402j)
306,33x33,1089,561,2,2,17.0,17.0,17,21,(0.148559303387358+0j)
307,33x33,1089,561,2,2,17.0,17.0,17,21,(0.2080804390283635+0j)
308,33x33,1089,561,2,2,17.0,17.0,17,24,(0.17337654039239742+0.13336253189502242j)
309,33x33,1089,561,2,2,17.0,17.0,17,23,(0.2078596604291227+0j)
310,34x34,1156,578,2,2,17.0,17.0,17,25,(0.2323641304177586+0j)
311,34x34,1156,578,2,2,17.0,17.0,17,23,(0.18359699234326904+0.06426350626218155j)
312,34x34,1156,578,2,2,17.0,17.0,17,24,(0.18366048910676822+0j)
313,34x34,1156,578,2,2,17.0,17.0,17,24,(0.19430542996591577+0j)
314,34x34,1156,578,2,2,17.0,17.0,17,23,(0.20085181242996147+0j)
315,34x34,1156,578,2,2,17.0,17.0,17,24,(0.18046553630543183+0.10686576445848751j)
316,34x34,1156,578,2,2,17.0,17.0,17,24,(0.23386733739039683+0j)
317,34x34,1156,578,2,2,17.0,17.0,17,24,(0.22918594594774838+0j)
318,34x34,1156,578,2,2,17.0,17.0,17,22,(0.19639530847866998+0.07070794506631972j)
319,34x34,1156,578,2,2,17.0,17.0,17,25,(0.24478494185076435+0j)
320,35x35,1225,630,2,2,18.0,18.0,18,23,(0.18396091296550648+0j)
321,35x35,1225,630,2,2,18.0,18.0,18,23,(0.168518329158108+0.024241182182565532j)
322,35x35,1225,630,2,2,18.0,18.0,18,26,(0.21602745117608121+0j)
323,35x35,1225,630,2,2,18.0,18.0,18,23,(0.21976090617601626+0j)
