,matrix,number_of_nodes,number_of_edges,diameter,radius,average_deg,max_in_deg,max_out_deg,sle,norm_sle,convergence_speed,convergence_iterations
61,106x106,11236,7950,2,2,75.0,75,89,(0.08959685459873089+0j),0.08959685459873089,0.022980928421020508,5
62,106x106,11236,7314,2,2,69.0,69,78,(0.09708851876052901+0.012128504651291514j),0.0978431453919486,0.020598888397216797,5
63,106x106,11236,6784,2,2,64.0,64,80,(0.10263634656845189+0.00996421929663207j),0.10311888916736225,0.02048945426940918,6
64,106x106,11236,6254,2,2,59.0,59,73,(0.12613912583229453+0j),0.12613912583229453,0.028812646865844727,6
65,106x106,11236,5724,2,2,54.0,54,71,(0.1123152597460421+0j),0.1123152597460421,0.02009415626525879,6
66,106x106,11236,5088,2,2,48.0,48,59,(0.14697144257480252+0j),0.14697144257480252,0.017767906188964844,6
67,106x106,11236,4558,2,2,43.0,43,55,(0.14988414167847328+0j),0.14988414167847328,0.0160980224609375,7
68,106x106,11236,4028,2,2,38.0,38,51,(0.1755808101242357+0j),0.1755808101242357,0.013536453247070312,7
69,106x106,11236,3392,2,2,32.0,32,44,(0.16624982153459975+0j),0.16624982153459975,0.010210514068603516,7
70,107x107,11449,8667,2,2,81.0,81,90,(0.07819636927429899+0.040587164181866565j),0.08810215697704751,0.02820873260498047,5
71,107x107,11449,8025,2,2,75.0,75,86,(0.09052879297586872+0j),0.09052879297586872,0.01991891860961914,5
72,107x107,11449,7490,2,2,70.0,70,82,(0.0870559667225827+0j),0.0870559667225827,0.02052903175354004,5
73,107x107,11449,6955,2,2,65.0,65,75,(0.10201445262874018+0.0015862590833387936j),0.10202678453730152,0.017143726348876953,5
74,107x107,11449,6313,2,2,59.0,59,74,(0.11750885651496874+0j),0.11750885651496874,0.018092870712280273,6
75,107x107,11449,5778,2,2,54.0,54,65,(0.11008347320276037+0j),0.11008347320276037,0.019747018814086914,6
76,107x107,11449,5243,2,2,49.0,49,59,(0.14431648475803902+0j),0.14431648475803902,0.014070510864257812,6
77,107x107,11449,4601,2,2,43.0,43,55,(0.14205886917459012+0j),0.14205886917459012,0.010833978652954102,6
78,107x107,11449,4066,2,2,38.0,38,50,(0.15306467177449556+0j),0.15306467177449556,0.012277364730834961,7
79,107x107,11449,3531,2,2,33.0,33,45,(0.16660631316973532+0j),0.16660631316973532,0.01264047622680664,7
80,108x108,11664,8748,2,2,81.0,81,92,(0.08381885574246312+0.013432255957134612j),0.0848883153212138,0.028841018676757812,5
81,108x108,11664,8208,2,2,76.0,76,90,(0.08905122571729213+0.022636742644891347j),0.09188331142989542,0.019458770751953125,5
82,108x108,11664,7668,2,2,71.0,71,83,(0.08481043818237699+0j),0.08481043818237699,0.01800847053527832,5
83,108x108,11664,7020,2,2,65.0,65,78,(0.11525050256178641+0.02091005583238967j),0.11713201430718244,0.017227649688720703,6
84,108x108,11664,6480,2,2,60.0,60,71,(0.11175400040121511+0j),0.11175400040121511,0.02710103988647461,6
85,108x108,11664,5940,2,2,55.0,55,70,(0.11341698474306414+0j),0.11341698474306414,0.019862651824951172,6
86,108x108,11664,5292,2,2,49.0,49,61,(0.12839335730456386+0j),0.12839335730456386,0.01236104965209961,6
87,108x108,11664,4752,2,2,44.0,44,54,(0.15046211644374208+0.02335563392481264j),0.1522640276649743,0.01830148696899414,6
88,108x108,11664,4104,2,2,38.0,38,50,(0.1598312691580809+0.05546069586415423j),0.16918015068683182,0.013571739196777344,7
89,108x108,11664,3564,2,2,33.0,33,44,(0.1669350699576968+0j),0.1669350699576968,0.01175546646118164,7
90,109x109,11881,8938,2,2,82.0,82,91,(0.07979728107159645+0.020987149343300013j),0.08251100838056304,0.02192401885986328,5
91,109x109,11881,8393,2,2,77.0,77,90,(0.09080950694237545+0j),0.09080950694237545,0.025192975997924805,5
92,109x109,11881,7739,2,2,71.0,71,87,(0.09447630713056421+0.02278582472103177j),0.09718521707156022,0.018740415573120117,5
93,109x109,11881,7194,2,2,66.0,66,78,(0.10461317021973475+0j),0.10461317021973475,0.023713111877441406,6
94,109x109,11881,6540,2,2,60.0,60,72,(0.10691549124600858+0.010147576542928648j),0.10739597561393971,0.02092456817626953,6
95,109x109,11881,5995,2,2,55.0,55,66,(0.11258808994817607+0.05020938987353671j),0.12327635957332368,0.019837141036987305,6
96,109x109,11881,5450,2,2,50.0,50,62,(0.1120807406124528+0.027756915239273178j),0.11546661318249583,0.017834186553955078,6
97,109x109,11881,4796,2,2,44.0,44,56,(0.14740461877773745+0j),0.14740461877773745,0.014069318771362305,6
98,109x109,11881,4251,2,2,39.0,39,49,(0.15047896243785858+0.05713287435870262j),0.16095988155084406,0.014196157455444336,7
99,109x109,11881,3597,2,2,33.0,33,44,(0.16203967001686045+0j),0.16203967001686045,0.013623237609863281,7
100,10x10,100,80,2,2,8.0,8,9,(0.31180631700964195+0j),0.31180631700964195,0.0,8
101,10x10,100,70,2,2,7.0,7,9,(0.17898678296217307+0.036399521576494676j),0.18265046850787367,0.0015039443969726562,8
102,10x10,100,70,2,2,7.0,7,8,(0.43964389665988957+0j),0.43964389665988957,0.0,11
103,10x10,100,70,2,2,7.0,7,8,(0.315775467253995+0j),0.315775467253995,0.0,9
104,10x10,100,60,2,2,6.0,6,9,(0.36040034268830057+0j),0.36040034268830057,0.0,9
105,10x10,100,60,2,2,6.0,6,7,(0.3945255991243902+0.006195261708392337j),0.39457423842934114,0.0,11
106,10x10,100,50,3,2,5.0,5,8,(0.45139823519233774+0j),0.45139823519233774,0.0,12
107,10x10,100,40,3,2,4.0,4,6,(0.4987248148767718+0.13706139158118283j),0.5172158795281141,0.0,14
108,10x10,100,40,3,2,4.0,4,7,(0.5562451873925771+0j),0.5562451873925771,0.001392364501953125,17
109,10x10,100,30,3,3,3.0,3,5,(0.41006754598444545+0j),0.41006754598444545,0.0017905235290527344,18
110,110x110,12100,9130,2,2,83.0,83,96,(0.08158717738461929+0.0140263115120667j),0.08278408620153313,0.026320934295654297,5
111,110x110,12100,8470,2,2,77.0,77,88,(0.08786449298178305+0j),0.08786449298178305,0.03021526336669922,5
112,110x110,12100,7920,2,2,72.0,72,84,(0.08860193546632433+0j),0.08860193546632433,0.016184568405151367,5
113,110x110,12100,7370,2,2,67.0,67,80,(0.09328670015718588+0.012916664503773835j),0.09417668845377689,0.019785404205322266,5
114,110x110,12100,6710,2,2,61.0,61,73,(0.12662445155445107+0j),0.12662445155445107,0.030873537063598633,6
115,110x110,12100,6160,2,2,56.0,56,69,(0.1273379001647402+0j),0.1273379001647402,0.020708084106445312,6
116,110x110,12100,5500,2,2,50.0,50,60,(0.11922592274427177+0.022603462299643984j),0.12134964838084406,0.014841079711914062,6
117,110x110,12100,4840,2,2,44.0,44,56,(0.15269502959716544+0j),0.15269502959716544,0.01600193977355957,6
118,110x110,12100,4290,2,2,39.0,39,55,(0.16080794017024302+0.029916719125242734j),0.16356712293433276,0.01471257209777832,7
119,110x110,12100,3630,2,2,33.0,33,52,(0.1607186410828702+0.05492467582461599j),0.16984463961504234,0.01679372787475586,7
120,111x111,12321,9324,2,2,84.0,84,97,(0.08360351507938477+0j),0.08360351507938477,0.026026487350463867,5
121,111x111,12321,8658,2,2,78.0,78,95,(0.08472661630062339+0.009313181817458296j),0.08523693369260826,0.02643585205078125,5
122,111x111,12321,8103,2,2,73.0,73,85,(0.09084959353452371+0.03308899317274602j),0.09668779713373454,0.02162313461303711,5
123,111x111,12321,7437,2,2,67.0,67,80,(0.10525808258845455+0j),0.10525808258845455,0.018407344818115234,5
124,111x111,12321,6882,2,2,62.0,62,72,(0.10669169708039657+0.019212366408516417j),0.10840771766304366,0.021133899688720703,6
125,111x111,12321,6216,2,2,56.0,56,70,(0.10571927235244502+0.03772404216627101j),0.11224824232072873,0.0257418155670166,6
126,111x111,12321,5550,2,2,50.0,50,59,(0.12648778590420878+0.03117552107745141j),0.1302730712672407,0.015076875686645508,6
127,111x111,12321,4995,2,2,45.0,45,55,(0.15372740586183192+0j),0.15372740586183192,0.01372385025024414,6
128,111x111,12321,4329,2,2,39.0,39,53,(0.16998457748024187+0j),0.16998457748024187,0.017667531967163086,7
129,111x111,12321,3774,2,2,34.0,34,46,(0.15411725925286723+0.04981570320700645j),0.16196831136251325,0.016308069229125977,7
130,112x112,12544,9408,2,2,84.0,84,94,(0.0761807350554639+0j),0.0761807350554639,0.01972031593322754,5
131,112x112,12544,8848,2,2,79.0,79,89,(0.08762764437805026+0.018127899665462046j),0.08948309787623081,0.021800756454467773,5
132,112x112,12544,8176,2,2,73.0,73,87,(0.09385615871613417+0j),0.09385615871613417,0.022939205169677734,5
133,112x112,12544,7616,2,2,68.0,68,80,(0.10691185839365802+0j),0.10691185839365802,0.017546892166137695,5
134,112x112,12544,6944,2,2,62.0,62,73,(0.10292200356413111+0.021838706977761788j),0.10521343992150223,0.031150102615356445,6
135,112x112,12544,6384,2,2,57.0,57,68,(0.11920041824507552+0.003790057617032012j),0.1192606567420344,0.02440166473388672,6
136,112x112,12544,5712,2,2,51.0,51,65,(0.1339451124184184+0.029644516324544443j),0.13718633492042465,0.019411325454711914,6
137,112x112,12544,5040,2,2,45.0,45,59,(0.13185203307970011+0.006630101439959768j),0.13201862320276822,0.010975360870361328,6
138,112x112,12544,4480,2,2,40.0,40,55,(0.14619387907666892+0.04098573763976982j),0.15183043492448983,0.020051002502441406,7
139,112x112,12544,3808,2,2,34.0,34,49,(0.18331274491669577+0j),0.18331274491669577,0.011551618576049805,7
140,113x113,12769,9605,2,2,85.0,85,97,(0.08041634406276968+0j),0.08041634406276968,0.0269162654876709,5
141,113x113,12769,9040,2,2,80.0,80,92,(0.08394401726467332+0.006168580219041628j),0.0841703594886616,0.023085832595825195,5
142,113x113,12769,8362,2,2,74.0,74,85,(0.09502587073870351+0j),0.09502587073870351,0.01979994773864746,5
143,113x113,12769,7684,2,2,68.0,68,80,(0.1007671027452571+0.014235068078720676j),0.10176760859369259,0.020043611526489258,5
144,113x113,12769,7119,2,2,63.0,63,78,(0.11148455670169721+0j),0.11148455670169721,0.026163339614868164,6
145,113x113,12769,6441,2,2,57.0,57,71,(0.11681166872693506+0j),0.11681166872693506,0.01984381675720215,6
146,113x113,12769,5763,2,2,51.0,51,64,(0.12788266693987996+0j),0.12788266693987996,0.01718282699584961,6
147,113x113,12769,5198,2,2,46.0,46,61,(0.12931866239787004+0.017181610174251592j),0.13045506572208773,0.012807607650756836,6
148,113x113,12769,4520,2,2,40.0,40,50,(0.15991276671206675+0.015104698765692046j),0.1606245463256167,0.011103153228759766,7
149,113x113,12769,3842,3,2,34.0,34,48,(0.18143853380720765+0j),0.18143853380720765,0.018129587173461914,7
150,114x114,12996,9804,2,2,86.0,86,99,(0.07371667430902412+0j),0.07371667430902412,0.0293881893157959,5
151,114x114,12996,9120,2,2,80.0,80,91,(0.0904825023519338+0j),0.0904825023519338,0.02936267852783203,5
152,114x114,12996,8550,2,2,75.0,75,86,(0.09058672683365779+0j),0.09058672683365779,0.02027130126953125,5
153,114x114,12996,7866,2,2,69.0,69,81,(0.09284837715925759+0.040703557167368565j),0.10137850219442476,0.022691726684570312,5
154,114x114,12996,7182,2,2,63.0,63,73,(0.1128836329946792+0.02609878043249657j),0.11586138674356135,0.021305561065673828,6
155,114x114,12996,6612,2,2,58.0,58,72,(0.11412127797648802+0.021627046418324143j),0.1161524654226814,0.032988786697387695,6
156,114x114,12996,5928,2,2,52.0,52,64,(0.134835562286862+0j),0.134835562286862,0.024832487106323242,6
157,114x114,12996,5244,2,2,46.0,46,61,(0.12694930173689944+0.031518474018549965j),0.13080343808915862,0.012203216552734375,6
158,114x114,12996,4560,2,2,40.0,40,52,(0.15405724009145935+0j),0.15405724009145935,0.0142822265625,7
159,114x114,12996,3990,2,2,35.0,35,54,(0.1743869986621175+0.02809538636960004j),0.176635715634292,0.02509903907775879,7
160,115x115,13225,10005,2,2,87.0,87,101,(0.07433278475517714+0.006752062751210968j),0.07463881859231017,0.024440765380859375,5
161,115x115,13225,9315,2,2,81.0,81,93,(0.08533371001692361+0.024478333412589225j),0.08877517035697702,0.027671098709106445,5
162,115x115,13225,8625,2,2,75.0,75,85,(0.08902944796087037+0.013189174577072312j),0.09000109405024928,0.029303550720214844,5
163,115x115,13225,8050,2,2,70.0,70,84,(0.10058386207093813+0j),0.10058386207093813,0.024599313735961914,5
164,115x115,13225,7360,2,2,64.0,64,78,(0.10610267728902495+0.014442741280455007j),0.10708114168047111,0.024409770965576172,6
165,115x115,13225,6670,2,2,58.0,58,70,(0.1343232466730751+0j),0.1343232466730751,0.025463104248046875,6
166,115x115,13225,5980,2,2,52.0,52,69,(0.13033536473210844+0j),0.13033536473210844,0.02516794204711914,6
167,115x115,13225,5290,2,2,46.0,46,58,(0.12682623205179305+0.008438995430337189j),0.12710668660746574,0.019746780395507812,6
168,115x115,13225,4715,2,2,41.0,41,58,(0.1545046541703704+0j),0.1545046541703704,0.019792795181274414,7
169,115x115,13225,4025,2,2,35.0,35,46,(0.17540800880869015+0j),0.17540800880869015,0.018645286560058594,7
170,116x116,13456,10092,2,2,87.0,87,98,(0.08196552831320689+0j),0.08196552831320689,0.028120040893554688,5
171,116x116,13456,9512,2,2,82.0,82,92,(0.08276975219757907+0j),0.08276975219757907,0.028970003128051758,5
172,116x116,13456,8816,2,2,76.0,76,88,(0.0947138106517747+0.004093167991231139j),0.09480221491286303,0.019624710083007812,5
173,116x116,13456,8120,2,2,70.0,70,81,(0.09643758039365175+0j),0.09643758039365175,0.028843164443969727,6
174,116x116,13456,7424,2,2,64.0,64,84,(0.10760775596142484+0j),0.10760775596142484,0.02413201332092285,6
175,116x116,13456,6844,2,2,59.0,59,72,(0.11253462448413529+0j),0.11253462448413529,0.02461099624633789,6
176,116x116,13456,6148,2,2,53.0,53,65,(0.1267063079891837+0.01036728709615099j),0.12712973344573603,0.022586584091186523,6
177,116x116,13456,5452,2,2,47.0,47,60,(0.1400892485226239+0.04713127684304374j),0.14780512443244012,0.019306421279907227,6
178,116x116,13456,4756,2,2,41.0,41,53,(0.15000272832941303+0.019134584506646176j),0.15121822254777917,0.01831531524658203,7
179,116x116,13456,4060,2,2,35.0,35,51,(0.17307118757113538+0.027581036176636313j),0.175255098424725,0.01607537269592285,7
180,117x117,13689,10296,2,2,88.0,88,98,(0.08762431227713645+0j),0.08762431227713645,0.02921915054321289,5
181,117x117,13689,9594,2,2,82.0,82,99,(0.0975581088964488+0j),0.0975581088964488,0.022651195526123047,5
182,117x117,13689,9009,2,2,77.0,77,92,(0.08762425663469348+0.035541604631902056j),0.09455800341902881,0.029208660125732422,5
183,117x117,13689,8307,2,2,71.0,71,89,(0.09442723908091791+0j),0.09442723908091791,0.0204622745513916,5
184,117x117,13689,7605,2,2,65.0,65,77,(0.11077659970994155+0j),0.11077659970994155,0.01786065101623535,5
185,117x117,13689,6903,2,2,59.0,59,75,(0.12713364434412983+0j),0.12713364434412983,0.019628286361694336,6
186,117x117,13689,6201,2,2,53.0,53,68,(0.13635404892235994+0j),0.13635404892235994,0.024488449096679688,6
187,117x117,13689,5499,2,2,47.0,47,61,(0.12514216388447924+0.03905716521734372j),0.1310954741267018,0.009536027908325195,6
188,117x117,13689,4797,2,2,41.0,41,55,(0.15068497685399843+0j),0.15068497685399843,0.0205380916595459,7
189,117x117,13689,4212,2,2,36.0,36,50,(0.1648094810770369+0j),0.1648094810770369,0.01743912696838379,7
190,118x118,13924,10502,2,2,89.0,89,103,(0.08121679567709185+0.014223440960297519j),0.08245286030699939,0.0305325984954834,5
191,118x118,13924,9794,2,2,83.0,83,95,(0.08659988671784002+0.02154870353611865j),0.08924061297206702,0.021819114685058594,5
192,118x118,13924,9086,2,2,77.0,77,91,(0.09229436035012259+0.009614834423025976j),0.09279382519015199,0.030098676681518555,5
193,118x118,13924,8378,2,2,71.0,71,84,(0.09044069270520994+0.03818170827710702j),0.09817006541688926,0.028400659561157227,6
194,118x118,13924,7670,2,2,65.0,65,79,(0.11822769485980894+0j),0.11822769485980894,0.03239154815673828,6
195,118x118,13924,7080,2,2,60.0,60,75,(0.10067730666258067+0.025667189079339445j),0.10389766442064938,0.026935338973999023,6
196,118x118,13924,6372,2,2,54.0,54,66,(0.1296151904672988+0j),0.1296151904672988,0.018533945083618164,6
197,118x118,13924,5664,2,2,48.0,48,62,(0.1375563301521085+0.02258558869125129j),0.1393981806963285,0.02373480796813965,6
198,118x118,13924,4956,2,2,42.0,42,55,(0.14609140844130858+0.015229243135948306j),0.14688304690078796,0.013409614562988281,6
199,118x118,13924,4248,2,2,36.0,36,52,(0.1787255804606218+0.01798360129879332j),0.1796280685935808,0.013016700744628906,7
200,119x119,14161,10710,2,2,90.0,90,102,(0.07704971957205106+0.021857780488097573j),0.08009008586583964,0.02863597869873047,5
201,119x119,14161,9996,2,2,84.0,84,98,(0.08139944918783101+0j),0.08139944918783101,0.028943300247192383,5
202,119x119,14161,9282,2,2,78.0,78,90,(0.10790685208342862+0j),0.10790685208342862,0.027011394500732422,5
203,119x119,14161,8568,2,2,72.0,72,84,(0.10229963445114221+0j),0.10229963445114221,0.054229736328125,5
204,119x119,14161,7854,2,2,66.0,66,77,(0.10516798822669823+0.017385429007195925j),0.10659530425593422,0.02437877655029297,6
205,119x119,14161,7140,2,2,60.0,60,75,(0.12577982916216895+0j),0.12577982916216895,0.024115800857543945,6
206,119x119,14161,6426,2,2,54.0,54,71,(0.11122560217473045+0.016767566674851964j),0.11248238027054286,0.02014327049255371,6
207,119x119,14161,5712,2,2,48.0,48,60,(0.15481807417440863+0j),0.15481807417440863,0.023956298828125,6
208,119x119,14161,4998,2,2,42.0,42,57,(0.158501363101166+0j),0.158501363101166,0.01654362678527832,6
209,119x119,14161,4284,2,2,36.0,36,50,(0.1658704864507543+0.06153033116559053j),0.1769152337385255,0.014625787734985352,7
210,11x11,121,99,2,2,9.0,9,11,(0.1757809758449466+0j),0.1757809758449466,0.001010894775390625,8
211,11x11,121,88,2,2,8.0,8,10,(0.25802644210481607+0j),0.25802644210481607,0.0,8
212,11x11,121,88,2,2,8.0,8,10,(0.24916116446573014+0j),0.24916116446573014,0.0013048648834228516,8
213,11x11,121,77,2,2,7.0,7,10,(0.17865556729917584+0.06571607345816154j),0.19035864581822606,0.001978635787963867,8
214,11x11,121,77,2,2,7.0,7,9,(0.23593401727009156+0j),0.23593401727009156,0.0010712146759033203,9
215,11x11,121,66,2,2,6.0,6,9,(0.30044259017305464+0.16386119231364657j),0.34222250121279857,0.0,11
216,11x11,121,55,3,2,5.0,5,8,(0.30477132740249857+0.04716672460066807j),0.3083995167250368,0.0,12
217,11x11,121,55,3,2,5.0,5,9,(0.4609617692660283+0j),0.4609617692660283,0.0010068416595458984,13
218,11x11,121,44,3,2,4.0,4,5,(0.33547268650212925+0.03476855442613011j),0.3372695891506358,0.0021097660064697266,15
219,11x11,121,44,4,2,4.0,4,8,(0.36949779978311564+0j),0.36949779978311564,0.00119781494140625,12
220,120x120,14400,10800,2,2,90.0,90,102,(0.07315832428593227+0j),0.07315832428593227,0.02469038963317871,5
221,120x120,14400,10080,2,2,84.0,84,96,(0.08486628722968871+0j),0.08486628722968871,0.0311739444732666,5
222,120x120,14400,9360,2,2,78.0,78,93,(0.08548097161704735+0j),0.08548097161704735,0.033403635025024414,5
223,120x120,14400,8760,2,2,73.0,73,86,(0.104026124624971+0j),0.104026124624971,0.026339054107666016,5
224,120x120,14400,8040,2,2,67.0,67,83,(0.10765887332747386+0.010366240997901592j),0.10815679339998777,0.026592493057250977,6
225,120x120,14400,7320,2,2,61.0,61,75,(0.11540707798201963+0.02053474963146135j),0.11721974914993957,0.021110057830810547,6
226,120x120,14400,6600,2,2,55.0,55,66,(0.11427297086407012+0.017783594810351796j),0.11564846784319882,0.01930403709411621,6
227,120x120,14400,5760,2,2,48.0,48,62,(0.16879927786397408+0j),0.16879927786397408,0.01837444305419922,6
228,120x120,14400,5040,2,2,42.0,42,57,(0.1471641443567436+0j),0.1471641443567436,0.01784205436706543,7
229,120x120,14400,4320,2,2,36.0,36,49,(0.18643843250363526+0j),0.18643843250363526,0.015080928802490234,7
230,121x121,14641,11011,2,2,91.0,91,102,(0.0731436393987499+0j),0.0731436393987499,0.023302555084228516,5
